family,level,key,metric,old,new,absolute_difference,old_3dp,new_3dp,both_undefined,definition_changed,passed
strict_temporal,detail,Forecasting|1575,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1575,R2(p3),0.0243902439,-0.0113027883,0.0356930322,0.024,-0.011,False,False,False
strict_temporal,detail,Forecasting|1576,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1576,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1576,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1576,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1578,accuracy,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1578,precision,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1578,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1578,R2(p3),0.2601431981,-0.5572792881,0.8174224862,0.260,-0.557,False,False,False
strict_temporal,detail,Forecasting|1580,accuracy,1,0.5,0.5,1.000,0.500,False,False,False
strict_temporal,detail,Forecasting|1580,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1580,recall,1,0.5,0.5,1.000,0.500,False,False,False
strict_temporal,detail,Forecasting|1580,R2(p3),-91.16,-115.6399951,24.4799951,-91.160,-115.640,False,False,False
strict_temporal,detail,Forecasting|1581,accuracy,1,0.5,0.5,1.000,0.500,False,False,False
strict_temporal,detail,Forecasting|1581,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1581,recall,1,0.5,0.5,1.000,0.500,False,False,False
strict_temporal,detail,Forecasting|1581,R2(p3),-99.16,-120.360004,21.200004,-99.160,-120.360,False,False,False
strict_temporal,detail,Forecasting|1582,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1582,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1582,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1582,R2(p3),-99.16,-111.7199993,12.5599993,-99.160,-111.720,False,False,False
strict_temporal,detail,Forecasting|1584,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1584,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1584,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1584,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1586,accuracy,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|1586,precision,1,,,1.000,,False,True,False
strict_temporal,detail,Forecasting|1586,recall,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|1586,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1588,accuracy,0,1,1,0.000,1.000,False,False,False
strict_temporal,detail,Forecasting|1588,precision,,1,,,1.000,False,True,False
strict_temporal,detail,Forecasting|1588,recall,0,1,1,0.000,1.000,False,False,False
strict_temporal,detail,Forecasting|1588,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1589,accuracy,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|1589,precision,,0,,,0.000,False,True,False
strict_temporal,detail,Forecasting|1589,recall,,,,,,True,False,True
strict_temporal,detail,Forecasting|1589,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1590,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1590,precision,,,,,,True,False,True
strict_temporal,detail,Forecasting|1590,recall,,,,,,True,False,True
strict_temporal,detail,Forecasting|1590,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1591,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1591,precision,,,,,,True,False,True
strict_temporal,detail,Forecasting|1591,recall,,,,,,True,False,True
strict_temporal,detail,Forecasting|1591,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1592,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1592,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1592,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1592,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1594,accuracy,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|1594,precision,1,,,1.000,,False,True,False
strict_temporal,detail,Forecasting|1594,recall,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|1594,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1595,accuracy,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1595,precision,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1595,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1595,R2(p3),-0.1518934665,-0.1285892856,0.0233041809,-0.152,-0.129,False,False,False
strict_temporal,detail,Forecasting|1596,accuracy,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1596,precision,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1596,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1596,R2(p3),-0.2967124428,-0.1335829526,0.1631294902,-0.297,-0.134,False,False,False
strict_temporal,detail,Forecasting|16,accuracy,0,1,1,0.000,1.000,False,False,False
strict_temporal,detail,Forecasting|16,precision,0,,,0.000,,False,True,False
strict_temporal,detail,Forecasting|16,recall,,,,,,True,False,True
strict_temporal,detail,Forecasting|16,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|160,accuracy,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|160,precision,1,,,1.000,,False,True,False
strict_temporal,detail,Forecasting|160,recall,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|160,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1600,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1600,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1600,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1600,R2(p3),-0.8307349666,-0.7171492901,0.1135856765,-0.831,-0.717,False,False,False
strict_temporal,detail,Forecasting|1603,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1603,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1603,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1603,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1604,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1604,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1604,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1604,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1605,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1605,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1605,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1605,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1608,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1608,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1608,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1608,R2(p3),-0.6971046771,-0.1648106729,0.5322940042,-0.697,-0.165,False,False,False
strict_temporal,detail,Forecasting|1609,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1609,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1609,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1609,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|161,accuracy,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|161,precision,1,,,1.000,,False,True,False
strict_temporal,detail,Forecasting|161,recall,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|161,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1622,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1622,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1622,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1622,R2(p3),-0.2058823529,-0.6626298153,0.4567474624,-0.206,-0.663,False,False,False
strict_temporal,detail,Forecasting|1623,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1623,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1623,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1623,R2(p3),-0.2058823529,-0.6626298153,0.4567474624,-0.206,-0.663,False,False,False
strict_temporal,detail,Forecasting|1624,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1624,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1624,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1624,R2(p3),0.04128440367,-0.4510702037,0.49235460737,0.041,-0.451,False,False,False
strict_temporal,detail,Forecasting|1629,accuracy,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1629,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1629,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1629,R2(p3),-0.0396039604,-0.5445542981,0.5049503377,-0.040,-0.545,False,False,False
strict_temporal,detail,Forecasting|1633,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1633,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1633,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1633,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1635,accuracy,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1635,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1635,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1635,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1638,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1638,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1638,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1638,R2(p3),-0.004444444444,0.1022223579,0.106666802344,-0.004,0.102,False,False,False
strict_temporal,detail,Forecasting|1640,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1640,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1640,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1640,R2(p3),0.1007326007,-0.1446886023,0.2454212030,0.101,-0.145,False,False,False
strict_temporal,detail,Forecasting|1646,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1646,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1646,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1646,R2(p3),-0.8222222222,0.2711110814,1.0933333036,-0.822,0.271,False,False,False
strict_temporal,detail,Forecasting|1648,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1648,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1648,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1648,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|165,accuracy,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|165,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|165,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|165,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1650,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1650,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1650,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1650,R2(p3),-25.96938776,-34.4183655,8.44897774,-25.969,-34.418,False,False,False
strict_temporal,detail,Forecasting|1652,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1652,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1652,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1652,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1659,accuracy,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1659,precision,,,,,,True,False,True
strict_temporal,detail,Forecasting|1659,recall,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1659,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1660,accuracy,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1660,precision,,,,,,True,False,True
strict_temporal,detail,Forecasting|1660,recall,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1660,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1663,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1663,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1663,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1663,R2(p3),-0.16433942,0.5102040243,0.6745434443,-0.164,0.510,False,False,False
strict_temporal,detail,Forecasting|1664,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1664,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1664,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1664,R2(p3),-0.16433942,0.5961332782,0.7604726982,-0.164,0.596,False,False,False
strict_temporal,detail,Forecasting|1665,accuracy,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|1665,precision,,0,,,0.000,False,True,False
strict_temporal,detail,Forecasting|1665,recall,,,,,,True,False,True
strict_temporal,detail,Forecasting|1665,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1666,accuracy,1,0,1,1.000,0.000,False,False,False
strict_temporal,detail,Forecasting|1666,precision,,0,,,0.000,False,True,False
strict_temporal,detail,Forecasting|1666,recall,,,,,,True,False,True
strict_temporal,detail,Forecasting|1666,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1667,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1667,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1667,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1667,R2(p3),-0.4736842105,-0.1084853622,0.3651988483,-0.474,-0.108,False,False,False
strict_temporal,detail,Forecasting|1668,accuracy,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1668,precision,,,,,,True,False,True
strict_temporal,detail,Forecasting|1668,recall,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1668,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1669,accuracy,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1669,precision,,,,,,True,False,True
strict_temporal,detail,Forecasting|1669,recall,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1669,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1670,accuracy,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1670,precision,,,,,,True,False,True
strict_temporal,detail,Forecasting|1670,recall,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1670,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1671,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1671,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1671,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1671,R2(p3),-0.3147153598,-0.1600429164,0.1546724434,-0.315,-0.160,False,False,False
strict_temporal,detail,Forecasting|1672,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1672,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1672,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1672,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1673,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1673,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1673,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1673,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1674,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1674,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1674,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1674,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1675,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1675,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1675,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1675,R2(p3),-0.5377313716,-0.3611770715,0.1765543001,-0.538,-0.361,False,False,False
strict_temporal,detail,Forecasting|1681,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1681,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1681,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1681,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1683,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1683,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1683,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1683,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1686,accuracy,0,1,1,0.000,1.000,False,False,False
strict_temporal,detail,Forecasting|1686,precision,,1,,,1.000,False,True,False
strict_temporal,detail,Forecasting|1686,recall,0,1,1,0.000,1.000,False,False,False
strict_temporal,detail,Forecasting|1686,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1687,accuracy,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1687,precision,,,,,,True,False,True
strict_temporal,detail,Forecasting|1687,recall,0,0,0,0.000,0.000,False,False,True
strict_temporal,detail,Forecasting|1687,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|169,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|169,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|169,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|169,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1691,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1691,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1691,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1691,R2(p3),-0.588989084,-0.8035121369,0.2145230529,-0.589,-0.804,False,False,False
strict_temporal,detail,Forecasting|1692,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1692,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1692,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1692,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1695,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1695,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1695,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1695,R2(p3),-0.6869625043,-0.4324043951,0.2545581092,-0.687,-0.432,False,False,False
strict_temporal,detail,Forecasting|1696,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1696,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1696,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1696,R2(p3),-0.6869625043,-0.4324043951,0.2545581092,-0.687,-0.432,False,False,False
strict_temporal,detail,Forecasting|1698,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1698,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1698,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1698,R2(p3),-6.222222222,-8.124999752,1.902777530,-6.222,-8.125,False,False,False
strict_temporal,detail,Forecasting|1702,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1702,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1702,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1702,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1712,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1712,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1712,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1712,R2(p3),0.1129568106,0.0332226775,0.0797341331,0.113,0.033,False,False,False
strict_temporal,detail,Forecasting|1715,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1715,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1715,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1715,R2(p3),0.3720930233,0.1976744519,0.1744185714,0.372,0.198,False,False,False
strict_temporal,detail,Forecasting|1718,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1718,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1718,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1718,R2(p3),0.1794500724,0.2402316794,0.0607816070,0.179,0.240,False,False,False
strict_temporal,detail,Forecasting|1719,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1719,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1719,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1719,R2(p3),0.1794500724,0.2402316794,0.0607816070,0.179,0.240,False,False,False
strict_temporal,detail,Forecasting|1721,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1721,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1721,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1721,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1727,accuracy,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1727,precision,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1727,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1727,R2(p3),-1.959064327,-0.4444447289,1.5146195981,-1.959,-0.444,False,False,False
strict_temporal,detail,Forecasting|1728,accuracy,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1728,precision,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1728,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1728,R2(p3),-1.134502924,0.1637426475,1.2982455715,-1.135,0.164,False,False,False
strict_temporal,detail,Forecasting|1729,accuracy,0.5,0.5,0.0,0.500,0.500,False,False,True
strict_temporal,detail,Forecasting|1729,precision,0.5,0.5,0.0,0.500,0.500,False,False,True
strict_temporal,detail,Forecasting|1729,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1729,R2(p3),-0.0612244898,0.7052154314,0.7664399212,-0.061,0.705,False,False,False
strict_temporal,detail,Forecasting|1730,accuracy,0.5,0.5,0.0,0.500,0.500,False,False,True
strict_temporal,detail,Forecasting|1730,precision,0.5,0.5,0.0,0.500,0.500,False,False,True
strict_temporal,detail,Forecasting|1730,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1730,R2(p3),-0.0612244898,0.7052154314,0.7664399212,-0.061,0.705,False,False,False
strict_temporal,detail,Forecasting|1736,accuracy,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1736,precision,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1736,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1736,R2(p3),0.1176470588,0.3823528044,0.2647057456,0.118,0.382,False,False,False
strict_temporal,detail,Forecasting|1737,accuracy,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1737,precision,0.75,0.75,0.00,0.750,0.750,False,False,True
strict_temporal,detail,Forecasting|1737,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1737,R2(p3),0.1176470588,0.3823528044,0.2647057456,0.118,0.382,False,False,False
strict_temporal,detail,Forecasting|1738,accuracy,0.5,0.5,0.0,0.500,0.500,False,False,True
strict_temporal,detail,Forecasting|1738,precision,0.5,0.5,0.0,0.500,0.500,False,False,True
strict_temporal,detail,Forecasting|1738,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1738,R2(p3),-0.6015625,0.2109375708,0.8125000708,-0.602,0.211,False,False,False
strict_temporal,detail,Forecasting|1739,accuracy,0.5,0.5,0.0,0.500,0.500,False,False,True
strict_temporal,detail,Forecasting|1739,precision,0.5,0.5,0.0,0.500,0.500,False,False,True
strict_temporal,detail,Forecasting|1739,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1739,R2(p3),-0.828125,0.1875000875,1.0156250875,-0.828,0.188,False,False,False
strict_temporal,detail,Forecasting|174,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|174,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|174,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|174,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1740,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1740,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1740,recall,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1740,R2(p3),,,,,,True,False,True
strict_temporal,detail,Forecasting|1743,accuracy,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1743,precision,1,1,0,1.000,1.000,False,False,True
strict_temporal,detail,Forecasting|1743,recall,1,1,0,1.000,1.000,False,False,True
