task,model_component,feature_order,feature_name,source_dtype,native_missingness_preserved,feature_order_sha256
Contemporaneous,direct_contemporaneous_phase45_classifier,164,rainfall_chirps_z_s12_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,165,temperature_2m_mean_z_s12_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,166,GOSIF_GPP_s12_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,167,NY.GDP.PCAP.KD_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,168,cpi_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,169,GDP_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,170,CPI_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,171,infra_index_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,172,CC.PER.RNK_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,173,gini_l12,float64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
Contemporaneous,direct_contemporaneous_phase45_classifier,174,kfolds,int64,True,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f
