run_status,experiment_id,reference_environment_id,evaluation_protocol,evaluation_population,threshold_selection_population,evaluation_interpretation,action_contract,base_prediction_contract,source_rows,oof_rows,areas,n_splits,fold_rows,feature_count,feature_order_sha256,fold_assignment_sha256,source_row_index_sha256,population_key_sha256,source_overall_phase_disagreement_rows,source_path,source_sha256,base_predictions_path,base_predictions_sha256,base_audit_path,base_audit_sha256,params_path,params_sha256,evaluation_generator_path,evaluation_generator_sha256,rescue_generator_path,rescue_generator_sha256,generator_path,generator_sha256,platform_family,python_version,numpy_version,pandas_version,scipy_version,sklearn_version,xgboost_version,matplotlib_version,xgboost_dll_sha256,random_state,n_jobs,protected_manifest_sha256_before,protected_manifest_sha256_after,protected_manifest_match,artifact_manifest_json,artifact_manifest_sha256
complete,direct_phase3_vs_phase45_rescue_contemporaneous_random5fold,windows_py3113_xgb203_direct_seed0_njobs1,random_5fold_row_cv,random_5fold_full_oof_5575,pooled_random_5fold_full_oof_base_phase3_gate,apparent_oof_after_pooled_threshold_selection_not_nested_or_independent,base_phase3_only_to_phase4,frozen_contemporaneous_random_5fold_full_oof,5575,16725,1198,5,1115|1115|1115|1115|1115,174,61d485e042f77d028737359c00c2567035b9565ed8ab55374f2fbd24ea33f41f,bc2b0a13def3c2979b562236cedbeff0cc030bf67d4b5de9160f8b916937b099,2fb4fda348302e0acf6f04860b6e1faaf3af8653d33c4a524a7d03e3721ddfa2,f540e216e9ee286c7502b3aa465fe222a66a1a87eec014158d0db9ace13f6651,46,1.Source Data/Nowcasting_Analysis_010825.csv,d541f7c0c21c1878fcf8a74c99c953ddda200d0dfeda7365e7ff5934af8f550f,2.Source Code/produced_graph/all_prediction_contemporaneous_random_cv_predictions.csv,4eb561baedaf22a51d534177b768afb82865f44f7b781cc334a481d40759cde3,2.Source Code/produced_graph/all_prediction_contemporaneous_random_cv_source_audit.csv,1502cbf77e99d32ef9946d3df2a9655f9596dee600743b9139faea2a93ef75d3,2.Source Code/contemporaneous_hyperparameters_p3.json,e3cb5e33a43a78dab38324a4a55d98aaa45d8259d54d31f9017dbf3b8fdec8fe,2.Source Code/generate_all_prediction_evaluation.py,fd1c6829940e84bf22a43a28a35e72a3833ec1e102c92e6a547f640adceeb6c0,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py,37539a6b4f82497bbe26d280bda402877b504c155dce54f9708df9b4248697d8,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,9dc765fb387b5f1bcbe19e74fce639bfe34f41087ddba99b27a90b239d8e8464,Windows,3.11.3,1.26.4,2.2.3,1.17.1,1.5.2,2.0.3,3.10.1,ca6f7a13af14d3ed08da0a12164ca042302151999191bb81062768cffbc95ce1,0,1,72ba10070bc3b2a51e00c3413b7540dcebd2c7e11b698569197e033ff5368f82,72ba10070bc3b2a51e00c3413b7540dcebd2c7e11b698569197e033ff5368f82,True,"{""direct_phase3_vs_phase45_rescue_contemporaneous_binary_confusion_matrices.csv"":""8f555db76c0499649483c1d36b0d44ed71ad6533d1fa0c42aad9fdedee1c0112"",""direct_phase3_vs_phase45_rescue_contemporaneous_configuration.json"":""16cb8555d5b6bcf34bef425a76f3ec58fb7ad8f216e478dc65cf5c08702aabf1"",""direct_phase3_vs_phase45_rescue_contemporaneous_feature_manifest.csv"":""c933897b49d3b64a0a1ba197048a09b294c607f55ff2e63d374bb1e1e1b52f2d"",""direct_phase3_vs_phase45_rescue_contemporaneous_five_class_confusion_matrices.csv"":""6ce88b0ee351ea037537f7f93c4ee7d0ab92b578142fa9f360ce22612ba2b93b"",""direct_phase3_vs_phase45_rescue_contemporaneous_gate_pooled_metrics.csv"":""ad0f62cf6da7b9fe95a94d7703990451380990364054112f28a66062f9220176"",""direct_phase3_vs_phase45_rescue_contemporaneous_model_audit.csv"":""8ca390f02cdfac4d6250394993f25be4ae668b865fa630118110353d3b6047a2"",""direct_phase3_vs_phase45_rescue_contemporaneous_oof_predictions.csv"":""6da9d88d92cc297e25bb94909b024c8cf032e68e98c63f63be5d2c41fb535f35"",""direct_phase3_vs_phase45_rescue_contemporaneous_selected_policies.csv"":""e5ecd49857778a6fdc70af4316482fc42f23439ef53520da0b9d64cf3c3ac9bc"",""direct_phase3_vs_phase45_rescue_contemporaneous_threshold_frontier.csv"":""afac4b448f64f067516aa7b0a77ac35d16a4e392344aad62231a82a9f7e10353""}",f315e2eb24c4aa849def67fdfe3691c7089b64266003b06cd72447ed860fc6a7
