task,method,bootstrap_id,sampled_country_count,accuracy_delta,balanced_accuracy_delta,macro_f1_delta,ordinal_mae_delta,phase4_precision_delta,phase4_recall_delta
Forecasting,single_score,1559,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1559,27,0.0045766590389015871,0.019067081873621383,0.035597359926861888,-0.0045766590389015871,-0.36111111111111116,0.10714285714285715
Forecasting,xgboost,1559,27,0,0,0,0,0,0
Forecasting,single_score,1560,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1560,27,0.0040721349621872793,0.022029658284977438,0.039820741063898712,-0.0040721349621872793,-0.38235294117647056,0.1212121212121212
Forecasting,xgboost,1560,27,0,0,0,0,0,0
Forecasting,single_score,1561,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1561,27,-0.0044642857142856984,0.0062265163714438909,0.013637453113464093,0.0044642857142856984,-0.66666666666666674,0.043478260869565216
Forecasting,xgboost,1561,27,0,0,0,0,0,0
Forecasting,single_score,1562,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1562,27,0.010869565217391353,0.02228175575037239,0.041950617247654892,-0.010869565217391297,-0.29268292682926833,0.12442396313364056
Forecasting,xgboost,1562,27,0,0,0,0,0,0
Forecasting,single_score,1563,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1563,27,-0.0019249278152069227,0.014584092289010309,0.028125711199629144,0.0019249278152069227,-0.5,0.092592592592592587
Forecasting,xgboost,1563,27,0,0,0,0,0,0
Forecasting,single_score,1564,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1564,27,0.014722536806342057,0.073008608477716064,0.088495065110483662,-0.014722536806342001,<NA>,0.2982456140350877
Forecasting,xgboost,1564,27,0,0,0,0,<NA>,0
Forecasting,single_score,1565,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1565,27,0.0030883261272390827,0.024583852393890937,0.035846595977334694,-0.0030883261272390827,<NA>,0.10309278350515463
Forecasting,xgboost,1565,27,0,0,0,0,<NA>,0
Forecasting,single_score,1566,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1566,27,-0.0081081081081080253,0.0055915670884503221,0.015703219515957628,0.0081081081081081363,-0.59999999999999998,0.055045871559633031
Forecasting,xgboost,1566,27,0,0,0,0,0,0
Forecasting,single_score,1567,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1567,27,-0.0030604437643457771,0.002464042175233494,0.0052422325729002683,0.0030604437643458327,<NA>,0.015873015873015872
Forecasting,xgboost,1567,27,0,0,0,0,<NA>,0
Forecasting,single_score,1568,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1568,27,0.0093632958801497246,0.060281065088757413,0.075051831518471973,-0.0093632958801498356,<NA>,0.25
Forecasting,xgboost,1568,27,0,0,0,0,<NA>,0
Forecasting,single_score,1569,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1569,27,0.010876132930513593,0.026749804007365652,0.049165365947869383,-0.010876132930513593,-0.35616438356164382,0.15602836879432624
Forecasting,xgboost,1569,27,0,0,0,0,0,0
Forecasting,single_score,1570,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1570,27,0.0043446777697321304,0.052342047930283242,0.064893109494528811,-0.0043446777697320749,<NA>,0.22352941176470589
Forecasting,xgboost,1570,27,0,0,0,0,<NA>,0
Forecasting,single_score,1571,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1571,27,-0.00067521944631998565,0.00923770317268785,0.014768477167382776,0.00067521944632004116,<NA>,0.041095890410958902
Forecasting,xgboost,1571,27,0,0,0,0,<NA>,0
Forecasting,single_score,1572,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1572,27,-0.0031486146095717205,0.010090625976572981,0.021761416809448736,0.003148614609571776,-0.54545454545454541,0.068783068783068779
Forecasting,xgboost,1572,27,0,0,0,0,0,0
Forecasting,single_score,1573,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1573,27,0.0013522650439486972,0.011391022358764324,0.02337165427563187,-0.0013522650439486417,-0.42307692307692313,0.068783068783068779
Forecasting,xgboost,1573,27,0,0,0,0,0,0
Forecasting,single_score,1574,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1574,27,0.0068649885583524917,0.04224355951819625,0.057768645354101894,-0.0068649885583523806,<NA>,0.17073170731707318
Forecasting,xgboost,1574,27,0,0,0,0,<NA>,0
Forecasting,single_score,1575,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1575,27,-0.0077071290944122905,0.00062003968253965258,0.0041444349900041366,0.0077071290944123461,<NA>,0.015873015873015872
Forecasting,xgboost,1575,27,0,0,0,0,<NA>,0
Forecasting,single_score,1576,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1576,27,-0.001413760603204528,0.010869773626272894,0.021511559085036519,0.0014137606032044725,-0.53846153846153844,0.064327485380116955
Forecasting,xgboost,1576,27,0,0,0,0,0,0
Forecasting,single_score,1577,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1577,27,-0.0057339449541284893,0.01177946094825888,0.017623608335937041,0.0057339449541284337,<NA>,0.058823529411764705
Forecasting,xgboost,1577,27,0,0,0,0,<NA>,0
Forecasting,single_score,1578,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1578,27,-0.0015220700152206446,0.019673123486682792,0.037104741235841371,0.0015220700152207001,-0.5,0.125
Forecasting,xgboost,1578,27,0,0,0,0,0,0
Forecasting,single_score,1579,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1579,27,0.0085632730732635443,0.027053645250717406,0.047751815628050392,-0.0085632730732635443,-0.30769230769230771,0.14655172413793105
Forecasting,xgboost,1579,27,0,0,0,0,0,0
Forecasting,single_score,1580,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1580,27,0.0043290043290044045,0.023150026294042558,0.042185276779924369,-0.0043290043290042934,-0.40625,0.13235294117647059
Forecasting,xgboost,1580,27,0,0,0,0,0,0
Forecasting,single_score,1581,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1581,27,0.0043310875842156316,0.017879896831614478,0.033404678668371601,-0.004331087584215576,-0.33333333333333337,0.096446700507614211
Forecasting,xgboost,1581,27,0,0,0,0,0,0
Forecasting,single_score,1582,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1582,27,0.0087829360100376563,0.037495364315968227,0.060957176121783779,-0.0087829360100376008,-0.375,0.2087912087912088
Forecasting,xgboost,1582,27,0,0,0,0,0,0
Forecasting,single_score,1583,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1583,27,0.00067842605156043234,0.014742841993637346,0.028463554753544451,-0.00067842605156037683,-0.44827586206896552,0.087500000000000008
Forecasting,xgboost,1583,27,0,0,0,0,0,0
Forecasting,single_score,1584,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1584,27,0.0027726432532346745,0.014172449629555134,0.028585583133366288,-0.00277264325323473,-0.40740740740740744,0.085889570552147243
Forecasting,xgboost,1584,27,0,0,0,0,0,0
Forecasting,single_score,1585,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1585,27,0.0014936519790887948,0.025255232572305775,0.036514005993944942,-0.0014936519790888503,<NA>,0.10989010989010989
Forecasting,xgboost,1585,27,0,0,0,0,<NA>,0
Forecasting,single_score,1586,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1586,27,0.016566265060241059,0.032181430658332733,0.056150668550852906,-0.016566265060241003,-0.22727272727272729,0.17204301075268819
Forecasting,xgboost,1586,27,0,0,0,0,0,0
Forecasting,single_score,1587,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1587,27,0.0031168831168831845,0.016334907496741685,0.031030782915891314,-0.003116883116883129,-0.37931034482758619,0.090425531914893623
Forecasting,xgboost,1587,27,0,0,0,0,0,0
Forecasting,single_score,1588,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1588,27,0.006741573033707926,0.038322532402791654,0.052752882724064254,-0.0067415730337078705,<NA>,0.16176470588235295
Forecasting,xgboost,1588,27,0,0,0,0,<NA>,0
Forecasting,single_score,1589,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1589,27,0.0015290519877675379,0.015155511406453381,0.023181002192419059,-0.0015290519877675934,<NA>,0.06363636363636363
Forecasting,xgboost,1589,27,0,0,0,0,<NA>,0
Forecasting,single_score,1590,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1590,27,0.0026954177897574594,0.016687702541361121,0.030679927534891266,-0.0026954177897574039,-0.36363636363636365,0.092307692307692313
Forecasting,xgboost,1590,27,0,0,0,0,0,0
Forecasting,single_score,1591,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1591,27,0.0038639876352396518,0.035099921630094066,0.048841955960971933,-0.0038639876352395963,<NA>,0.15517241379310345
Forecasting,xgboost,1591,27,0,0,0,0,<NA>,0
Forecasting,single_score,1592,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1592,27,0.002305475504322696,0.0098694143193123751,0.019396499842544657,-0.0023054755043227515,-0.30769230769230771,0.052980132450331126
Forecasting,xgboost,1592,27,0,0,0,0,0,0
Forecasting,single_score,1593,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1593,27,0.0024691358024691024,0.010963122090941635,0.023095116992175369,-0.0024691358024691024,-0.38461538461538458,0.068421052631578938
Forecasting,xgboost,1593,27,0,0,0,0,0,0
Forecasting,single_score,1594,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1594,27,0.0078740157480315931,0.032282094913972381,0.053908547980509869,-0.0078740157480314821,-0.33333333333333337,0.1744186046511628
Forecasting,xgboost,1594,27,0,0,0,0,0,0
Forecasting,single_score,1595,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1595,27,0.0054347826086956763,0.023626997954700385,0.041785781822857415,-0.0054347826086956763,-0.33333333333333337,0.12790697674418605
Forecasting,xgboost,1595,27,0,0,0,0,0,0
Forecasting,single_score,1596,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1596,27,-0.0036363636363636598,0.0091595311006650859,0.021816227484801609,0.0036363636363636043,-0.5161290322580645,0.071856287425149698
Forecasting,xgboost,1596,27,0,0,0,0,0,0
Forecasting,single_score,1597,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1597,27,0.0033519553072626218,0.01215568251377272,0.023620583182690891,-0.0033519553072625663,-0.29411764705882348,0.065088757396449703
Forecasting,xgboost,1597,27,0,0,0,0,0,0
Forecasting,single_score,1598,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1598,27,0.013610888710968716,0.056007538150395275,0.072310398442069601,-0.013610888710968772,<NA>,0.23423423423423423
Forecasting,xgboost,1598,27,0,0,0,0,<NA>,0
Forecasting,single_score,1599,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1599,27,-0.0023640661938534313,0.0093459818869654487,0.018382288227873633,0.0023640661938534313,-0.5714285714285714,0.056818181818181809
Forecasting,xgboost,1599,27,0,0,0,0,0,0
Forecasting,single_score,1600,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1600,27,0.0092905405405405705,0.027883659439449981,0.050469130792218403,-0.0092905405405405705,-0.37254901960784315,0.16393442622950818
Forecasting,xgboost,1600,27,0,0,0,0,0,0
Forecasting,single_score,1601,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1601,27,-0.003866976024748725,0.0048586279962918866,0.0091503136956963549,0.0038669760247486695,<NA>,0.027777777777777776
Forecasting,xgboost,1601,27,0,0,0,0,<NA>,0
Forecasting,single_score,1602,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1602,27,0.0023068050749711633,0.074329933586337771,0.079665108274265262,-0.0023068050749711633,<NA>,0.3125
Forecasting,xgboost,1602,27,0,0,0,0,<NA>,0
Forecasting,single_score,1603,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1603,27,-0.0012345679012345512,-0.00049407114624505644,-0.00020488446717956132,0.0012345679012345512,<NA>,0
Forecasting,xgboost,1603,27,0,0,0,0,<NA>,0
Forecasting,single_score,1604,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1604,27,0,0.0058326377295492282,0.0094617826270506911,0,<NA>,0.025000000000000001
Forecasting,xgboost,1604,27,0,0,0,0,<NA>,0
Forecasting,single_score,1605,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1605,27,0.001890359168241984,0.018310986591955181,0.027873712422769537,-0.001890359168241984,<NA>,0.078947368421052627
Forecasting,xgboost,1605,27,0,0,0,0,<NA>,0
Forecasting,single_score,1606,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1606,27,-0.00087489063867018935,0.042465230664857578,0.053180786311207456,0.00087489063867018935,<NA>,0.1875
Forecasting,xgboost,1606,27,0,0,0,0,<NA>,0
Forecasting,single_score,1607,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1607,27,0.00081967213114753079,0.072252747252747274,0.076262667883939594,-0.00081967213114753079,<NA>,0.29999999999999999
Forecasting,xgboost,1607,27,0,0,0,0,<NA>,0
Forecasting,single_score,1608,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1608,27,0.0040106951871657914,0.024059718633362009,0.042565732034840653,-0.0040106951871657359,-0.40000000000000002,0.13580246913580246
Forecasting,xgboost,1608,27,0,0,0,0,0,0
Forecasting,single_score,1609,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1609,27,-0.0016891891891891442,-0.00067264573991032695,-0.00028575303439834498,0.0016891891891891997,<NA>,0
Forecasting,xgboost,1609,27,0,0,0,0,<NA>,0
Forecasting,single_score,1610,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1610,27,-0.0014847809948032031,0.017596801808260315,0.03272505937173531,0.0014847809948032586,-0.5,0.1079136690647482
Forecasting,xgboost,1610,27,0,0,0,0,0,0
Forecasting,single_score,1611,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1611,27,0.0058252427184466438,0.017637004824646862,0.0370111140288851,-0.0058252427184465883,-0.4042553191489362,0.11737089201877936
Forecasting,xgboost,1611,27,0,0,0,0,0,0
Forecasting,single_score,1612,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1612,27,0.0052137643378519227,0.039112349072347119,0.052911636700741643,-0.0052137643378519227,<NA>,0.16393442622950818
Forecasting,xgboost,1612,27,0,0,0,0,<NA>,0
Forecasting,single_score,1613,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1613,27,-0.0040053404539386328,0.018649744403313934,0.032835266862312945,0.0040053404539385773,-0.55555555555555558,0.11475409836065574
Forecasting,xgboost,1613,27,0,0,0,0,0,0
Forecasting,single_score,1614,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1614,27,0.0037002775208141436,0.020944870996749021,0.03952672948529759,-0.0037002775208140326,-0.42105263157894735,0.12658227848101264
Forecasting,xgboost,1614,27,0,0,0,0,0,0
Forecasting,single_score,1615,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1615,27,0.0023999999999999577,0.015292067508534096,0.030191859867772147,-0.0024000000000000132,-0.41379310344827591,0.09202453987730061
Forecasting,xgboost,1615,27,0,0,0,0,0,0
Forecasting,single_score,1616,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1616,27,0.0044477390659748428,0.021335095836087253,0.039390382106219868,-0.0044477390659748428,-0.39473684210526316,0.12352941176470587
Forecasting,xgboost,1616,27,0,0,0,0,0,0
Forecasting,single_score,1617,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1617,27,-0.0046838407494145251,0.022843556388742858,0.040107637137894336,0.0046838407494144696,-0.55172413793103448,0.14457831325301204
Forecasting,xgboost,1617,27,0,0,0,0,0,0
Forecasting,single_score,1618,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1618,27,-0.0018529956763434496,0.012103539759554444,0.02229164569567163,0.0018529956763434496,-0.5625,0.069767441860465129
Forecasting,xgboost,1618,27,0,0,0,0,0,0
Forecasting,single_score,1619,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1619,27,0.0020470829068577334,0.016473202313910307,0.031408667077827884,-0.0020470829068577334,-0.42105263157894735,0.095238095238095233
Forecasting,xgboost,1619,27,0,0,0,0,0,0
Forecasting,single_score,1620,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1620,27,0.0076045627376425395,0.031998749341758781,0.045875350140056059,-0.007604562737642595,<NA>,0.13194444444444445
Forecasting,xgboost,1620,27,0,0,0,0,<NA>,0
Forecasting,single_score,1621,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1621,27,-0.0036900369003689537,0.057142857142857106,0.060176124164223299,0.0036900369003690092,<NA>,0.25
Forecasting,xgboost,1621,27,0,0,0,0,<NA>,0
Forecasting,single_score,1622,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1622,27,0.0040444893832154438,0.032335404506370402,0.053164115979260851,-0.0040444893832153883,-0.41935483870967738,0.18085106382978725
Forecasting,xgboost,1622,27,0,0,0,0,0,0
Forecasting,single_score,1623,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1623,27,0.0041841004184099972,0.027885304659498233,0.047614529120314775,-0.0041841004184100528,-0.40000000000000002,0.15555555555555556
Forecasting,xgboost,1623,27,0,0,0,0,0,0
Forecasting,single_score,1624,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1624,27,0.0038387715930903177,0.029913419913419892,0.042536526798045815,-0.0038387715930902067,<NA>,0.12727272727272726
Forecasting,xgboost,1624,27,0,0,0,0,<NA>,0
Forecasting,single_score,1625,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1625,27,-0.00952380952380949,0.011329730338343724,0.016399641185971203,0.00952380952380949,<NA>,0.064516129032258063
Forecasting,xgboost,1625,27,0,0,0,0,<NA>,0
Forecasting,single_score,1626,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1626,27,-0.014248704663212486,0.0058224626153356718,0.018301548840888304,0.01424870466321243,-0.65517241379310343,0.071428571428571425
Forecasting,xgboost,1626,27,0,0,0,0,0,0
Forecasting,single_score,1627,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1627,27,0.0033361134278565574,0.03167388167388166,0.052490711321512229,-0.0033361134278565574,-0.43243243243243246,0.17857142857142858
Forecasting,xgboost,1627,27,0,0,0,0,0,0
Forecasting,single_score,1628,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1628,27,0.009109311740890691,0.068185776487663274,0.081822993855115822,-0.009109311740890691,<NA>,0.28000000000000003
Forecasting,xgboost,1628,27,0,0,0,0,<NA>,0
Forecasting,single_score,1629,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1629,27,-0.0089047195013357561,0.0040114993365767404,0.012292110198351386,0.0089047195013357006,-0.66666666666666674,0.044117647058823525
Forecasting,xgboost,1629,27,0,0,0,0,0,0
Forecasting,single_score,1630,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1630,27,-0.0015251652262328053,0.0068711075006769595,0.014279569636245132,0.0015251652262328608,-0.5625,0.041666666666666671
Forecasting,xgboost,1630,27,0,0,0,0,0,0
Forecasting,single_score,1631,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1631,27,0.0089514066496163558,0.02796412713764454,0.048759074009681436,-0.0089514066496164113,-0.30000000000000004,0.15116279069767444
Forecasting,xgboost,1631,27,0,0,0,0,0,0
Forecasting,single_score,1632,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1632,27,0.0076452599388379117,0.017526183216226954,0.034683830438236724,-0.0076452599388379117,-0.33333333333333337,0.10526315789473684
Forecasting,xgboost,1632,27,0,0,0,0,0,0
Forecasting,single_score,1633,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1633,27,0.0010526315789474161,0.028258757643293886,0.039733010831565496,-0.0010526315789473606,<NA>,0.12280701754385964
Forecasting,xgboost,1633,27,0,0,0,0,<NA>,0
Forecasting,single_score,1634,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1634,27,0.00084961767204760896,0.034885620915032667,0.046446414980151174,-0.00084961767204755345,<NA>,0.14999999999999999
Forecasting,xgboost,1634,27,0,0,0,0,<NA>,0
Forecasting,single_score,1635,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1635,27,0.010899182561307952,0.09339080459770116,0.10326978276735771,-0.010899182561307896,<NA>,0.37931034482758619
Forecasting,xgboost,1635,27,0,0,0,0,<NA>,0
Forecasting,single_score,1636,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1636,27,0.015018773466833557,0.032536803925752089,0.056423458324085102,-0.015018773466833557,-0.2592592592592593,0.1743119266055046
Forecasting,xgboost,1636,27,0,0,0,0,0,0
Forecasting,single_score,1637,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1637,27,-0.00097943192948091173,0.043672443303380382,0.054195549009981969,0.00097943192948091173,<NA>,0.19298245614035087
Forecasting,xgboost,1637,27,0,0,0,0,<NA>,0
Forecasting,single_score,1638,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1638,27,0.0088105726872247381,0.022209978573614952,0.04115794133111253,-0.0088105726872246826,-0.3214285714285714,0.12592592592592594
Forecasting,xgboost,1638,27,0,0,0,0,0,0
Forecasting,single_score,1639,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1639,27,0.0055172413793104225,0.016478531037003558,0.032460670060821761,-0.0055172413793103114,-0.34999999999999998,0.0990990990990991
Forecasting,xgboost,1639,27,0,0,0,0,0,0
Forecasting,single_score,1640,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1640,27,0.0026478375992939895,0.013346734309690161,0.028039310246651628,-0.002647837599293934,-0.40625,0.086021505376344093
Forecasting,xgboost,1640,27,0,0,0,0,0,0
Forecasting,single_score,1641,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1641,27,0.0061565523306947867,0.02327618617941199,0.042226133440069924,-0.0061565523306947867,-0.3571428571428571,0.12878787878787878
Forecasting,xgboost,1641,27,0,0,0,0,0,0
Forecasting,single_score,1642,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1642,27,-0.0032195750160978198,0.0079483411266978443,0.018391641500427658,0.0032195750160978753,-0.52941176470588236,0.057777777777777775
Forecasting,xgboost,1642,27,0,0,0,0,0,0
Forecasting,single_score,1643,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1643,27,0.0021208907741251393,0.010037282611122217,0.025609139398985681,-0.0021208907741251393,-0.42500000000000004,0.080168776371308009
Forecasting,xgboost,1643,27,0,0,0,0,0,0
Forecasting,single_score,1644,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1644,27,-0.0021691973969630851,0.030852650625978084,0.042062826096251282,0.0021691973969630851,<NA>,0.140625
Forecasting,xgboost,1644,27,0,0,0,0,<NA>,0
Forecasting,single_score,1645,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1645,27,0.0067567567567566877,0.020991586378957983,0.038641413103277206,-0.0067567567567567988,-0.30000000000000004,0.11403508771929824
Forecasting,xgboost,1645,27,0,0,0,0,0,0
Forecasting,single_score,1646,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1646,27,0.0051387461459403427,0.041893037413786471,0.056402930695388126,-0.0051387461459403982,<NA>,0.17073170731707318
Forecasting,xgboost,1646,27,0,0,0,0,<NA>,0
Forecasting,single_score,1647,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1647,27,0.0010405827263267886,0.032493673798021649,0.044595250069696668,-0.0010405827263267886,<NA>,0.14285714285714285
Forecasting,xgboost,1647,27,0,0,0,0,<NA>,0
Forecasting,single_score,1648,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1648,27,0.0014556040756914523,0.016172680412371132,0.03030030776949405,-0.0014556040756913968,-0.41666666666666663,0.09375
Forecasting,xgboost,1648,27,0,0,0,0,0,0
Forecasting,single_score,1649,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1649,27,0.009121061359867344,0.028790681740322038,0.050527675507889724,-0.009121061359867344,-0.32352941176470584,0.15714285714285714
Forecasting,xgboost,1649,27,0,0,0,0,0,0
Forecasting,single_score,1650,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1650,27,0.0069686411149825211,0.021111111111111081,0.04181317917331942,-0.0069686411149826322,-0.40000000000000002,0.13333333333333333
Forecasting,xgboost,1650,27,0,0,0,0,0,0
Forecasting,single_score,1651,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1651,27,0.0014184397163120588,0.013281428898557379,0.028070233030801833,-0.0014184397163120588,-0.44117647058823528,0.090909090909090912
Forecasting,xgboost,1651,27,0,0,0,0,0,0
Forecasting,single_score,1652,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1652,27,-0.004550625711035261,0.012874059382838476,0.02377923238144089,0.0045506257110353165,-0.59999999999999998,0.080645161290322578
Forecasting,xgboost,1652,27,0,0,0,0,0,0
Forecasting,single_score,1653,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1653,27,0,0.0078726453726453149,0.01585590967091019,0,-0.45454545454545459,0.04504504504504505
Forecasting,xgboost,1653,27,0,0,0,0,0,0
Forecasting,single_score,1654,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1654,27,0.0031562335612834724,0.013420385852700362,0.025713684368843664,-0.0031562335612835279,-0.31578947368421051,0.071856287425149698
Forecasting,xgboost,1654,27,0,0,0,0,0,0
Forecasting,single_score,1655,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1655,27,0.0071033938437253807,0.020677451645193579,0.039107746624933576,-0.0071033938437253252,-0.35135135135135132,0.11891891891891893
Forecasting,xgboost,1655,27,0,0,0,0,0,0
Forecasting,single_score,1656,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1656,27,0.0060901339829476653,0.022195860676426038,0.042187747287465716,-0.0060901339829476098,-0.40000000000000002,0.1357142857142857
Forecasting,xgboost,1656,27,0,0,0,0,0,0
Forecasting,single_score,1657,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1657,27,0.0017152658662092923,0.013228438228438222,0.020965791095838543,-0.0017152658662092368,-0.375,0.060606060606060608
Forecasting,xgboost,1657,27,0,0,0,0,0,0
Forecasting,single_score,1658,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1658,27,0.0013029315960911836,0.02444542072711503,0.035165324434824591,-0.0013029315960911836,<NA>,0.10465116279069768
Forecasting,xgboost,1658,27,0,0,0,0,<NA>,0
Forecasting,single_score,1659,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1659,27,0.0065851364063970186,0.020525811310420361,0.037668512917900271,-0.0065851364063970186,-0.27777777777777779,0.11009174311926606
Forecasting,xgboost,1659,27,0,0,0,0,0,0
Forecasting,single_score,1660,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1660,27,0.0010799136069115089,0.041537467700258401,0.05298704358068318,-0.0010799136069114534,<NA>,0.17777777777777778
Forecasting,xgboost,1660,27,0,0,0,0,<NA>,0
Forecasting,single_score,1661,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1661,27,-0.0012269938650306678,0.013379127206709196,0.025807728203605218,0.0012269938650306678,-0.52000000000000002,0.079136690647482022
Forecasting,xgboost,1661,27,0,0,0,0,0,0
