task,method,bootstrap_id,sampled_country_count,accuracy_delta,balanced_accuracy_delta,macro_f1_delta,ordinal_mae_delta,phase4_precision_delta,phase4_recall_delta
Forecasting,single_score,1017,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1017,27,0.0014992503748125774,0.0094156754375425422,0.018593759146335903,-0.0014992503748126329,-0.36363636363636365,0.051724137931034489
Forecasting,xgboost,1017,27,0,0,0,0,0,0
Forecasting,single_score,1018,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1018,27,-0.0019417475728155109,0.0064567608931678233,0.014277447061041199,0.0019417475728155664,-0.52631578947368429,0.042944785276073622
Forecasting,xgboost,1018,27,0,0,0,0,0,0
Forecasting,single_score,1019,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1019,27,0,0.007518548585021434,0.015980912825721116,0,-0.44999999999999996,0.045918367346938778
Forecasting,xgboost,1019,27,0,0,0,0,0,0
Forecasting,single_score,1020,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1020,27,0,0.10718954248366014,0.093488628234902171,0,<NA>,0.44444444444444442
Forecasting,xgboost,1020,27,0,0,0,0,<NA>,0
Forecasting,single_score,1021,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1021,27,-0.0041841004184099972,0.023726696994023688,0.031713496383945633,0.0041841004184100528,<NA>,0.10810810810810811
Forecasting,xgboost,1021,27,0,0,0,0,<NA>,0
Forecasting,single_score,1022,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1022,27,0.0064446831364124435,0.032825040128410921,0.054143769449343654,-0.0064446831364124435,-0.35999999999999999,0.17857142857142855
Forecasting,xgboost,1022,27,0,0,0,0,0,0
Forecasting,single_score,1023,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1023,27,0.0072239422084623417,0.058928571428571386,0.072102925336328894,-0.0072239422084623417,<NA>,0.25
Forecasting,xgboost,1023,27,0,0,0,0,<NA>,0
Forecasting,single_score,1024,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1024,27,0.0072463768115942351,0.08111308466548256,0.090224386951273966,-0.0072463768115941796,<NA>,0.33333333333333331
Forecasting,xgboost,1024,27,0,0,0,0,<NA>,0
Forecasting,single_score,1025,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1025,27,0.0019970044932601239,0.010599078341013868,0.021168618925571314,-0.0019970044932601239,-0.375,0.059907834101382493
Forecasting,xgboost,1025,27,0,0,0,0,0,0
Forecasting,single_score,1026,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1026,27,0.0028625954198472359,0.038065895372233427,0.050695489343376643,-0.0028625954198473469,<NA>,0.16071428571428573
Forecasting,xgboost,1026,27,0,0,0,0,<NA>,0
Forecasting,single_score,1027,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1027,27,0,0.014793102266104419,0.02236194560177851,0,<NA>,0.063492063492063489
Forecasting,xgboost,1027,27,0,0,0,0,<NA>,0
Forecasting,single_score,1028,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1028,27,0.0018975332068310591,0.018614112684993356,0.034849970886266401,-0.0018975332068311146,-0.4375,0.1069182389937107
Forecasting,xgboost,1028,27,0,0,0,0,0,0
Forecasting,single_score,1029,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1029,27,0.016276703967446626,0.034902926973489706,0.0604242606263862,-0.016276703967446571,-0.29268292682926833,0.19178082191780821
Forecasting,xgboost,1029,27,0,0,0,0,0,0
Forecasting,single_score,1030,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1030,27,-0.0010471204188481353,0.0058006535947712767,0.012186200891268067,0.0010471204188481353,-0.53846153846153844,0.034722222222222224
Forecasting,xgboost,1030,27,0,0,0,0,0,0
Forecasting,single_score,1031,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1031,27,0.0046565774155995499,0.018450154162384408,0.036532925131007671,-0.0046565774155995499,-0.40000000000000002,0.11510791366906475
Forecasting,xgboost,1031,27,0,0,0,0,0,0
Forecasting,single_score,1032,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1032,27,0.01120238984316646,0.024123314065510576,0.044453983008609893,-0.011202389843166571,-0.28205128205128205,0.13333333333333333
Forecasting,xgboost,1032,27,0,0,0,0,0,0
Forecasting,single_score,1033,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1033,27,-0.0057803468208091902,0.069347319347319358,0.067827765653852595,0.0057803468208092457,<NA>,0.30769230769230771
Forecasting,xgboost,1033,27,0,0,0,0,<NA>,0
Forecasting,single_score,1034,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1034,27,0.003424657534246478,0.082010582010581978,0.08905346520149296,-0.003424657534246589,<NA>,0.33333333333333331
Forecasting,xgboost,1034,27,0,0,0,0,<NA>,0
Forecasting,single_score,1035,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1035,27,0.0049443757725586845,0.021549793460409195,0.03435397439352772,-0.0049443757725586845,-0.3928571428571429,0.10563380281690141
Forecasting,xgboost,1035,27,0,0,0,0,0,0
Forecasting,single_score,1036,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1036,27,0.0014534883720930258,0.0125900004793634,0.024128072811210238,-0.0014534883720930258,-0.40000000000000002,0.069565217391304349
Forecasting,xgboost,1036,27,0,0,0,0,0,0
Forecasting,single_score,1037,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1037,27,0.0056617126680821306,0.014417645130815337,0.028840441113469312,-0.0056617126680821306,-0.33333333333333337,0.084070796460176983
Forecasting,xgboost,1037,27,0,0,0,0,0,0
Forecasting,single_score,1038,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1038,27,0.0063739376770538536,0.028067937542815252,0.048742645094894427,-0.0063739376770538536,-0.3529411764705882,0.15328467153284672
Forecasting,xgboost,1038,27,0,0,0,0,0,0
Forecasting,single_score,1039,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1039,27,-0.0027472527472528485,0.013097062971365508,0.028869953290170031,0.0027472527472527375,-0.5,0.095744680851063829
Forecasting,xgboost,1039,27,0,0,0,0,0,0
Forecasting,single_score,1040,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1040,27,0.0065359477124182774,0.072461685823754785,0.081552035074407947,-0.0065359477124183329,<NA>,0.31666666666666665
Forecasting,xgboost,1040,27,0,0,0,0,<NA>,0
Forecasting,single_score,1041,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1041,27,0.0088888888888889461,0.072520449897750472,0.082821433691676438,-0.0088888888888888906,<NA>,0.31666666666666665
Forecasting,xgboost,1041,27,0,0,0,0,<NA>,0
Forecasting,single_score,1042,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1042,27,0.0065693430656933449,0.022521656953850971,0.040879522727107931,-0.0065693430656934004,-0.30769230769230771,0.12142857142857141
Forecasting,xgboost,1042,27,0,0,0,0,0,0
Forecasting,single_score,1043,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1043,27,-0.0005927682276229973,0.0035667810643706666,0.0078045352165810045,0.0005927682276229973,-0.5,0.021582733812949641
Forecasting,xgboost,1043,27,0,0,0,0,0,0
Forecasting,single_score,1044,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1044,27,0,0.0072027439024390238,0.011662044977943514,0,<NA>,0.03125
Forecasting,xgboost,1044,27,0,0,0,0,<NA>,0
Forecasting,single_score,1045,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1045,27,-0.00065189048239899794,0.023460531981847665,0.033546203755759813,0.00065189048239894243,<NA>,0.10344827586206896
Forecasting,xgboost,1045,27,0,0,0,0,<NA>,0
Forecasting,single_score,1046,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1046,27,0.0048859934853420217,0.023111132831590248,0.0421821907250155,-0.0048859934853420217,-0.39473684210526316,0.13461538461538461
Forecasting,xgboost,1046,27,0,0,0,0,0,0
Forecasting,single_score,1047,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1047,27,0.0023382696804364889,0.040596520298260164,0.053317709277229536,-0.0023382696804364889,<NA>,0.17647058823529413
Forecasting,xgboost,1047,27,0,0,0,0,<NA>,0
Forecasting,single_score,1048,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1048,27,-0.0016025641025640969,0.012158643018018001,0.022660784063754019,0.0016025641025640969,-0.47368421052631582,0.072072072072072071
Forecasting,xgboost,1048,27,0,0,0,0,0,0
Forecasting,single_score,1049,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1049,27,0.0049469964664310417,0.01572950377562024,0.031275868158213177,-0.0049469964664310973,-0.36842105263157898,0.09375
Forecasting,xgboost,1049,27,0,0,0,0,0,0
Forecasting,single_score,1050,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1050,27,0.0041407867494824835,0.024210864185017222,0.043195252508230475,-0.0041407867494823725,-0.39534883720930236,0.13440860215053763
Forecasting,xgboost,1050,27,0,0,0,0,0,0
Forecasting,single_score,1051,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1051,27,0.0030864197530864335,0.011472716778404307,0.023271861459254833,-0.0030864197530863779,-0.3571428571428571,0.06726457399103139
Forecasting,xgboost,1051,27,0,0,0,0,0,0
Forecasting,single_score,1052,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1052,27,0.0080000000000000071,0.019864985823952436,0.037860987378334848,-0.0080000000000000071,-0.32499999999999996,0.11210762331838565
Forecasting,xgboost,1052,27,0,0,0,0,0,0
Forecasting,single_score,1053,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1053,27,-0.016286644951140072,0.0034684605975887073,0.011608352344366385,0.016286644951140072,-0.76470588235294112,0.050847457627118647
Forecasting,xgboost,1053,27,0,0,0,0,0,0
Forecasting,single_score,1054,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1054,27,0.0012812299807815064,0.0066409277702218772,0.013447346440297381,-0.0012812299807815619,-0.33333333333333337,0.036231884057971016
Forecasting,xgboost,1054,27,0,0,0,0,0,0
Forecasting,single_score,1055,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1055,27,0.0053050397877983935,0.074708293913591961,0.082964991085526185,-0.0053050397877983935,<NA>,0.31428571428571428
Forecasting,xgboost,1055,27,0,0,0,0,<NA>,0
Forecasting,single_score,1056,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1056,27,0.012195121951219523,0.035894689516555556,0.051540103276449922,-0.012195121951219523,-0.33333333333333337,0.16304347826086957
Forecasting,xgboost,1056,27,0,0,0,0,0,0
Forecasting,single_score,1057,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1057,27,0.00092165898617513342,0.035429233274466232,0.047072556172025881,-0.00092165898617513342,<NA>,0.15254237288135594
Forecasting,xgboost,1057,27,0,0,0,0,<NA>,0
Forecasting,single_score,1058,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1058,27,0.0025553662691653045,0.018655973027508876,0.033832385706647428,-0.002555366269165249,-0.38888888888888884,0.10204081632653061
Forecasting,xgboost,1058,27,0,0,0,0,0,0
Forecasting,single_score,1059,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1059,27,0.0034602076124566894,0.031641987395215121,0.044446244037286559,-0.0034602076124567449,<NA>,0.13559322033898305
Forecasting,xgboost,1059,27,0,0,0,0,<NA>,0
Forecasting,single_score,1060,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1060,27,0.00054614964500276919,0.01388428381962864,0.021581235640814572,-0.00054614964500276919,<NA>,0.060344827586206899
Forecasting,xgboost,1060,27,0,0,0,0,<NA>,0
Forecasting,single_score,1061,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1061,27,-0.00097370983446931625,0.011315963404877033,0.022199490839089397,0.00097370983446937176,-0.5,0.06741573033707865
Forecasting,xgboost,1061,27,0,0,0,0,0,0
Forecasting,single_score,1062,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1062,27,-0.00045913682277320955,0.013986013986013957,0.021892910735888782,0.00045913682277320955,<NA>,0.062937062937062943
Forecasting,xgboost,1062,27,0,0,0,0,<NA>,0
Forecasting,single_score,1063,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1063,27,0.0046242774566473965,0.02649089035369151,0.046437733817012883,-0.0046242774566473965,-0.40000000000000002,0.15053763440860216
Forecasting,xgboost,1063,27,0,0,0,0,0,0
Forecasting,single_score,1064,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1064,27,0.0071813285457810183,0.021072261072261067,0.03938421249517865,-0.0071813285457809628,-0.33333333333333337,0.11818181818181817
Forecasting,xgboost,1064,27,0,0,0,0,0,0
Forecasting,single_score,1065,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1065,27,0.003568242640499486,0.092327586206896572,0.093600992205333799,-0.0035682426404995415,<NA>,0.37931034482758619
Forecasting,xgboost,1065,27,0,0,0,0,<NA>,0
Forecasting,single_score,1066,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1066,27,-0.0059171597633136397,-0.0021321961620469621,-0.00087992295605454629,0.0059171597633135842,<NA>,0
Forecasting,xgboost,1066,27,0,0,0,0,<NA>,0
Forecasting,single_score,1067,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1067,27,0.0035997120230381041,0.012326888373292044,0.025634172856186827,-0.0035997120230381596,-0.375,0.075555555555555556
Forecasting,xgboost,1067,27,0,0,0,0,0,0
Forecasting,single_score,1068,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1068,27,0.010189228529839944,0.050369082613082983,0.066397960291724872,-0.010189228529839889,<NA>,0.20652173913043478
Forecasting,xgboost,1068,27,0,0,0,0,<NA>,0
Forecasting,single_score,1069,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1069,27,0,0.020609075293444024,0.036233182383143575,0,-0.48148148148148151,0.11607142857142858
Forecasting,xgboost,1069,27,0,0,0,0,0,0
Forecasting,single_score,1070,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1070,27,-0.0011013215859031478,0.01347646629184851,0.027346599706104452,0.0011013215859030923,-0.47826086956521741,0.088495575221238937
Forecasting,xgboost,1070,27,0,0,0,0,0,0
Forecasting,single_score,1071,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1071,27,0.018181818181818188,0.028263424060163439,0.052678678375009919,-0.018181818181818188,-0.30303030303030298,0.16412213740458015
Forecasting,xgboost,1071,27,0,0,0,0,0,0
Forecasting,single_score,1072,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1072,27,0.00068306010928953498,0.0080820105820105792,0.01603393777306425,-0.000683060109289646,-0.40000000000000002,0.044642857142857137
Forecasting,xgboost,1072,27,0,0,0,0,0,0
Forecasting,single_score,1073,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1073,27,-0.0079365079365079083,0.057432432432432401,0.048421181130130497,0.0079365079365079638,<NA>,0.25
Forecasting,xgboost,1073,27,0,0,0,0,<NA>,0
Forecasting,single_score,1074,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1074,27,0.01097560975609746,0.02930464947229916,0.05167515352184876,-0.010975609756097571,-0.27906976744186052,0.15706806282722513
Forecasting,xgboost,1074,27,0,0,0,0,0,0
Forecasting,single_score,1075,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1075,27,-0.0020174848688634395,0.0072082819141642551,0.01596514123307749,0.0020174848688634395,-0.52380952380952384,0.048484848484848485
Forecasting,xgboost,1075,27,0,0,0,0,0,0
Forecasting,single_score,1076,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1076,27,-0.0005724098454492621,0.0074518664971990611,0.015937934109549384,0.00057240984544937312,-0.47619047619047616,0.046391752577319589
Forecasting,xgboost,1076,27,0,0,0,0,0,0
Forecasting,single_score,1077,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1077,27,0.0035641547861506861,0.015178440836624285,0.028755363481285906,-0.0035641547861507417,-0.31818181818181823,0.081395348837209308
Forecasting,xgboost,1077,27,0,0,0,0,0,0
Forecasting,single_score,1078,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1078,27,0.013215859030836996,0.064338112145776116,0.079019348871952055,-0.013215859030836996,<NA>,0.2711864406779661
Forecasting,xgboost,1078,27,0,0,0,0,<NA>,0
Forecasting,single_score,1079,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1079,27,0.013173652694610793,0.035611712795828337,0.059714191896192981,-0.013173652694610793,-0.25,0.18888888888888891
Forecasting,xgboost,1079,27,0,0,0,0,0,0
Forecasting,single_score,1080,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1080,27,0.0029239766081871066,0.018392857142857127,0.033741853581847558,-0.0029239766081871621,-0.375,0.099999999999999992
Forecasting,xgboost,1080,27,0,0,0,0,0,0
Forecasting,single_score,1081,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1081,27,0.00058309037900883265,0.0086411411411411176,0.017327077612939418,-0.00058309037900872163,-0.4285714285714286,0.048611111111111105
Forecasting,xgboost,1081,27,0,0,0,0,0,0
Forecasting,single_score,1082,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1082,27,0.0014388489208633226,0.024214015641995101,0.035132690142285178,-0.0014388489208633226,<NA>,0.10465116279069768
Forecasting,xgboost,1082,27,0,0,0,0,<NA>,0
Forecasting,single_score,1083,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1083,27,0.0085518814139110555,0.026363237464597705,0.046809530873882732,-0.0085518814139110555,-0.26470588235294112,0.13953488372093023
Forecasting,xgboost,1083,27,0,0,0,0,0,0
Forecasting,single_score,1084,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1084,27,-0.00065061808718280822,0.027304328324736504,0.038078360801564376,0.00065061808718280822,<NA>,0.12087912087912088
Forecasting,xgboost,1084,27,0,0,0,0,<NA>,0
Forecasting,single_score,1085,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1085,27,0.0063775510204081565,0.015696792551012528,0.028483420584242053,-0.0063775510204081565,-0.3666666666666667,0.085561497326203217
Forecasting,xgboost,1085,27,0,0,0,0,0,0
Forecasting,single_score,1086,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1086,27,0.0071237756010685827,0.023988356680614414,0.04289964920539957,-0.0071237756010685827,-0.2857142857142857,0.12844036697247707
Forecasting,xgboost,1086,27,0,0,0,0,0,0
Forecasting,single_score,1087,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1087,27,0.0038850038850039015,0.02005717552887365,0.036435920521755594,-0.0038850038850039015,-0.34999999999999998,0.10909090909090909
Forecasting,xgboost,1087,27,0,0,0,0,0,0
Forecasting,single_score,1088,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1088,27,0.0044080604534004753,0.013665906980670217,0.026666739583822874,-0.0044080604534004753,-0.31999999999999995,0.07575757575757576
Forecasting,xgboost,1088,27,0,0,0,0,0,0
Forecasting,single_score,1089,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1089,27,0.0020066889632106566,0.029703375942313981,0.041915214029900061,-0.0020066889632107121,<NA>,0.12962962962962962
Forecasting,xgboost,1089,27,0,0,0,0,<NA>,0
Forecasting,single_score,1090,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1090,27,-0.0038216560509554132,0.011706057238956152,0.023338709224171306,0.0038216560509554132,-0.59259259259259256,0.074626865671641798
Forecasting,xgboost,1090,27,0,0,0,0,0,0
Forecasting,single_score,1091,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1091,27,0.0069264069264068917,0.022044392237476451,0.040791711006981313,-0.0069264069264069472,-0.3529411764705882,0.12578616352201258
Forecasting,xgboost,1091,27,0,0,0,0,0,0
Forecasting,single_score,1092,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1092,27,0.0057142857142857828,0.027761194029850778,0.047922968795831217,-0.0057142857142856718,-0.3529411764705882,0.14999999999999999
Forecasting,xgboost,1092,27,0,0,0,0,0,0
Forecasting,single_score,1093,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1093,27,0.016650342801175277,0.056230319388214156,0.073901233459929272,-0.016650342801175333,<NA>,0.23076923076923078
Forecasting,xgboost,1093,27,0,0,0,0,<NA>,0
Forecasting,single_score,1094,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1094,27,0.020585048754062751,0.072858836005239791,0.088598114749278034,-0.020585048754062835,<NA>,0.30434782608695654
Forecasting,xgboost,1094,27,0,0,0,0,<NA>,0
Forecasting,single_score,1095,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1095,27,0.0065075921908893664,0.019046878359646302,0.037587913919074067,-0.0065075921908893664,-0.38,0.11618257261410787
Forecasting,xgboost,1095,27,0,0,0,0,0,0
Forecasting,single_score,1096,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1096,27,-0.0037523452157598447,0.018880208333333315,0.024386284613128917,0.0037523452157598447,<NA>,0.083333333333333329
Forecasting,xgboost,1096,27,0,0,0,0,<NA>,0
Forecasting,single_score,1097,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1097,27,0.0012062726176115257,0.013081352428761239,0.025784694994737817,-0.0012062726176115812,-0.4285714285714286,0.076923076923076927
Forecasting,xgboost,1097,27,0,0,0,0,0,0
Forecasting,single_score,1098,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1098,27,0,0.0059418735272008805,0.012634828679352589,0,-0.4375,0.035532994923857864
Forecasting,xgboost,1098,27,0,0,0,0,0,0
Forecasting,single_score,1099,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1099,27,-0.004325259515570945,0.012364545707140795,0.027533731659764082,0.004325259515570945,-0.52380952380952384,0.09289617486338797
Forecasting,xgboost,1099,27,0,0,0,0,0,0
Forecasting,single_score,1100,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1100,27,0.0098039215686275272,0.067885192885192847,0.082398192349321164,-0.0098039215686274717,<NA>,0.27777777777777779
Forecasting,xgboost,1100,27,0,0,0,0,<NA>,0
Forecasting,single_score,1101,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1101,27,0.003964321110009994,0.016964532473514538,0.03199412096682544,-0.003964321110009883,-0.34482758620689657,0.092307692307692313
Forecasting,xgboost,1101,27,0,0,0,0,0,0
Forecasting,single_score,1102,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1102,27,0.0023659305993690705,0.015630431875919226,0.030418704130905361,-0.0023659305993690705,-0.41379310344827591,0.092592592592592587
Forecasting,xgboost,1102,27,0,0,0,0,0,0
Forecasting,single_score,1103,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1103,27,0.020169851380042458,0.059057887008269583,0.077304153029848111,-0.020169851380042458,<NA>,0.24210526315789474
Forecasting,xgboost,1103,27,0,0,0,0,<NA>,0
Forecasting,single_score,1104,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1104,27,-0.001322751322751281,0.0079604207523622517,0.016435351292323125,0.001322751322751281,-0.5,0.049295774647887321
Forecasting,xgboost,1104,27,0,0,0,0,0,0
Forecasting,single_score,1105,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1105,27,0.00090744101633388752,0.033856473039854174,0.045422044521075344,-0.00090744101633388752,<NA>,0.14545454545454545
Forecasting,xgboost,1105,27,0,0,0,0,<NA>,0
Forecasting,single_score,1106,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1106,27,0.0020181634712411745,0.030071475594846298,0.042009884539988496,-0.0020181634712411745,<NA>,0.12903225806451613
Forecasting,xgboost,1106,27,0,0,0,0,<NA>,0
Forecasting,single_score,1107,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1107,27,0.0018939393939394478,0.01299525248165731,0.026112395756482082,-0.0018939393939393923,-0.40909090909090906,0.07857142857142857
Forecasting,xgboost,1107,27,0,0,0,0,0,0
Forecasting,single_score,1108,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1108,27,0,0.02709986866898878,0.047567445229042188,0,-0.48275862068965514,0.16867469879518071
Forecasting,xgboost,1108,27,0,0,0,0,0,0
Forecasting,single_score,1109,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1109,27,0.0056444026340545239,0.036409883720930181,0.050416845570344926,-0.0056444026340545794,<NA>,0.14999999999999999
Forecasting,xgboost,1109,27,0,0,0,0,<NA>,0
Forecasting,single_score,1110,27,0,0,0,0,<NA>,0
Forecasting,direct_phase34_xgboost,1110,27,0.00066889632107025587,0.046877846602295548,0.058010204499268248,-0.00066889632107025587,<NA>,0.20454545454545456
Forecasting,xgboost,1110,27,0,0,0,0,<NA>,0
Forecasting,single_score,1111,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1111,27,0.0016992353440951069,0.022008067048281538,0.039456474762383065,-0.0016992353440951624,-0.44444444444444442,0.12612612612612614
Forecasting,xgboost,1111,27,0,0,0,0,0,0
Forecasting,single_score,1112,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1112,27,0.004321521175453813,0.02020964360587002,0.036981512617600576,-0.0043215211754537575,-0.36363636363636365,0.11111111111111112
Forecasting,xgboost,1112,27,0,0,0,0,0,0
Forecasting,single_score,1113,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1113,27,-0.011494252873563204,0.0042059868087265251,0.013971465416369733,0.01149425287356326,-0.66666666666666674,0.05185185185185185
Forecasting,xgboost,1113,27,0,0,0,0,0,0
Forecasting,single_score,1114,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1114,27,0.0011540680900172795,0.013368617073409805,0.026349664566340442,-0.0011540680900172795,-0.43333333333333335,0.078947368421052627
Forecasting,xgboost,1114,27,0,0,0,0,0,0
Forecasting,single_score,1115,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1115,27,0.0030007501875468634,0.010500576270130513,0.023186363199538734,-0.0030007501875468634,-0.38235294117647056,0.06910569105691057
Forecasting,xgboost,1115,27,0,0,0,0,0,0
Forecasting,single_score,1116,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1116,27,0.0020202020202019222,0.0155025320498198,0.029457933970415184,-0.0020202020202020332,-0.40909090909090906,0.086956521739130432
Forecasting,xgboost,1116,27,0,0,0,0,0,0
Forecasting,single_score,1117,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1117,27,0.003856041131105381,0.024901185770751039,0.043563972046650634,-0.003856041131105381,-0.38709677419354838,0.13636363636363638
Forecasting,xgboost,1117,27,0,0,0,0,0,0
Forecasting,single_score,1118,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1118,27,0.0055658627087198376,0.019719169719169732,0.035644187784522469,-0.0055658627087198376,-0.30000000000000004,0.10714285714285715
Forecasting,xgboost,1118,27,0,0,0,0,0,0
Forecasting,single_score,1119,27,0,0,0,0,0,0
Forecasting,direct_phase34_xgboost,1119,27,-0.0051546391752577136,0.0099637713811935313,0.021933632999388442,0.0051546391752577136,-0.54545454545454541,0.073394495412844041
Forecasting,xgboost,1119,27,0,0,0,0,0,0
Forecasting,single_score,1120,27,0,0,0,0,0,0
