task,method,model_component,feature_order,feature_name,source_columns,formula,dtype,allow_missing
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,34,fatalities_explosions_w10_m12,fatalities_explosions_w10_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,35,event_count_battles_w10,event_count_battles_w10,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,36,temperature_2m_mean_m12,temperature_2m_mean_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,37,rainfall_chirps_m12,rainfall_chirps_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,38,fatalities_violence_m12,fatalities_violence_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,39,WFP_Price_Change,WFP_Price_Change,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,40,event_count_explosions_w10,event_count_explosions_w10,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,41,gini,gini,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,42,cpi,cpi,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,43,fatalities_violence_w5_m12,fatalities_violence_w5_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,44,infra_index_s12,infra_index_s12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,45,shortwave_radiation_sum_m12,shortwave_radiation_sum_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,46,price_index_m12,price_index_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,47,fatalities_battles_w10_m12,fatalities_battles_w10_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,48,event_count_violence_w5,event_count_violence_w5,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,49,fatalities_explosions_w10,fatalities_explosions_w10,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,50,CC.PER.RNK,CC.PER.RNK,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,51,fatalities_violence_w5,fatalities_violence_w5,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,52,shortwave_radiation_sum_s12,shortwave_radiation_sum_s12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,53,fatalities_battles_w10,fatalities_battles_w10,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,54,fatalities_battles_m12,fatalities_battles_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,55,nightlight_mean_m12,nightlight_mean_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,56,fatalities_battles_w5,fatalities_battles_w5,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,57,event_count_battles_w5,event_count_battles_w5,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,58,fatalities_violence_w10,fatalities_violence_w10,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,59,fatalities_violence,fatalities_violence,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,60,infra_index,infra_index,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,61,fatalities_explosions_m12,fatalities_explosions_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,62,temperature_z_score,temperature_z_score,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,63,event_count_explosions_w10_m12,event_count_explosions_w10_m12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,64,NY.GDP.PCAP.KD,NY.GDP.PCAP.KD,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,65,fatalities_explosions_w5,fatalities_explosions_w5,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,66,precipitation_sum_s12,precipitation_sum_s12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,67,WFP_Price_Volatility,WFP_Price_Volatility,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,68,nightlight_mean_s12,nightlight_mean_s12,native predictor,float64,True
Nowcasting,direct_phase34_xgboost,direct_nowcasting_layer2_regressor,69,GOSIF_GPP_m12,GOSIF_GPP_m12,native predictor,float64,True
