task,candidate_id,fit_scope,fold_id,model_component,estimator_class,objective,target_definition,run_status,training_years,validation_year,training_rows,training_negative_count,training_positive_count,class_ratio,negative_row_weight,positive_row_weight,scale_pos_weight,sample_weight_sha256,sample_weight_sum,feature_count,feature_order_sha256,parameter_sha256,random_state,n_jobs,training_key_sha256,target_sha256,training_matrix_sha256,training_missingness_sha256,training_matrix_with_target_sha256,layer1_training_score_sha256,residual_target_sha256,validation_rows,validation_key_sha256,validation_matrix_sha256,validation_missingness_sha256,validation_score_sha256,model_path,model_sha256
Forecasting,unweighted,final_refit,final_pre2022,direct_forecasting_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_published,2017|2018|2019|2020|2021,<NA>,2530,2149,381,5.6404199475065617,1,1,1,02abb164397a570013be1b29ed9756b92cf6584e436e6031b85f9a35f925e2b9,2530,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,87791c499d42be4de75a3d369773e5a4b6f573a861c5551d8b18cf1e98a4b606,21e33530d696a96ac0c46fd418f996fc7b06bb3d73b121ad3a0f51b0b658f77c,b5d28eb7ff10c93213bae7d0f2d46a431d8f6693d5c2f70e0a7626df3c6e5cf4,1e2a424618ab4bbc4db376e2b9859b0faa7cd67bac092edf124d63750be37ca4,95847c66e7cefef50a43f7e93e26db2b7944d3ddc650414c3dddf49c1096e02e,<NA>,<NA>,1170,288059e7dad989ecfa5e634c01b6ec39282a81e22f17aa28625bad76455fe6c2,279d4ce212c369000130b1769a8a067dacd861707bda177f6cc92e16fdec26fb,5899c0735f445606dc706695b33189ed52d90898844bddf90275591495ecbf66,d3e5ed17272718d687694db647ee0d09c11fd673fce8867d4fef3c8b1921a6f4,direct_phase3_vs_phase45_rescue_unweighted_forecasting_model.json,3db434f2dd399621e0e67bc2bc311ab7c4b46cc8aba535e7ec18f2072a72a6f2
Forecasting,unweighted,oof_fold,B1,direct_forecasting_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_temporary_hash_only,2017,2018,373,279,94,2.9680851063829787,1,1,1,01edca526447f259fcf732ef29df01a2d06e9ae72b0903cd971992c54f72ff0f,373,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,9f5b0d5e642858277ab87dc05857321e2a469c9ecedbcb3beb1ea7a47d092d0c,39b89547b74bda992f58ace75e07bfd95d92eb52ddd5fde609f9e4c429430cd3,04c71b369a305d5331d7a2a79fbc7f3076ed032e044b70908cfad1f652006c54,097d35210938824a1d56579b2dbd55963ecfaba79928c857075f3a3fdb34fda1,97a1d4d26e269814c96e5054f5441d4dab8fdf69153f8085a2537b0fb0f05b08,<NA>,<NA>,776,004de5cf4128b8e31996fd2c66f3b77bc540b70b9b0220966c0999cbf3409a1a,56c463ce4ce27b11d6e1dcbed4db52d8e9c9d56629100427327f843a107d64d1,7d533764bcccfaa15e236c6490f2eabe89cb18651f305802dc61332a68fa35b8,4c080bd9f015e9aee68131edfe36a7d3121e6768227acf459bf1eaa7777113a5,<NA>,12cc4ef9b318ad596228125907ea4c503067c26c3451e96651f7a202da97d221
Forecasting,unweighted,oof_fold,B2,direct_forecasting_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_temporary_hash_only,2017|2018,2019,794,614,180,3.411111111111111,1,1,1,bce156d242cc97903143208e13407bdff94fcac9716f95d53641e18cdb7c5906,794,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,75f0a584801b08ee8d0b76042de57cd7388c3f0379fe40ef2c99c705004a967e,8291fab6b02e980c298ddeb601cb0e8a1fdbfaa0de9cab551e559fd923596ddf,6c3299db9beffa6204f7a8df239e3fb8805fa17c084ad6e8ad86fed2e79dee26,eb21428d0e0b5f7e4ec0a93cb36da155e2ebfd14eee83d493b4cdfc74f7262ca,f4914ad82c37bfb2c27bc6dbe004b8010bd85095a730a16c4e6b5e9f28fd5f4c,<NA>,<NA>,896,db1a0178da7c3ce6092a713a1ec2d0b487c2367ff63834d257b96ebf8c07ea4f,0046f0ba31e07b9096c8cdac4c356dea1d8680607acd518477ee1fd63f981440,d9e3bcfbceb7be96a5c1a4bf48a5d6e916107c092f15da9b7c42dd36babae2f5,c6954178c84bdf004b5be75c49b06aeb395b515456bcf56fb893ff623b71cce8,<NA>,420804fc66738317fcfd1b29294dfaa4fd28fb1a8b274da4459ebd029b5206db
Forecasting,unweighted,oof_fold,B3,direct_forecasting_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_temporary_hash_only,2017|2018|2019,2020,1313,1068,245,4.3591836734693876,1,1,1,180fdde6f4855b02efed4f4eb8999d0e071fe8104e9e098f0a6bdc270ef10463,1313,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,903f73d225e827d666a10462ccbedf3d5e5e82781a3ab283158c24a535dc6b27,d35c78b7ab4e93111b002faf315713c6c58240039b3cb24d54e6b09d6b4f9554,03ff77da1d8d2109c6e3ad05fcd6aaed34c2aa50bbcd7bee2e0a87e942dc1658,41c53d8ca1c1a0b0d26bff512f1cdbacf01e943bb7db20d5e2c5f5c167c257e5,2f82e8d4ece3acc7e369c491876a3a8001447055821f0404467f6f2f2068764b,<NA>,<NA>,1129,859a3d36761d42fff9d454f688f4706ea6e35329840ffadd0ba360c4e7b39bd9,a460cac7f2bc6c80a94c5efcbf2adec5ec4d9505e1e799d9f542e1278eb54001,5a6a736e8deaf5177c3e3288de2cb72d57a583e557bd47ad274a4524640ecab9,1bed045b40a085939f3123403e5768b9d042b728dd42f5ac5fd75a28c815fb02,<NA>,5c6d1d9072609771236d7352648ba5940a781495de559b7e3548cc06a2da30d4
Forecasting,unweighted,oof_fold,B4,direct_forecasting_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_temporary_hash_only,2017|2018|2019|2020,2021,1970,1637,333,4.9159159159159156,1,1,1,86dd663a4f8ff75167942fc0d1737329d7d45f57664adea0684070a6512a56a8,1970,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,747f88d5a91ce224b4311c82e437575cacc6b0b264ad113a2ba51e92f1ab4970,d09456cf892279b4ad6cfa4be349b7ae164d11369e981fdd5dc5cfc822094d74,580edc07d987479eb021660d1de0d2d9659ce326ef437e7cf520e63962cdbac7,5e5e41c2399a62b4d22ea68d76d49d7c1513d4a0f4927c098b06dce645537abd,cf63bb1d0363a81309bbc7dbcf16db1f0360c151155e3b01e51077f9f36e558f,<NA>,<NA>,959,fadd4fc5c5838a6faf03c490cc1af4f72cc1d4e9cfcec34cce1f0827fb20c370,cf755c6ad11f7e25a8cfd0721b88f3145556b2d7290d8dcaf43059c64bb50771,070edcbb78e7c6ed91b9ae8928191f86bad3a81f52e1a17bb643832609186d97,8f96330f5e1bc48cb816921977dd1ec7ac0010f7c67d4640989969a946a23756,<NA>,02eee065f69dfa8bdd66be36b156c9b3b12db70fa83677d338acb4ed98d9a7ad
Nowcasting,full_balance,final_refit,final_pre2022,direct_nowcasting_layer1_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_published,2017|2018|2019|2020|2021,<NA>,2530,2149,381,5.6404199475065617,1,5.6404199475065617,1,12fe8ad60a916f9d99bc8d2adc4b2ffd6a1dfdf38b76200ce8ca072ccad9fee3,4298,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,87791c499d42be4de75a3d369773e5a4b6f573a861c5551d8b18cf1e98a4b606,21e33530d696a96ac0c46fd418f996fc7b06bb3d73b121ad3a0f51b0b658f77c,b5d28eb7ff10c93213bae7d0f2d46a431d8f6693d5c2f70e0a7626df3c6e5cf4,1e2a424618ab4bbc4db376e2b9859b0faa7cd67bac092edf124d63750be37ca4,95847c66e7cefef50a43f7e93e26db2b7944d3ddc650414c3dddf49c1096e02e,b97b5d4df05e38586d520682272010adb837afb06b96a142a3f39f59544b7e92,<NA>,1170,288059e7dad989ecfa5e634c01b6ec39282a81e22f17aa28625bad76455fe6c2,279d4ce212c369000130b1769a8a067dacd861707bda177f6cc92e16fdec26fb,5899c0735f445606dc706695b33189ed52d90898844bddf90275591495ecbf66,17b00472aaf33f6fbee40ae2b66f0efb0ff96f81b88650b3a74f7bccc2fb22bf,direct_phase3_vs_phase45_rescue_full_balance_nowcasting_layer1_model.json,58a45feca66f2e1f6afe761bf8cd1b79ac6a9b3d3e72c3a397fec40027e503b6
Nowcasting,full_balance,final_refit,final_pre2022,direct_nowcasting_layer2_regressor,XGBRegressor,reg:squarederror,severe_rescue_target - direct Nowcasting Layer-1 training score,fitted_published,2017|2018|2019|2020|2021,<NA>,2530,2149,381,5.6404199475065617,1,5.6404199475065617,1,12fe8ad60a916f9d99bc8d2adc4b2ffd6a1dfdf38b76200ce8ca072ccad9fee3,4298,69,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f,9caf83fbff24fef021ef99b9b5c201d8f8bc607a5e9d092134306a802a444d8d,0,1,87791c499d42be4de75a3d369773e5a4b6f573a861c5551d8b18cf1e98a4b606,42d476d010118d6933f01cadc1925301d645ef5dbad970204f1b3f1d093c2f18,37380765925abf5da88fa8e8d354a36156a9e42db08f674d5fda537d2f921e88,a8fa847ec0e0c896e7d128c47efad20e32a6286780af81cfcb3229021b863296,565687d606701582411db091bc5bb3c24dff535e4e0f015e2013925b0765ba92,b97b5d4df05e38586d520682272010adb837afb06b96a142a3f39f59544b7e92,58eb16bb267cb072c6cbf93bdae95b32200ac0d953499ea9d6234ef5be65ca68,1170,288059e7dad989ecfa5e634c01b6ec39282a81e22f17aa28625bad76455fe6c2,468610b047edad1b569d9a5624e763de55af361f83a7dcd2c78003bfd90a298a,22c2dd3a3b7e85dfd712bf744761ed69c3fd47102a809d592d037717d3ee26c0,e9cb7b1067dc64b39a97f7ee8d8fae1aaa281edcccbd06649589499442db75d9,direct_phase3_vs_phase45_rescue_full_balance_nowcasting_layer2_model.json,d53867cbc665519f0d581b4175512293accead41aa4ac38fda065e8a2aa85177
Nowcasting,full_balance,oof_fold,B1,direct_nowcasting_layer1_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_temporary_hash_only,2017,2018,373,279,94,2.9680851063829787,1,2.9680851063829787,1,a3071cc1df9e69526a18651e95a8b7c0661ac1a21ec47ec98783a65e268f5255,558,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,9f5b0d5e642858277ab87dc05857321e2a469c9ecedbcb3beb1ea7a47d092d0c,39b89547b74bda992f58ace75e07bfd95d92eb52ddd5fde609f9e4c429430cd3,04c71b369a305d5331d7a2a79fbc7f3076ed032e044b70908cfad1f652006c54,097d35210938824a1d56579b2dbd55963ecfaba79928c857075f3a3fdb34fda1,97a1d4d26e269814c96e5054f5441d4dab8fdf69153f8085a2537b0fb0f05b08,69b0a5c6dc94199158078a653bcb539942ac2f6ca4a038b64473016d4fb001f5,<NA>,776,004de5cf4128b8e31996fd2c66f3b77bc540b70b9b0220966c0999cbf3409a1a,56c463ce4ce27b11d6e1dcbed4db52d8e9c9d56629100427327f843a107d64d1,7d533764bcccfaa15e236c6490f2eabe89cb18651f305802dc61332a68fa35b8,c99956e453682d53ff373a7cf78d2c545cd903472c8178d3daf8ce54819a187a,<NA>,9122ee3052777d93f64c321c4f5dddca3051ffb41a5f309a414ecccc2fac117a
Nowcasting,full_balance,oof_fold,B1,direct_nowcasting_layer2_regressor,XGBRegressor,reg:squarederror,severe_rescue_target - direct Nowcasting Layer-1 training score,fitted_temporary_hash_only,2017,2018,373,279,94,2.9680851063829787,1,2.9680851063829787,1,a3071cc1df9e69526a18651e95a8b7c0661ac1a21ec47ec98783a65e268f5255,558,69,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f,9caf83fbff24fef021ef99b9b5c201d8f8bc607a5e9d092134306a802a444d8d,0,1,9f5b0d5e642858277ab87dc05857321e2a469c9ecedbcb3beb1ea7a47d092d0c,8697b35c38e90bd997f36e14a7e558052bfe0cf684707855f00b9fe5512b1066,38a2f9cf5ee7eeb023eb31fc47f0dcfd1db951d8b49a7e19f368c0986fcd99a4,811728cab51c7675156fada76779f96bbda61403c49102761a1e922bb291949c,bc4ad09835ff58a8d1c5f50db74076ab06cc3a60420a9a2f4f3372ba43a17e34,69b0a5c6dc94199158078a653bcb539942ac2f6ca4a038b64473016d4fb001f5,ffc6c76d898462d71bee79c63a795a44d699993c4cfe5da19c9949e9cb2df403,776,004de5cf4128b8e31996fd2c66f3b77bc540b70b9b0220966c0999cbf3409a1a,c50038eea0b9367c00f46a87c09da77ae7b7026f57ce03174045c7be386a0e57,5c2ed31ff6d0d2dfab87c17a9ee4dd0b0ba5760b53bbada6e7754e075b7ca7dc,f8f4c1c577ee3cbf69d09d5ede07d5b0bb97804d37f638e22d951283a61617bc,<NA>,2d129778632f73ce310cd73c0153725b1236f83dc895cbe2703f7eb6dc22059a
Nowcasting,full_balance,oof_fold,B2,direct_nowcasting_layer1_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_temporary_hash_only,2017|2018,2019,794,614,180,3.411111111111111,1,3.411111111111111,1,416d93606ab1bc748e6e3610034ab9d7b8b065338a59eb44ee8f786bcf9a1cb3,1228,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,75f0a584801b08ee8d0b76042de57cd7388c3f0379fe40ef2c99c705004a967e,8291fab6b02e980c298ddeb601cb0e8a1fdbfaa0de9cab551e559fd923596ddf,6c3299db9beffa6204f7a8df239e3fb8805fa17c084ad6e8ad86fed2e79dee26,eb21428d0e0b5f7e4ec0a93cb36da155e2ebfd14eee83d493b4cdfc74f7262ca,f4914ad82c37bfb2c27bc6dbe004b8010bd85095a730a16c4e6b5e9f28fd5f4c,a43f7872c31ee6dd20bb81f5558217ee535a77c5a45ce94794a9a4c0c28f1d6e,<NA>,896,db1a0178da7c3ce6092a713a1ec2d0b487c2367ff63834d257b96ebf8c07ea4f,0046f0ba31e07b9096c8cdac4c356dea1d8680607acd518477ee1fd63f981440,d9e3bcfbceb7be96a5c1a4bf48a5d6e916107c092f15da9b7c42dd36babae2f5,e73375815fab1405a111f3a8bc09058dd62e1b35c396e7cbf984b3a6f546b587,<NA>,4aae85753070317027740fd23762fd5f59c3b57aaca31f0521a77f61cb6c483b
Nowcasting,full_balance,oof_fold,B2,direct_nowcasting_layer2_regressor,XGBRegressor,reg:squarederror,severe_rescue_target - direct Nowcasting Layer-1 training score,fitted_temporary_hash_only,2017|2018,2019,794,614,180,3.411111111111111,1,3.411111111111111,1,416d93606ab1bc748e6e3610034ab9d7b8b065338a59eb44ee8f786bcf9a1cb3,1228,69,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f,9caf83fbff24fef021ef99b9b5c201d8f8bc607a5e9d092134306a802a444d8d,0,1,75f0a584801b08ee8d0b76042de57cd7388c3f0379fe40ef2c99c705004a967e,2989ee7ea739832c949a6fcf2186cdd95eea1d51796ddd269d82a7c12875854f,a8553f47de59695e3b3b57320b808adbb166afdd842881956bd42c7e6f1fe4ee,31ab63ecb2dae97ad797eb6c6795662f51c74b53466237d9c67d375d071fb015,f32a220540bc6b1f5a917ca336fc33b7f959d548a7d61ec8902c91b4f9e437cf,a43f7872c31ee6dd20bb81f5558217ee535a77c5a45ce94794a9a4c0c28f1d6e,94b1273fcf6c73952699303319d479a9ad5779f215da4e3d946a2bf36330d6c9,896,db1a0178da7c3ce6092a713a1ec2d0b487c2367ff63834d257b96ebf8c07ea4f,8191d9ee913bcb72fe4a9cf900d69dc5ae662e4ce3a958f1a3fd6bfd8b5dca59,11860eae3cffdc3652c7eda419027ee28530c3d3f07ddc525324aaa06a41ec8c,c5b31fc61b7bb60ebad86047547b86133fa6a8a85fda525f889b5494700c508d,<NA>,f25c41c8f23e2e0394946f89f60beacc8865ff70098c964cf505ae7414d7908a
Nowcasting,full_balance,oof_fold,B3,direct_nowcasting_layer1_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_temporary_hash_only,2017|2018|2019,2020,1313,1068,245,4.3591836734693876,1,4.3591836734693876,1,9886abefe48bcd04551763c43313fc9beb2826265e2727d66738b810b0bfa29c,2136,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,903f73d225e827d666a10462ccbedf3d5e5e82781a3ab283158c24a535dc6b27,d35c78b7ab4e93111b002faf315713c6c58240039b3cb24d54e6b09d6b4f9554,03ff77da1d8d2109c6e3ad05fcd6aaed34c2aa50bbcd7bee2e0a87e942dc1658,41c53d8ca1c1a0b0d26bff512f1cdbacf01e943bb7db20d5e2c5f5c167c257e5,2f82e8d4ece3acc7e369c491876a3a8001447055821f0404467f6f2f2068764b,6e683f2cf103a8e1f52f84be1cec8baf9f389aaf7e859f3f06a6beba4e40e8b4,<NA>,1129,859a3d36761d42fff9d454f688f4706ea6e35329840ffadd0ba360c4e7b39bd9,a460cac7f2bc6c80a94c5efcbf2adec5ec4d9505e1e799d9f542e1278eb54001,5a6a736e8deaf5177c3e3288de2cb72d57a583e557bd47ad274a4524640ecab9,c65468a46ef859ae81fd6b1057701a1086378fbecc243502c63593566ee26f51,<NA>,f2c0baa95afa9869caff2eb90f7ddf266fb67df4f1fd269e7dbb48e438fce846
Nowcasting,full_balance,oof_fold,B3,direct_nowcasting_layer2_regressor,XGBRegressor,reg:squarederror,severe_rescue_target - direct Nowcasting Layer-1 training score,fitted_temporary_hash_only,2017|2018|2019,2020,1313,1068,245,4.3591836734693876,1,4.3591836734693876,1,9886abefe48bcd04551763c43313fc9beb2826265e2727d66738b810b0bfa29c,2136,69,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f,9caf83fbff24fef021ef99b9b5c201d8f8bc607a5e9d092134306a802a444d8d,0,1,903f73d225e827d666a10462ccbedf3d5e5e82781a3ab283158c24a535dc6b27,1196fe4e9774c14bd1c1057624b78a0ff4bf79f3f17dac2fcd594cef26e79920,c8816945620bed5a7fcfca8dbbb01902396207a2ef219c0b57db614656f0b51c,bcbf706ebce18fe86b6db192fe4eab5112dc1c565d1040bf4f871aa090d66973,e8058a74fadf429e4eae022428fe5ad7eb2fdc4e27a030a95f6d0839f39b140f,6e683f2cf103a8e1f52f84be1cec8baf9f389aaf7e859f3f06a6beba4e40e8b4,4db7a318168181b0b21f8de96e608cb31d18aed868d30d54c7d39e3153a30f86,1129,859a3d36761d42fff9d454f688f4706ea6e35329840ffadd0ba360c4e7b39bd9,e15e15502d4602772ada071f4dcd8354d2bf7692657fa7f51add2dbc8fcb2fb7,c02aa8f3dd88d4e96f194d4cc87c2e167c23fc752b5c27563d90e4fdafb3c068,4d31cbabc55ecb7386eeab0ff7065e167f8b61c63576c7962677019b51e37113,<NA>,c39cb8088c06d82e922906452d76d136f5fa48203c2d2bb8ae45264f4a53eeb7
Nowcasting,full_balance,oof_fold,B4,direct_nowcasting_layer1_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_temporary_hash_only,2017|2018|2019|2020,2021,1970,1637,333,4.9159159159159156,1,4.9159159159159156,1,5279d7a130c23255162728d147c093256535e5c690a0692176ef5b9a88fefee9,3274,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,747f88d5a91ce224b4311c82e437575cacc6b0b264ad113a2ba51e92f1ab4970,d09456cf892279b4ad6cfa4be349b7ae164d11369e981fdd5dc5cfc822094d74,580edc07d987479eb021660d1de0d2d9659ce326ef437e7cf520e63962cdbac7,5e5e41c2399a62b4d22ea68d76d49d7c1513d4a0f4927c098b06dce645537abd,cf63bb1d0363a81309bbc7dbcf16db1f0360c151155e3b01e51077f9f36e558f,c1e2eb32e71846c6d85fcd6f85ec8b43c8092ae96665f4e77bd72d9b788b6f01,<NA>,959,fadd4fc5c5838a6faf03c490cc1af4f72cc1d4e9cfcec34cce1f0827fb20c370,cf755c6ad11f7e25a8cfd0721b88f3145556b2d7290d8dcaf43059c64bb50771,070edcbb78e7c6ed91b9ae8928191f86bad3a81f52e1a17bb643832609186d97,ff731abe6aa556d71d7d6b54e9fa2090183c4344fd70b93d1245330838bbe852,<NA>,0c47fa5a5cf69d4f6510c6e208361c7613a988755e33f03d619f249cf3db99c6
Nowcasting,full_balance,oof_fold,B4,direct_nowcasting_layer2_regressor,XGBRegressor,reg:squarederror,severe_rescue_target - direct Nowcasting Layer-1 training score,fitted_temporary_hash_only,2017|2018|2019|2020,2021,1970,1637,333,4.9159159159159156,1,4.9159159159159156,1,5279d7a130c23255162728d147c093256535e5c690a0692176ef5b9a88fefee9,3274,69,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f,9caf83fbff24fef021ef99b9b5c201d8f8bc607a5e9d092134306a802a444d8d,0,1,747f88d5a91ce224b4311c82e437575cacc6b0b264ad113a2ba51e92f1ab4970,2ef47a95afd1c76362696689d2fe0cd9829b1e1b75b9a8145e95f5043f11d050,3e545893eb060e849dccaac4746b3065deda6a5d6912bd15603287e14b25a7b6,17b52e81e0ac84f90f990b8809495c116d9063a700c9c28396c5f143eb1bf1fe,9ce8330b47c5703ee651a416cdf771118d62600ed7936a36366d18c9facac6db,c1e2eb32e71846c6d85fcd6f85ec8b43c8092ae96665f4e77bd72d9b788b6f01,be0d2f1bf20637b51ac9bd5b1646d587a5fae562e2b47217b933e6f7b28bf630,959,fadd4fc5c5838a6faf03c490cc1af4f72cc1d4e9cfcec34cce1f0827fb20c370,dcaaab9a29504086af004057a47d4e993996db3a00a1c79061806dbb995529d7,7e137f7abdb75ec94e7cb23dc01d8fa476e33280b775f91846156c37e08f8c18,f8f0ad246c245271317433ba501b9f516ac9ea3655a9a274db321a039cd1a5a8,<NA>,b7ed70d2b9d1922cc51839171b511c100886ea5f31471a6da660a6065448850d
Nowcasting,sqrt_balance,final_refit,final_pre2022,direct_nowcasting_layer1_classifier,XGBClassifier,binary:logistic,"1[reconstructed_overall_phase in {4,5}] among reconstructed Phase 3/4/5",fitted_published,2017|2018|2019|2020|2021,<NA>,2530,2149,381,5.6404199475065617,1,2.3749568306616777,1,08107f6f230bb174522c386631b1a4cf7d4ab8054695181a5d156b56a5ffaa14,3053.8585524820992,106,6851d83c47ea084e63fcaeba6a6a892be108e2725af3834837a8322023f60a0f,3fea2e838bf6e704c18d24f750fbfcb701407fb07c38502113a48b54c4a17934,0,1,87791c499d42be4de75a3d369773e5a4b6f573a861c5551d8b18cf1e98a4b606,21e33530d696a96ac0c46fd418f996fc7b06bb3d73b121ad3a0f51b0b658f77c,b5d28eb7ff10c93213bae7d0f2d46a431d8f6693d5c2f70e0a7626df3c6e5cf4,1e2a424618ab4bbc4db376e2b9859b0faa7cd67bac092edf124d63750be37ca4,95847c66e7cefef50a43f7e93e26db2b7944d3ddc650414c3dddf49c1096e02e,5196cd43e0a38155d022b1a51676aeac37d2f37cc415868900d481de1dad25d5,<NA>,1170,288059e7dad989ecfa5e634c01b6ec39282a81e22f17aa28625bad76455fe6c2,279d4ce212c369000130b1769a8a067dacd861707bda177f6cc92e16fdec26fb,5899c0735f445606dc706695b33189ed52d90898844bddf90275591495ecbf66,eef91850d7f49df7cd4fb93379b437ff935ac724a88fc43edcefe373ee001438,direct_phase3_vs_phase45_rescue_sqrt_balance_nowcasting_layer1_model.json,917ff9a66f2b70eb726033535cec20172e1a99c665c76e66341792af8e0c4cbc
Nowcasting,sqrt_balance,final_refit,final_pre2022,direct_nowcasting_layer2_regressor,XGBRegressor,reg:squarederror,severe_rescue_target - direct Nowcasting Layer-1 training score,fitted_published,2017|2018|2019|2020|2021,<NA>,2530,2149,381,5.6404199475065617,1,2.3749568306616777,1,08107f6f230bb174522c386631b1a4cf7d4ab8054695181a5d156b56a5ffaa14,3053.8585524820992,69,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f,9caf83fbff24fef021ef99b9b5c201d8f8bc607a5e9d092134306a802a444d8d,0,1,87791c499d42be4de75a3d369773e5a4b6f573a861c5551d8b18cf1e98a4b606,48393583cbd8808602cb97a0df73ebba24f9f1408fe4ecf55c2bb03168472f33,37380765925abf5da88fa8e8d354a36156a9e42db08f674d5fda537d2f921e88,a8fa847ec0e0c896e7d128c47efad20e32a6286780af81cfcb3229021b863296,f856ece2703c97739b17730d544f97db554ddba87076f7b1641690d3251e2a1a,5196cd43e0a38155d022b1a51676aeac37d2f37cc415868900d481de1dad25d5,21f19cdc18e91166f378ebdeb819e1045832f3cb5269f99a91cb21ffd7109390,1170,288059e7dad989ecfa5e634c01b6ec39282a81e22f17aa28625bad76455fe6c2,468610b047edad1b569d9a5624e763de55af361f83a7dcd2c78003bfd90a298a,22c2dd3a3b7e85dfd712bf744761ed69c3fd47102a809d592d037717d3ee26c0,b5213f693e4148fe301bddbb12ef077993a10e882f40ea28492becc75d4d0f8d,direct_phase3_vs_phase45_rescue_sqrt_balance_nowcasting_layer2_model.json,b5794b12531425b1cc478f6594a568c4d752aba5608f64359f9b12758c486341
