task,model_component,feature_order,feature_name,source_dtype,feature_definition,native_missingness_preserved,feature_order_sha256
Nowcasting,direct_nowcasting_layer2_regressor,1,CPI,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,2,fatalities_explosions_w5_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,3,GDP,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,4,soil_moisture_mean_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,5,fatalities_explosions,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,6,chirps_z_score,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,7,EVI_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,8,event_count_battles_w10_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,9,event_count_battles_w5_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,10,price_index_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,11,event_count_explosions,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,12,rainfall_chirps_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,13,event_count_violence_w10_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,14,WFP_Price_Change_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,15,WFP_Price_Volatility_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,16,WFP_Price_Change_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,17,infra_index_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,18,temperature_2m_mean_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,19,event_count_battles_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,20,fatalities_battles,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,21,event_count_violence_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,22,event_count_explosions_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,23,fatalities_battles_w5_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,24,event_count_violence_w5_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,25,soil_moisture_mean_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,26,event_count_explosions_w5_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,27,WFP_Price_Volatility_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,28,event_count_violence,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,29,precipitation_sum_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,30,event_count_violence_w10,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,31,fatalities_violence_w10_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,32,event_count_battles,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,33,event_count_explosions_w5,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,34,fatalities_explosions_w10_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,35,event_count_battles_w10,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,36,temperature_2m_mean_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,37,rainfall_chirps_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,38,fatalities_violence_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,39,WFP_Price_Change,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,40,event_count_explosions_w10,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,41,gini,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,42,cpi,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,43,fatalities_violence_w5_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,44,infra_index_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,45,shortwave_radiation_sum_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,46,price_index_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,47,fatalities_battles_w10_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,48,event_count_violence_w5,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,49,fatalities_explosions_w10,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,50,CC.PER.RNK,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,51,fatalities_violence_w5,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,52,shortwave_radiation_sum_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,53,fatalities_battles_w10,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,54,fatalities_battles_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,55,nightlight_mean_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,56,fatalities_battles_w5,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,57,event_count_battles_w5,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,58,fatalities_violence_w10,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,59,fatalities_violence,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,60,infra_index,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,61,fatalities_explosions_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,62,temperature_z_score,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,63,event_count_explosions_w10_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,64,NY.GDP.PCAP.KD,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,65,fatalities_explosions_w5,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,66,precipitation_sum_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,67,WFP_Price_Volatility,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,68,nightlight_mean_s12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
Nowcasting,direct_nowcasting_layer2_regressor,69,GOSIF_GPP_m12,float64,native_source_column,True,fdeb1ed321c74b7fbc2a99179d2b617b70f0e74cecbfc73f63a2b12f5273ce1f
