task,method,country_code_3,method_role,selection_status,primary_selected,n_rows,n_gate,accuracy,balanced_accuracy,macro_f1,ordinal_mae,phase3_precision,phase3_recall,phase3_f1,phase4_precision,phase4_recall,phase4_f1,phase5_precision,phase5_recall,phase5_f1,phase45_precision,phase45_recall,phase45_f1,phase45_f2,phase3plus_precision,phase3plus_recall,phase3plus_r2,changed_3_to_4,exact_phase4_rescues,actual_phase5_promoted_to_phase4,false_promotion_actual_phase1,false_promotion_actual_phase2,false_promotion_actual_phase3
Forecasting,direct_phase45_sqrt_balance,TZA,candidate_sensitivity,selected,True,1,1,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,<NA>,1,0,0,0,1,0
Forecasting,direct_phase45_sqrt_balance,UGA,candidate_sensitivity,selected,True,49,42,0.69387755102040816,0.54743589743589738,0.23374613003095973,0.32653061224489793,0.83783783783783783,0.79487179487179482,0.81578947368421051,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.83333333333333337,0.89743589743589747,-0.22049968884026283,5,0,0,0,1,4
Forecasting,direct_phase45_sqrt_balance,YEM,candidate_sensitivity,selected,True,36,36,0.41666666666666669,0.34090909090909088,0.13636363636363635,0.77777777777777779,0.68181818181818177,0.68181818181818177,0.68181818181818177,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.61111111111111116,1,-0.72960971676299291,14,0,0,0,7,7
Forecasting,direct_phase45_sqrt_balance,ZAF,candidate_sensitivity,selected,True,3,3,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,-17.300000536441853,3,0,0,0,3,0
Forecasting,direct_phase45_sqrt_balance,ZMB,candidate_sensitivity,selected,True,2,2,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Forecasting,direct_phase45_full_balance,AFG,candidate_sensitivity,selected,False,143,143,0.58041958041958042,0.65118644067796616,0.21372123317412067,0.41958041958041958,0.91428571428571426,0.5423728813559322,0.68085106382978722,0.26027397260273971,0.76000000000000001,0.38775510204081631,<NA>,<NA>,<NA>,0.26027397260273971,0.76000000000000001,0.38775510204081631,0.54913294797687862,1,1,-0.88200582424812168,73,19,0,0,0,54
Forecasting,direct_phase45_full_balance,BDI,candidate_sensitivity,selected,False,31,27,0.38709677419354838,0.36842105263157893,0.15242966751918158,0.70967741935483875,0.41666666666666669,1,0.58823529411764708,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.37037037037037035,1,0.24225600701327521,3,0,0,0,3,0
Forecasting,direct_phase45_full_balance,CAF,candidate_sensitivity,selected,False,34,34,0.5,0.5,0.17142857142857143,0.55882352941176472,1,0.5,0.66666666666666663,0.10526315789473684,1,0.19047619047619047,<NA>,<NA>,<NA>,0.10526315789473684,1,0.19047619047619047,0.37037037037037035,0.94117647058823528,1,0.39973142606167256,19,2,0,0,2,15
Forecasting,direct_phase45_full_balance,COD,candidate_sensitivity,selected,False,124,116,0.37903225806451613,0.23445378151260507,0.16586880579635141,0.87096774193548387,0.67213114754098358,0.58571428571428574,0.62595419847328249,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.58620689655172409,0.97142857142857142,0.014921067978848512,55,0,0,3,25,27
Forecasting,direct_phase45_full_balance,DJI,candidate_sensitivity,selected,False,1,1,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Forecasting,direct_phase45_full_balance,DOM,candidate_sensitivity,selected,False,3,3,0.33333333333333331,0.5,0.20000000000000001,0.66666666666666663,0,<NA>,0,1,1,1,<NA>,<NA>,<NA>,1,1,1,1,0.33333333333333331,1,0.1558092145250477,1,1,0,0,0,0
Forecasting,direct_phase45_full_balance,ETH,candidate_sensitivity,selected,False,7,7,0.2857142857142857,0.25,0.13333333333333333,1.1428571428571428,1,0.5,0.66666666666666663,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.5714285714285714,1,-0.58654612059955635,5,0,0,0,3,2
Forecasting,direct_phase45_full_balance,GTM,candidate_sensitivity,selected,False,31,30,0.38709677419354838,0.45085470085470086,0.12836970474967907,0.61290322580645162,0.39285714285714285,0.84615384615384615,0.53658536585365857,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.43333333333333335,1,-0.044527602030524971,2,0,0,0,0,2
Forecasting,direct_phase45_full_balance,HND,candidate_sensitivity,selected,False,9,9,1,1,0.20000000000000001,0,1,1,1,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1,1,-3.7250003386289761,0,0,0,0,0,0
Forecasting,direct_phase45_full_balance,HTI,candidate_sensitivity,selected,False,14,14,0.21428571428571427,0.33333333333333331,0.070588235294117646,0.8571428571428571,<NA>,0,0,0.21428571428571427,1,0.35294117647058826,<NA>,<NA>,<NA>,0.21428571428571427,1,0.35294117647058826,0.57692307692307687,0.9285714285714286,1,-0.049207994105949782,14,3,0,0,1,10
Forecasting,direct_phase45_full_balance,KEN,candidate_sensitivity,selected,False,64,53,0.296875,0.17844202898550723,0.13587301587301587,0.84375,0.66666666666666663,0.34782608695652173,0.45714285714285713,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.71698113207547165,0.82608695652173914,-0.165188123585569,29,0,0,1,6,22
Forecasting,direct_phase45_full_balance,LBN,candidate_sensitivity,selected,False,9,9,0,0,0,1.1111111111111112,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.88888888888888884,1,-0.24841583351098206,9,0,0,0,1,8
Forecasting,direct_phase45_full_balance,MDG,candidate_sensitivity,selected,False,19,19,0,0,0,1.1052631578947369,0,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.78947368421052633,1,-0.31393986873948054,17,0,0,0,2,15
Forecasting,direct_phase45_full_balance,MOZ,candidate_sensitivity,selected,False,17,17,0,0,0,1.3529411764705883,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.6470588235294118,1,-0.028662442325788406,17,0,0,0,6,11
Forecasting,direct_phase45_full_balance,MWI,candidate_sensitivity,selected,False,2,2,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,-21.734693079578644,2,0,0,0,2,0
Forecasting,direct_phase45_full_balance,PAK,candidate_sensitivity,selected,False,40,40,0.72499999999999998,0.38157894736842107,0.17313432835820894,0.32500000000000001,1,0.76315789473684215,0.86567164179104472,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.94999999999999996,1,-0.23413561279108541,11,0,0,0,2,9
Forecasting,direct_phase45_full_balance,SDN,candidate_sensitivity,selected,False,4,4,0,0,0,1,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,1,1,-2.920000187266969,4,0,0,0,0,4
Forecasting,direct_phase45_full_balance,SLV,candidate_sensitivity,selected,False,12,12,0.41666666666666669,0.5,0.11764705882352941,0.58333333333333337,0.41666666666666669,1,0.58823529411764708,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.41666666666666669,1,-0.25485711792537824,0,0,0,0,0,0
Forecasting,direct_phase45_full_balance,SOM,candidate_sensitivity,selected,False,372,302,0.54032258064516125,0.34971043846435695,0.25635217724919529,0.53494623655913975,0.68965517241379315,0.66115702479338845,0.67510548523206748,0.15714285714285714,0.39285714285714285,0.22448979591836735,<NA>,<NA>,<NA>,0.15714285714285714,0.39285714285714285,0.22448979591836735,0.30219780219780218,0.76821192052980136,0.85925925925925928,0.038172817139951354,70,11,0,1,14,44
Forecasting,direct_phase45_full_balance,SSD,candidate_sensitivity,selected,False,130,129,0.65384615384615385,0.37132352941176472,0.26916256157635471,0.37692307692307692,0.89189189189189189,0.48529411764705882,0.62857142857142856,0.55913978494623651,1,0.71724137931034482,<NA>,0,0,0.58064516129032262,1,0.73469387755102045,0.87378640776699024,0.93846153846153846,1,0.28370658281179284,92,51,2,0,4,35
Forecasting,direct_phase45_full_balance,SWZ,candidate_sensitivity,selected,False,11,9,0.18181818181818182,0.1111111111111111,0.072727272727272724,1.4545454545454546,<NA>,0,0,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.22222222222222221,1,-2.1940739717601341,9,0,0,0,7,2
Forecasting,direct_phase45_full_balance,TJK,candidate_sensitivity,selected,False,2,2,1,1,0.20000000000000001,0,<NA>,<NA>,<NA>,1,1,1,<NA>,<NA>,<NA>,1,1,1,1,1,1,-14.7600006484986,2,2,0,0,0,0
Forecasting,direct_phase45_full_balance,TZA,candidate_sensitivity,selected,False,1,1,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,<NA>,1,0,0,0,1,0
Forecasting,direct_phase45_full_balance,UGA,candidate_sensitivity,selected,False,49,42,0.7142857142857143,0.56025641025641026,0.23469079939668175,0.2857142857142857,0.82051282051282048,0.82051282051282048,0.82051282051282048,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.83333333333333337,0.89743589743589747,-0.22049968884026283,3,0,0,0,0,3
Forecasting,direct_phase45_full_balance,YEM,candidate_sensitivity,selected,False,36,36,0.3611111111111111,0.29545454545454547,0.12380952380952381,0.83333333333333337,0.65000000000000002,0.59090909090909094,0.61904761904761907,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.61111111111111116,1,-0.72960971676299291,16,0,0,0,7,9
Forecasting,direct_phase45_full_balance,ZAF,candidate_sensitivity,selected,False,3,3,0,0,0,2,<NA>,<NA>,<NA>,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0,<NA>,-17.300000536441853,3,0,0,0,3,0
Forecasting,direct_phase45_full_balance,ZMB,candidate_sensitivity,selected,False,2,2,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,frozen_base,AFG,frozen_reference,not_applicable,False,143,143,0.82517482517482521,0.5,0.18084291187739462,0.17482517482517482,0.82517482517482521,1,0.90421455938697315,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,1,1,-0.872603035738309,0,0,0,0,0,0
Nowcasting,frozen_base,BDI,frozen_reference,not_applicable,False,31,24,0.4838709677419355,0.42105263157894735,0.19457013574660637,0.5161290322580645,0.41666666666666669,1,0.58823529411764708,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.41666666666666669,1,0.28056892666177946,0,0,0,0,0,0
Nowcasting,frozen_base,CAF,frozen_reference,not_applicable,False,34,34,0.88235294117647056,0.33333333333333331,0.1875,0.11764705882352941,0.88235294117647056,1,0.9375,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,0.94117647058823528,1,0.39042357739707201,0,0,0,0,0,0
Nowcasting,frozen_base,COD,frozen_reference,not_applicable,False,124,113,0.62096774193548387,0.38263305322128849,0.20669839591045305,0.40322580645161288,0.60176991150442483,0.97142857142857142,0.74316939890710387,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.60176991150442483,0.97142857142857142,0.047490852543982998,0,0,0,0,0,0
Nowcasting,frozen_base,DJI,frozen_reference,not_applicable,False,1,1,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,frozen_base,DOM,frozen_reference,not_applicable,False,3,3,0,0,0,1,0,<NA>,0,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,0.33333333333333331,1,0.1558092145250477,0,0,0,0,0,0
Nowcasting,frozen_base,ETH,frozen_reference,not_applicable,False,7,7,0.5714285714285714,0.5,0.14545454545454545,0.42857142857142855,0.5714285714285714,1,0.72727272727272729,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.5714285714285714,1,-0.62480125104822348,0,0,0,0,0,0
Nowcasting,frozen_base,GTM,frozen_reference,not_applicable,False,31,31,0.41935483870967744,0.5,0.11818181818181819,0.58064516129032262,0.41935483870967744,1,0.59090909090909094,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.41935483870967744,1,-0.18898363695587417,0,0,0,0,0,0
Nowcasting,frozen_base,HND,frozen_reference,not_applicable,False,9,9,1,1,0.20000000000000001,0,1,1,1,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1,1,-3.1624994635583521,0,0,0,0,0,0
Nowcasting,frozen_base,HTI,frozen_reference,not_applicable,False,14,14,0.7142857142857143,0.33333333333333331,0.16666666666666669,0.2857142857142857,0.7142857142857143,1,0.83333333333333337,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,0.9285714285714286,1,-0.0038814024297986194,0,0,0,0,0,0
Nowcasting,frozen_base,KEN,frozen_reference,not_applicable,False,64,53,0.640625,0.33786231884057977,0.19797979797979798,0.390625,0.71698113207547165,0.82608695652173914,0.76767676767676762,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.71698113207547165,0.82608695652173914,-0.18031948780440654,0,0,0,0,0,0
Nowcasting,frozen_base,LBN,frozen_reference,not_applicable,False,9,9,0.88888888888888884,0.5,0.18823529411764706,0.1111111111111111,0.88888888888888884,1,0.94117647058823528,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.88888888888888884,1,-0.19940594208123419,0,0,0,0,0,0
Nowcasting,frozen_base,MDG,frozen_reference,not_applicable,False,19,19,0.78947368421052633,0.5,0.1764705882352941,0.21052631578947367,0.78947368421052633,1,0.88235294117647056,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.78947368421052633,1,-0.32319492057777444,0,0,0,0,0,0
Nowcasting,frozen_base,MOZ,frozen_reference,not_applicable,False,17,17,0.6470588235294118,0.5,0.15714285714285714,0.35294117647058826,0.6470588235294118,1,0.7857142857142857,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.6470588235294118,1,-0.0021337887151242629,0,0,0,0,0,0
Nowcasting,frozen_base,MWI,frozen_reference,not_applicable,False,2,2,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,-20.632653319105813,0,0,0,0,0,0
Nowcasting,frozen_base,PAK,frozen_reference,not_applicable,False,40,40,0.94999999999999996,0.5,0.19487179487179487,0.050000000000000003,0.94999999999999996,1,0.97435897435897434,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.94999999999999996,1,-0.20787740605840033,0,0,0,0,0,0
Nowcasting,frozen_base,SDN,frozen_reference,not_applicable,False,4,4,1,1,0.20000000000000001,0,1,1,1,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1,1,-3.2545453895222121,0,0,0,0,0,0
Nowcasting,frozen_base,SLV,frozen_reference,not_applicable,False,12,11,0.5,0.5714285714285714,0.17499999999999999,0.5,0.45454545454545453,1,0.625,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.45454545454545453,1,-0.1005713750294317,0,0,0,0,0,0
Nowcasting,frozen_base,SOM,frozen_reference,not_applicable,False,372,306,0.62634408602150538,0.29223662961907476,0.22283765087543533,0.41129032258064518,0.66993464052287577,0.84710743801652888,0.74817518248175185,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,0.76143790849673199,0.86296296296296293,0.051016421049941973,0,0,0,0,0,0
Nowcasting,frozen_base,SSD,frozen_reference,not_applicable,False,130,129,0.53076923076923077,0.25480769230769229,0.14561823580116845,0.48461538461538461,0.52713178294573648,1,0.69035532994923854,1,0.019230769230769232,0.037735849056603772,<NA>,0,0,1,0.018518518518518517,0.036363636363636362,0.023041474654377881,0.93846153846153846,1,0.2838559097476544,0,0,0,0,0,0
Nowcasting,frozen_base,SWZ,frozen_reference,not_applicable,False,11,9,0.36363636363636365,0.61111111111111116,0.14545454545454545,0.63636363636363635,0.22222222222222221,1,0.36363636363636365,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.22222222222222221,1,-2.1940739717601341,0,0,0,0,0,0
Nowcasting,frozen_base,TJK,frozen_reference,not_applicable,False,2,2,0,0,0,1,0,<NA>,0,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,1,1,-17.079998416900715,0,0,0,0,0,0
Nowcasting,frozen_base,TZA,frozen_reference,not_applicable,False,1,1,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,frozen_base,UGA,frozen_reference,not_applicable,False,49,42,0.77551020408163263,0.5987179487179487,0.24342774146695714,0.22448979591836735,0.83333333333333337,0.89743589743589747,0.86419753086419748,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.83333333333333337,0.89743589743589747,-0.21210928047282529,0,0,0,0,0,0
Nowcasting,frozen_base,YEM,frozen_reference,not_applicable,False,36,36,0.61111111111111116,0.5,0.15172413793103448,0.3888888888888889,0.61111111111111116,1,0.75862068965517238,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.61111111111111116,1,-0.802483510655565,0,0,0,0,0,0
Nowcasting,frozen_base,ZAF,frozen_reference,not_applicable,False,3,3,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,-15.799999713897744,0,0,0,0,0,0
Nowcasting,frozen_base,ZMB,frozen_reference,not_applicable,False,2,2,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,AFG,legacy_reporting_only,not_applicable,False,143,143,0.8601398601398601,0.6315254237288136,0.26647992530345471,0.13986013986013987,0.86567164179104472,0.98305084745762716,0.92063492063492058,0.77777777777777779,0.28000000000000003,0.41176470588235292,<NA>,<NA>,<NA>,0.77777777777777779,0.28000000000000003,0.41176470588235292,0.32110091743119268,1,1,-0.872603035738309,9,7,0,0,0,2
Nowcasting,legacy_direct_exact_phase4_050,BDI,legacy_reporting_only,not_applicable,False,31,24,0.4838709677419355,0.42105263157894735,0.19457013574660637,0.5161290322580645,0.41666666666666669,1,0.58823529411764708,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.41666666666666669,1,0.28056892666177946,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,CAF,legacy_reporting_only,not_applicable,False,34,34,0.91176470588235292,0.5,0.32380952380952382,0.088235294117647065,0.90909090909090906,1,0.95238095238095233,1,0.5,0.66666666666666663,<NA>,<NA>,<NA>,1,0.5,0.66666666666666663,0.55555555555555558,0.94117647058823528,1,0.39042357739707201,1,1,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,COD,legacy_reporting_only,not_applicable,False,124,113,0.61290322580645162,0.37787114845938374,0.20531726338177952,0.41129032258064518,0.5982142857142857,0.95714285714285718,0.73626373626373631,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.60176991150442483,0.97142857142857142,0.047490852543982998,1,0,0,0,0,1
Nowcasting,legacy_direct_exact_phase4_050,DJI,legacy_reporting_only,not_applicable,False,1,1,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,DOM,legacy_reporting_only,not_applicable,False,3,3,0,0,0,1,0,<NA>,0,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,0.33333333333333331,1,0.1558092145250477,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,ETH,legacy_reporting_only,not_applicable,False,7,7,0.5714285714285714,0.5,0.14545454545454545,0.42857142857142855,0.5714285714285714,1,0.72727272727272729,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.5714285714285714,1,-0.62480125104822348,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,GTM,legacy_reporting_only,not_applicable,False,31,31,0.41935483870967744,0.5,0.11818181818181819,0.58064516129032262,0.41935483870967744,1,0.59090909090909094,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.41935483870967744,1,-0.18898363695587417,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,HND,legacy_reporting_only,not_applicable,False,9,9,1,1,0.20000000000000001,0,1,1,1,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1,1,-3.1624994635583521,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,HTI,legacy_reporting_only,not_applicable,False,14,14,0.7142857142857143,0.33333333333333331,0.16666666666666669,0.2857142857142857,0.7142857142857143,1,0.83333333333333337,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,0.9285714285714286,1,-0.0038814024297986194,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,KEN,legacy_reporting_only,not_applicable,False,64,53,0.640625,0.33786231884057977,0.19797979797979798,0.390625,0.71698113207547165,0.82608695652173914,0.76767676767676762,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.71698113207547165,0.82608695652173914,-0.18031948780440654,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,LBN,legacy_reporting_only,not_applicable,False,9,9,0.88888888888888884,0.5,0.18823529411764706,0.1111111111111111,0.88888888888888884,1,0.94117647058823528,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.88888888888888884,1,-0.19940594208123419,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,MDG,legacy_reporting_only,not_applicable,False,19,19,0.63157894736842102,0.40000000000000002,0.15483870967741936,0.36842105263157893,0.75,0.80000000000000004,0.77419354838709675,0,<NA>,0,<NA>,<NA>,<NA>,0,<NA>,0,0,0.78947368421052633,1,-0.32319492057777444,3,0,0,0,0,3
Nowcasting,legacy_direct_exact_phase4_050,MOZ,legacy_reporting_only,not_applicable,False,17,17,0.6470588235294118,0.5,0.15714285714285714,0.35294117647058826,0.6470588235294118,1,0.7857142857142857,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.6470588235294118,1,-0.0021337887151242629,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,MWI,legacy_reporting_only,not_applicable,False,2,2,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,-20.632653319105813,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,PAK,legacy_reporting_only,not_applicable,False,40,40,0.94999999999999996,0.5,0.19487179487179487,0.050000000000000003,0.94999999999999996,1,0.97435897435897434,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.94999999999999996,1,-0.20787740605840033,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,SDN,legacy_reporting_only,not_applicable,False,4,4,1,1,0.20000000000000001,0,1,1,1,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1,1,-3.2545453895222121,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,SLV,legacy_reporting_only,not_applicable,False,12,11,0.5,0.5714285714285714,0.17499999999999999,0.5,0.45454545454545453,1,0.625,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.45454545454545453,1,-0.1005713750294317,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,SOM,legacy_reporting_only,not_applicable,False,372,306,0.62634408602150538,0.29223662961907476,0.22283765087543533,0.41129032258064518,0.66993464052287577,0.84710743801652888,0.74817518248175185,<NA>,0,0,<NA>,<NA>,<NA>,<NA>,0,0,0,0.76143790849673199,0.86296296296296293,0.051016421049941973,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,SSD,legacy_reporting_only,not_applicable,False,130,129,0.53076923076923077,0.25820135746606337,0.16324429851805838,0.48461538461538461,0.52845528455284552,0.95588235294117652,0.68062827225130895,0.5714285714285714,0.076923076923076927,0.13559322033898305,<NA>,0,0,0.5714285714285714,0.07407407407407407,0.13114754098360656,0.089686098654708515,0.93846153846153846,1,0.2838559097476544,6,3,0,0,0,3
Nowcasting,legacy_direct_exact_phase4_050,SWZ,legacy_reporting_only,not_applicable,False,11,9,0.36363636363636365,0.61111111111111116,0.14545454545454545,0.63636363636363635,0.22222222222222221,1,0.36363636363636365,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.22222222222222221,1,-2.1940739717601341,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,TJK,legacy_reporting_only,not_applicable,False,2,2,1,1,0.20000000000000001,0,<NA>,<NA>,<NA>,1,1,1,<NA>,<NA>,<NA>,1,1,1,1,1,1,-17.079998416900715,2,2,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,TZA,legacy_reporting_only,not_applicable,False,1,1,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,<NA>,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,UGA,legacy_reporting_only,not_applicable,False,49,42,0.77551020408163263,0.5987179487179487,0.24342774146695714,0.22448979591836735,0.83333333333333337,0.89743589743589747,0.86419753086419748,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.83333333333333337,0.89743589743589747,-0.21210928047282529,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,YEM,legacy_reporting_only,not_applicable,False,36,36,0.61111111111111116,0.5,0.15172413793103448,0.3888888888888889,0.61111111111111116,1,0.75862068965517238,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.61111111111111116,1,-0.802483510655565,0,0,0,0,0,0
Nowcasting,legacy_direct_exact_phase4_050,ZAF,legacy_reporting_only,not_applicable,False,3,3,0,0,0,1,0,<NA>,0,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0,<NA>,-15.799999713897744,0,0,0,0,0,0
