task,method,bootstrap_id,sampled_country_count,sample_row_count,sampled_countries_sha256,phase45_precision_delta,phase45_recall_delta,phase45_f1_delta,phase45_f2_delta,accuracy_delta,balanced_accuracy_delta,macro_f1_delta,ordinal_mae_delta
Forecasting,direct_phase45_unweighted,1136,27,1877,243faa5fac2c368354dad4cd326a14951eb26387fbcae3018fbb69029a0b0e49,-0.69762419006479481,0.70050761421319796,0.40414192172986146,0.54689413026540801,-0.043153969099626988,0.10355632694385603,0.072784745945693619,0.098561534363345749
Forecasting,direct_phase45_sqrt_balance,1136,27,1877,243faa5fac2c368354dad4cd326a14951eb26387fbcae3018fbb69029a0b0e49,-0.77625570776255715,0.73604060913705582,0.32416179256940442,0.49599229118304061,-0.11880660628662754,0.086343874694777001,0.043461572542837446,0.19445924347362814
Forecasting,direct_phase45_full_balance,1136,27,1877,243faa5fac2c368354dad4cd326a14951eb26387fbcae3018fbb69029a0b0e49,-0.77180232558139539,0.78680203045685271,0.33470175737444285,0.51918459058008304,-0.12200319659030368,0.094079311195623572,0.044632743744909331,0.20031965903036758
Forecasting,legacy_direct_exact_phase4_050,1137,27,1936,16044b94ea805b14c5cb30d6a64ec3b49fde35b94c196f19a3fdad91469e7516,-0.48275862068965514,0.059090909090909083,0.10246390969282536,0.071170382344356881,-0.00051652892561981911,0.0098270922856558141,0.02032518997265309,0.00051652892561981911
Forecasting,direct_phase45_unweighted,1137,27,1936,16044b94ea805b14c5cb30d6a64ec3b49fde35b94c196f19a3fdad91469e7516,-0.66586538461538458,0.6227272727272728,0.41908890022097572,0.52492756361803983,-0.040805785123966931,0.089683270484375494,0.073450666126484654,0.072314049586776896
Forecasting,direct_phase45_sqrt_balance,1137,27,1936,16044b94ea805b14c5cb30d6a64ec3b49fde35b94c196f19a3fdad91469e7516,-0.75811688311688308,0.66818181818181821,0.33844131212552264,0.48665678392569151,-0.11983471074380159,0.07321245870969631,0.042316438699536607,0.16528925619834711
Forecasting,direct_phase45_full_balance,1137,27,1936,16044b94ea805b14c5cb30d6a64ec3b49fde35b94c196f19a3fdad91469e7516,-0.76099706744868034,0.73181818181818192,0.34340105071812388,0.5104290969482117,-0.12809917355371891,0.081439825776842362,0.041926732664403943,0.18491735537190079
Forecasting,legacy_direct_exact_phase4_050,1138,27,1262,3f587422d97cd7ccaa79d7f48e261ffac2d3ca3bf933992760de012f8ab02e97,-0.55172413793103448,0.10714285714285715,0.16669804807631958,0.12513248635448912,-0.0031695721077653616,0.017990430622009557,0.032789546966563776,0.0031695721077654171
Forecasting,direct_phase45_unweighted,1138,27,1262,3f587422d97cd7ccaa79d7f48e261ffac2d3ca3bf933992760de012f8ab02e97,-0.77428571428571424,0.69642857142857151,0.32429222694709425,0.48385161121065468,-0.088748019017432567,0.093205741626794264,0.050984612058111528,0.15293185419968297
Forecasting,direct_phase45_sqrt_balance,1138,27,1262,3f587422d97cd7ccaa79d7f48e261ffac2d3ca3bf933992760de012f8ab02e97,-0.82644628099173556,0.7410714285714286,0.26418007958662471,0.43950791936300981,-0.16402535657686207,0.078373205741626845,0.025574979206295534,0.25118858954041207
Forecasting,direct_phase45_full_balance,1138,27,1262,3f587422d97cd7ccaa79d7f48e261ffac2d3ca3bf933992760de012f8ab02e97,-0.83047619047619048,0.7857142857142857,0.26173573581917453,0.44621254952767025,-0.18066561014263072,0.08124401913875598,0.021732549142379015,0.27575277337559428
Forecasting,legacy_direct_exact_phase4_050,1139,27,820,6d9298135c08364eb95bfbc947d5eaaf61389f08d4994004f4c9a654282c18ec,<NA>,0.060606060606060608,0.097560975609756101,0.071428571428571425,-0.0048780487804878092,0.012227538543327976,0.018542357692385797,0.0048780487804878092
Forecasting,direct_phase45_unweighted,1139,27,820,6d9298135c08364eb95bfbc947d5eaaf61389f08d4994004f4c9a654282c18ec,<NA>,0.18181818181818182,0.072289156626506021,0.11320754716981132,-0.092682926829268264,0.0054935318093212726,0.0029190961342352717,0.14756097560975612
Forecasting,direct_phase45_sqrt_balance,1139,27,820,6d9298135c08364eb95bfbc947d5eaaf61389f08d4994004f4c9a654282c18ec,<NA>,0.27272727272727271,0.071713147410358571,0.12857142857142856,-0.16829268292682925,-0.0034556087187666562,-0.011059947007461296,0.24390243902439024
Forecasting,direct_phase45_full_balance,1139,27,820,6d9298135c08364eb95bfbc947d5eaaf61389f08d4994004f4c9a654282c18ec,<NA>,0.48484848484848486,0.10702341137123746,0.20100502512562815,-0.19024390243902439,0.037391458444089976,-0.0080962548710232229,0.28536585365853662
Forecasting,legacy_direct_exact_phase4_050,1140,27,822,7002b77df6c263416179a2dd2fd106118a155487ff61df890daf3ac6bbf034ca,<NA>,0.27500000000000002,0.36666666666666664,0.30555555555555558,0.0024330900243308973,0.065293778801843283,0.07328353408654692,-0.0024330900243308973
Forecasting,direct_phase45_unweighted,1140,27,822,7002b77df6c263416179a2dd2fd106118a155487ff61df890daf3ac6bbf034ca,<NA>,0.77500000000000002,0.2421875,0.41223404255319152,-0.13746958637469586,0.13845046082949308,0.032569525589432186,0.18734793187347934
Forecasting,direct_phase45_sqrt_balance,1140,27,822,7002b77df6c263416179a2dd2fd106118a155487ff61df890daf3ac6bbf034ca,<NA>,0.84999999999999998,0.19710144927536233,0.36559139784946237,-0.22262773722627738,0.12916666666666665,0.010463801318449706,0.28832116788321172
Forecasting,direct_phase45_full_balance,1140,27,822,7002b77df6c263416179a2dd2fd106118a155487ff61df890daf3ac6bbf034ca,<NA>,0.84999999999999998,0.17525773195876287,0.3346456692913386,-0.26763990267639903,0.11495775729646696,-0.001621725339246094,0.34063260340632606
Forecasting,legacy_direct_exact_phase4_050,1141,27,1240,5a71a9b05b2eef12132a146d35a9f5d8b72ea722a5c34dcd60b5d17db5205481,-0.45161290322580649,0.090909090909090912,0.14951729194671881,0.10790439006475137,0.00080645161290315848,0.015163899728309005,0.029940151261465875,-0.00080645161290321399
Forecasting,direct_phase45_unweighted,1141,27,1240,5a71a9b05b2eef12132a146d35a9f5d8b72ea722a5c34dcd60b5d17db5205481,-0.63128491620111737,0.78787878787878796,0.48082801891437005,0.63322431875782736,-0.039516129032258096,0.11315123107591185,0.084559965617274468,0.077419354838709653
Forecasting,direct_phase45_sqrt_balance,1141,27,1240,5a71a9b05b2eef12132a146d35a9f5d8b72ea722a5c34dcd60b5d17db5205481,-0.72244897959183674,0.81212121212121213,0.39131507976413582,0.57619860764481812,-0.12419354838709684,0.091106544444187865,0.050502658513147503,0.17741935483870963
Forecasting,direct_phase45_full_balance,1141,27,1240,5a71a9b05b2eef12132a146d35a9f5d8b72ea722a5c34dcd60b5d17db5205481,-0.73358348968105069,0.84848484848484851,0.38292469502256232,0.58003256660833713,-0.14112903225806461,0.091868510779129775,0.045278130274892858,0.20241935483870965
Forecasting,legacy_direct_exact_phase4_050,1142,27,1387,a4787de63b0e43217f001f9056cef4d18312ff875905e0e0c0cd3e23b41ddad6,-0.42307692307692313,0.097222222222222224,0.16267748478701827,0.11591920634280878,0.0021629416005768398,0.01733477789815821,0.032682140014943323,-0.0021629416005767843
Forecasting,direct_phase45_unweighted,1142,27,1387,a4787de63b0e43217f001f9056cef4d18312ff875905e0e0c0cd3e23b41ddad6,-0.70999999999999996,0.59722222222222221,0.378098788443616,0.48790983120058878,-0.0612833453496755,0.08169014084507048,0.062813841849962498,0.091564527757750536
Forecasting,direct_phase45_sqrt_balance,1142,27,1387,a4787de63b0e43217f001f9056cef4d18312ff875905e0e0c0cd3e23b41ddad6,-0.78506787330316741,0.65277777777777779,0.31043897846298696,0.45793566751676074,-0.13987022350396539,0.067605633802816922,0.034237696883936769,0.18240807498197548
Forecasting,direct_phase45_full_balance,1142,27,1387,a4787de63b0e43217f001f9056cef4d18312ff875905e0e0c0cd3e23b41ddad6,-0.79200000000000004,0.71527777777777779,0.30918826301135149,0.47460586419951939,-0.15428983417447728,0.073997833152762815,0.031610256787101804,0.21124729632299927
Forecasting,legacy_direct_exact_phase4_050,1143,27,671,2d898e5861a498fb18076f0ee3bea3da55ff69f8e7629f525a5e402f3180f64d,<NA>,0.33333333333333331,0.47999999999999998,0.379746835443038,0.014903129657227954,0.082260371959942735,0.097363577826204389,-0.014903129657228009
Forecasting,direct_phase45_unweighted,1143,27,671,2d898e5861a498fb18076f0ee3bea3da55ff69f8e7629f525a5e402f3180f64d,<NA>,0.69444444444444442,0.2304147465437788,0.38461538461538464,-0.11624441132637853,0.11835360038149739,0.033239266856016442,0.195230998509687
Forecasting,direct_phase45_sqrt_balance,1143,27,671,2d898e5861a498fb18076f0ee3bea3da55ff69f8e7629f525a5e402f3180f64d,<NA>,0.77777777777777779,0.19718309859154928,0.35714285714285715,-0.18330849478390465,0.1134358607534573,0.015798321457607428,0.28614008941877794
Forecasting,direct_phase45_full_balance,1143,27,671,2d898e5861a498fb18076f0ee3bea3da55ff69f8e7629f525a5e402f3180f64d,<NA>,0.83333333333333337,0.18072289156626506,0.34090909090909088,-0.23695976154992554,0.10693848354792562,0.001858812002454191,0.35171385991058118
Forecasting,legacy_direct_exact_phase4_050,1144,27,451,4f3c1ca7a5b6ddaa2ecef1e874b74a0cb8bd73181bd4565885776a6d05290eba,<NA>,0,0,0,-0.0022172949002217113,-0.00089928057553956275,-0.0003446841385867927,0.0022172949002217668
Forecasting,direct_phase45_unweighted,1144,27,451,4f3c1ca7a5b6ddaa2ecef1e874b74a0cb8bd73181bd4565885776a6d05290eba,<NA>,0.8571428571428571,0.087591240875912413,0.189873417721519,-0.15077605321507759,0.14773895169578621,0.0013145545580376117,0.26164079822616415
Forecasting,direct_phase45_sqrt_balance,1144,27,451,4f3c1ca7a5b6ddaa2ecef1e874b74a0cb8bd73181bd4565885776a6d05290eba,<NA>,0.8571428571428571,0.069767441860465115,0.15544041450777202,-0.2039911308203991,0.1261562178828366,-0.010917842828352065,0.3392461197339246
Forecasting,direct_phase45_full_balance,1144,27,451,4f3c1ca7a5b6ddaa2ecef1e874b74a0cb8bd73181bd4565885776a6d05290eba,<NA>,1,0.069306930693069313,0.15695067264573992,-0.24611973392461195,0.14388489208633093,-0.018932255309722895,0.40133037694013307
Forecasting,legacy_direct_exact_phase4_050,1145,27,754,1d1a9ce750a7c44b7e8d82cf31890dbdf5e113cb9e963c3fe2f0fbba7f62a1aa,<NA>,0.26666666666666666,0.37209302325581395,0.3007518796992481,0.0079575596816975347,0.062241887905604698,0.074764650358033258,-0.0079575596816976457
Forecasting,direct_phase45_unweighted,1145,27,754,1d1a9ce750a7c44b7e8d82cf31890dbdf5e113cb9e963c3fe2f0fbba7f62a1aa,<NA>,0.65000000000000002,0.2899628252788104,0.43429844097995546,-0.1419098143236075,0.097898230088495575,0.036899372533998165,0.17374005305039786
Forecasting,direct_phase45_sqrt_balance,1145,27,754,1d1a9ce750a7c44b7e8d82cf31890dbdf5e113cb9e963c3fe2f0fbba7f62a1aa,<NA>,0.75,0.26392961876832843,0.43186180422264875,-0.21087533156498672,0.097234513274336243,0.019333491494076371,0.25331564986737398
Forecasting,direct_phase45_full_balance,1145,27,754,1d1a9ce750a7c44b7e8d82cf31890dbdf5e113cb9e963c3fe2f0fbba7f62a1aa,<NA>,0.80000000000000004,0.24615384615384617,0.42105263157894735,-0.25862068965517243,0.092477876106194679,0.0065010851217748022,0.31034482758620685
Forecasting,legacy_direct_exact_phase4_050,1146,27,947,94a711c53f2db6182f35daa089ae877b6134c930244e09f281036b0cb5873a8b,-0.30000000000000004,0.19852941176470587,0.30358327803583279,0.23055171547065476,0.015839493136219684,0.036835303999483093,0.062505157756140739,-0.015839493136219629
Forecasting,direct_phase45_unweighted,1146,27,947,94a711c53f2db6182f35daa089ae877b6134c930244e09f281036b0cb5873a8b,-0.67365269461077837,0.79411764705882359,0.44923124708805717,0.61155461745836037,-0.08975712777191136,0.10308630010122549,0.072133137981927331,0.12354804646251322
Forecasting,direct_phase45_sqrt_balance,1146,27,947,94a711c53f2db6182f35daa089ae877b6134c930244e09f281036b0cb5873a8b,-0.72727272727272729,0.85294117647058831,0.39956075188941287,0.59205898714842009,-0.16050686378035905,0.093381576963666557,0.049022058917308764,0.20696937697993667
Forecasting,direct_phase45_full_balance,1146,27,947,94a711c53f2db6182f35daa089ae877b6134c930244e09f281036b0cb5873a8b,-0.75052854122621571,0.86029411764705888,0.37292198530557458,0.57096334785707192,-0.20485744456177402,0.082464301867286982,0.03387951997516353,0.25131995776135163
Forecasting,legacy_direct_exact_phase4_050,1147,27,1327,f674ba3e5aceb56911053a62007cf49d2c75c753df5174cec23e4a34f351e5bd,-0.46666666666666667,0.078651685393258425,0.13162393162393163,0.093811109349400137,0,0.014308514532542616,0.026455139852617132,0
Forecasting,direct_phase45_unweighted,1147,27,1327,f674ba3e5aceb56911053a62007cf49d2c75c753df5174cec23e4a34f351e5bd,-0.8128654970760234,0.7078651685393258,0.27476153647847384,0.44444711982214091,-0.073850791258477821,0.099720330917343891,0.045193652101944648,0.16201959306706853
Forecasting,direct_phase45_sqrt_balance,1147,27,1327,f674ba3e5aceb56911053a62007cf49d2c75c753df5174cec23e4a34f351e5bd,-0.85652173913043472,0.7303370786516854,0.21821493624772312,0.390406162464986,-0.12961567445365485,0.084954974741928424,0.025095188996673179,0.24792765636774677
Forecasting,direct_phase45_full_balance,1147,27,1327,f674ba3e5aceb56911053a62007cf49d2c75c753df5174cec23e4a34f351e5bd,-0.84842105263157896,0.797752808988764,0.23309692671394797,0.41920739414899533,-0.13338357196684253,0.0959455304195036,0.026507793981535854,0.25018839487565941
Forecasting,legacy_direct_exact_phase4_050,1148,27,804,a52c9d347550d3868b5b1b4bca76f633bdeed1f4b49a10a86c5ee00782d33c45,<NA>,0.14999999999999999,0.22641509433962265,0.17341040462427745,-0.0012437810945273853,0.033928571428571364,0.044565403567381118,0.0012437810945273853
Forecasting,direct_phase45_unweighted,1148,27,804,a52c9d347550d3868b5b1b4bca76f633bdeed1f4b49a10a86c5ee00782d33c45,<NA>,0.40000000000000002,0.17679558011049723,0.26578073089700999,-0.064676616915422924,0.065306122448979598,0.029623780161822544,0.13557213930348255
Forecasting,direct_phase45_sqrt_balance,1148,27,804,a52c9d347550d3868b5b1b4bca76f633bdeed1f4b49a10a86c5ee00782d33c45,<NA>,0.47499999999999998,0.14728682170542637,0.25132275132275134,-0.13557213930348261,0.053443877551020424,0.010601257310796974,0.22388059701492535
Forecasting,direct_phase45_full_balance,1148,27,804,a52c9d347550d3868b5b1b4bca76f633bdeed1f4b49a10a86c5ee00782d33c45,<NA>,0.57499999999999996,0.15807560137457044,0.27980535279805352,-0.14925373134328362,0.070790816326530559,0.010991938791546918,0.25497512437810943
Forecasting,legacy_direct_exact_phase4_050,1149,27,1147,9f6c371b6e2f9eeb96eff541d5d8ede901b20020ecdd1c2c9ca5a9e5ae03ef38,<NA>,0.029411764705882353,0.054054054054054057,0.035971223021582732,-0.0017436791630339732,0.006014253090794508,0.010414404794019644,0.0017436791630339732
Forecasting,direct_phase45_unweighted,1149,27,1147,9f6c371b6e2f9eeb96eff541d5d8ede901b20020ecdd1c2c9ca5a9e5ae03ef38,<NA>,0.27941176470588236,0.14901960784313725,0.20697167755991286,-0.076721883173496042,0.034043034884636558,0.020573765605208238,0.12990409764603311
Forecasting,direct_phase45_sqrt_balance,1149,27,1147,9f6c371b6e2f9eeb96eff541d5d8ede901b20020ecdd1c2c9ca5a9e5ae03ef38,<NA>,0.36764705882352944,0.13054830287206268,0.21294718909710392,-0.15518744551002617,0.023973344357823445,0.0027379098498644949,0.23103748910200522
Forecasting,direct_phase45_full_balance,1149,27,1147,9f6c371b6e2f9eeb96eff541d5d8ede901b20020ecdd1c2c9ca5a9e5ae03ef38,<NA>,0.5,0.15668202764976957,0.2664576802507837,-0.17175239755884913,0.047690763052208873,0.0045915740369806557,0.25980819529206628
Forecasting,legacy_direct_exact_phase4_050,1150,27,750,612ea95e8cfe766a51bd1407098c8254da9f2772552cbe12b2da922e4c9e7304,-0.40000000000000002,0.11347517730496454,0.1825542878174457,0.13384730699218333,0.0053333333333333011,0.018357664233576626,0.037012116820339891,-0.0053333333333333566
Forecasting,direct_phase45_unweighted,1150,27,750,612ea95e8cfe766a51bd1407098c8254da9f2772552cbe12b2da922e4c9e7304,-0.62464183381088823,0.91489361702127658,0.50672184957899236,0.69974727048250829,-0.042666666666666742,0.11706508515815084,0.08904729992922833,0.11866666666666664
Forecasting,direct_phase45_sqrt_balance,1150,27,750,612ea95e8cfe766a51bd1407098c8254da9f2772552cbe12b2da922e4c9e7304,-0.6872037914691943,0.92198581560283688,0.44094449067806085,0.6517033522315957,-0.1213333333333334,0.093524939172749399,0.059304420016303816,0.21333333333333332
Forecasting,direct_phase45_full_balance,1150,27,750,612ea95e8cfe766a51bd1407098c8254da9f2772552cbe12b2da922e4c9e7304,-0.69036697247706424,0.94326241134751776,0.43996558034686284,0.65733215547703183,-0.13066666666666671,0.093737834549878329,0.056353170523744944,0.22400000000000003
Forecasting,legacy_direct_exact_phase4_050,1151,27,874,a026861c488bd14aef4050d60db9e1804f558754ed7347df147d3be336f8fb69,-0.25,0.19548872180451127,0.30460125408460659,0.22829519329862852,0.019450800915331801,0.036846555222726812,0.063226213870787307,-0.019450800915331801
Forecasting,direct_phase45_unweighted,1151,27,874,a026861c488bd14aef4050d60db9e1804f558754ed7347df147d3be336f8fb69,-0.66561514195583604,0.78947368421052633,0.45618573797678275,0.61488297677214332,-0.085812356979405036,0.1009227944728959,0.074407502461127151,0.12128146453089245
Forecasting,direct_phase45_sqrt_balance,1151,27,874,a026861c488bd14aef4050d60db9e1804f558754ed7347df147d3be336f8fb69,-0.70992366412213737,0.84962406015037595,0.41853470291129902,0.60683535317681658,-0.14988558352402748,0.092883370373949142,0.054228313782757054,0.18993135011441648
Forecasting,direct_phase45_full_balance,1151,27,874,a026861c488bd14aef4050d60db9e1804f558754ed7347df147d3be336f8fb69,-0.73193473193473191,0.85714285714285721,0.39432729590481758,0.58895420459847758,-0.18649885583524028,0.08396704995651752,0.041710747889215916,0.22883295194508013
Forecasting,legacy_direct_exact_phase4_050,1152,27,1388,2e743cd11e11acc574540006a6168d1502b45442d32e3fe8db0ff33a90365f32,<NA>,0.041237113402061855,0.076923076923076927,0.050632911392405063,0.0007204610951009327,0.0094511547807214491,0.015306394971006942,-0.00072046109510087719
Forecasting,direct_phase45_unweighted,1152,27,1388,2e743cd11e11acc574540006a6168d1502b45442d32e3fe8db0ff33a90365f32,<NA>,0.22680412371134021,0.18410041841004185,0.20754716981132076,-0.038184438040345769,0.035247941682983841,0.032148011403904192,0.070605187319884688
Forecasting,direct_phase45_sqrt_balance,1152,27,1388,2e743cd11e11acc574540006a6168d1502b45442d32e3fe8db0ff33a90365f32,<NA>,0.31958762886597936,0.16103896103896104,0.22928994082840237,-0.11599423631123917,0.024976998749675627,0.012863861608150978,0.16282420749279536
Forecasting,direct_phase45_full_balance,1152,27,1388,2e743cd11e11acc574540006a6168d1502b45442d32e3fe8db0ff33a90365f32,<NA>,0.47422680412371132,0.20674157303370785,0.3125,-0.1210374639769452,0.057343886385618881,0.021390759709778301,0.18443804034582134
Forecasting,legacy_direct_exact_phase4_050,1153,27,839,fc04e3856262a0a6a8b5ded91dfabd7127480c037191a8d214cd7d551550d16b,<NA>,0.31666666666666665,0.44705882352941179,0.35849056603773582,0.015494636471990453,0.07659376786735278,0.090651403189223712,-0.015494636471990453
Forecasting,direct_phase45_unweighted,1153,27,839,fc04e3856262a0a6a8b5ded91dfabd7127480c037191a8d214cd7d551550d16b,<NA>,0.68333333333333335,0.23631123919308358,0.38899430740037949,-0.15613825983313467,0.097076901086335099,0.027166248262924242,0.24433849821215736
Forecasting,direct_phase45_sqrt_balance,1153,27,839,fc04e3856262a0a6a8b5ded91dfabd7127480c037191a8d214cd7d551550d16b,<NA>,0.78333333333333333,0.21759259259259259,0.38398692810457519,-0.2097735399284863,0.10020726129216695,0.015250747642052004,0.33134684147795002
Forecasting,direct_phase45_full_balance,1153,27,839,fc04e3856262a0a6a8b5ded91dfabd7127480c037191a8d214cd7d551550d16b,<NA>,0.80000000000000004,0.19917012448132779,0.36253776435045315,-0.26221692491060788,0.085077186963979423,-0.00018110323904049763,0.38855780691299169
Forecasting,legacy_direct_exact_phase4_050,1154,27,1219,f21a5ae1ab1baa9a3fe89128a6faa2ceeec302ac539d5aaf282dc9d4f5098ac0,-0.47999999999999998,0.05128205128205128,0.087878787878787876,0.061588253492301473,-0.0016406890894176129,0.0074812353882121319,0.017285889442093361,0.0016406890894175574
Forecasting,direct_phase45_unweighted,1154,27,1219,f21a5ae1ab1baa9a3fe89128a6faa2ceeec302ac539d5aaf282dc9d4f5098ac0,-0.55813953488372092,0.86153846153846159,0.55732583567635119,0.71349072678742032,-0.0032813781788351148,0.12853451458102622,0.10326994258853739,0.039376538146021323
Forecasting,direct_phase45_sqrt_balance,1154,27,1219,f21a5ae1ab1baa9a3fe89128a6faa2ceeec302ac539d5aaf282dc9d4f5098ac0,-0.6620553359683794,0.86153846153846159,0.45757143474689832,0.64569516693182694,-0.08859721082854799,0.1016611295681063,0.066523607144589714,0.13699753896636585
Forecasting,direct_phase45_full_balance,1154,27,1219,f21a5ae1ab1baa9a3fe89128a6faa2ceeec302ac539d5aaf282dc9d4f5098ac0,-0.67097966728280967,0.89743589743589736,0.45339262187088269,0.65457493307345815,-0.094339622641509413,0.10545096591608216,0.065055214775521286,0.15422477440525023
Forecasting,legacy_direct_exact_phase4_050,1155,27,1154,448310201a6c8120c28534a84e91b653cb64e294aa889d9e4be9c37c426b77b7,-0.53333333333333333,0.064516129032258063,0.10835303388494877,0.077034450748522706,-0.0017331022530329143,0.01094277391612597,0.021431647733406833,0.0017331022530329698
Forecasting,direct_phase45_unweighted,1155,27,1154,448310201a6c8120c28534a84e91b653cb64e294aa889d9e4be9c37c426b77b7,-0.7622377622377623,0.72043010752688175,0.3375624543872453,0.50331249949069812,-0.061525129982669013,0.10470847525545984,0.057682092151564779,0.1308492201039862
Forecasting,direct_phase45_sqrt_balance,1155,27,1154,448310201a6c8120c28534a84e91b653cb64e294aa889d9e4be9c37c426b77b7,-0.8267326732673268,0.74193548387096775,0.26041354510038961,0.43762610209778613,-0.1317157712305026,0.085822172217684123,0.030370876824294513,0.22963604852686309
Forecasting,direct_phase45_full_balance,1155,27,1154,448310201a6c8120c28534a84e91b653cb64e294aa889d9e4be9c37c426b77b7,-0.82407407407407407,0.80645161290322587,0.26824721377912869,0.4592319901831326,-0.13951473136915082,0.094801411771958777,0.030218194077707178,0.24350086655112652
Forecasting,legacy_direct_exact_phase4_050,1156,27,1851,6e35d12b96fc824f6da1e9bbf74e98e0b90074f466745801e023b5c0b217d454,<NA>,0.061946902654867256,0.11290322580645161,0.075593952483801297,0.0016207455429497752,0.014647799489220181,0.022610293690289829,-0.0016207455429497752
Forecasting,direct_phase45_unweighted,1156,27,1851,6e35d12b96fc824f6da1e9bbf74e98e0b90074f466745801e023b5c0b217d454,<NA>,0.27433628318584069,0.16020671834625322,0.21349862258953167,-0.062668827660723903,0.037753533883708501,0.025350691867930042,0.11453268503511616
Forecasting,direct_phase45_sqrt_balance,1156,27,1851,6e35d12b96fc824f6da1e9bbf74e98e0b90074f466745801e023b5c0b217d454,<NA>,0.38053097345132741,0.15008726003490402,0.23574561403508773,-0.13074014046461369,0.035359253429945947,0.011353870357862034,0.20205294435440296
Forecasting,direct_phase45_full_balance,1156,27,1851,6e35d12b96fc824f6da1e9bbf74e98e0b90074f466745801e023b5c0b217d454,<NA>,0.49557522123893805,0.17637795275590551,0.28747433264887062,-0.13992436520799567,0.057828369068123775,0.014998113920245887,0.22150189086980004
Forecasting,legacy_direct_exact_phase4_050,1157,27,1342,c03b6d683b3b05ad136520eab209fe44f091250ec70b9d78fbbb059fc9c5c3a4,-0.5,0.025862068965517241,0.047422111938240967,0.031620193183889186,-0.00074515648286144209,0.0043252915406923054,0.0093666794209193716,0.00074515648286138658
Forecasting,direct_phase45_unweighted,1157,27,1342,c03b6d683b3b05ad136520eab209fe44f091250ec70b9d78fbbb059fc9c5c3a4,-0.7357723577235773,0.55172413793103448,0.34202200500543045,0.44699379070119644,-0.04769001490312974,0.079229139672158111,0.058963773841493844,0.087183308494783895
Forecasting,direct_phase45_sqrt_balance,1157,27,1342,c03b6d683b3b05ad136520eab209fe44f091250ec70b9d78fbbb059fc9c5c3a4,-0.81578947368421051,0.59482758620689657,0.26516404742211197,0.40393925495591909,-0.11997019374068563,0.064085477468583507,0.030887732273963048,0.17958271236959766
Forecasting,direct_phase45_full_balance,1157,27,1342,c03b6d683b3b05ad136520eab209fe44f091250ec70b9d78fbbb059fc9c5c3a4,-0.80568720379146919,0.69827586206896552,0.28773869666062973,0.45200126216655745,-0.12369597615499262,0.081152177042841556,0.034696506855770137,0.19299552906110284
Forecasting,legacy_direct_exact_phase4_050,1158,27,1872,2a77c45a3af139eb84e9caec5485d55f5f091cadb995db44009349580e999061,<NA>,0.14457831325301204,0.24120603015075376,0.17216642754662842,0.0080128205128204844,0.034430945411501324,0.048826237146114143,-0.0080128205128204844
Forecasting,direct_phase45_unweighted,1158,27,1872,2a77c45a3af139eb84e9caec5485d55f5f091cadb995db44009349580e999061,<NA>,0.40361445783132532,0.30385487528344673,0.35676251331203407,-0.053418803418803451,0.069106203947549572,0.052414366878867996,0.07532051282051283
Forecasting,direct_phase45_sqrt_balance,1158,27,1872,2a77c45a3af139eb84e9caec5485d55f5f091cadb995db44009349580e999061,<NA>,0.51204819277108438,0.2639751552795031,0.37215411558669004,-0.13034188034188032,0.065369245450958402,0.030861895668013256,0.16452991452991456
Forecasting,direct_phase45_full_balance,1158,27,1872,2a77c45a3af139eb84e9caec5485d55f5f091cadb995db44009349580e999061,<NA>,0.58433734939759041,0.27019498607242337,0.39884868421052633,-0.15010683760683763,0.074111755475825658,0.028254414422824031,0.19123931623931628
Forecasting,legacy_direct_exact_phase4_050,1159,27,1837,79560a6c10f553ed806dd2068b89ac6351d1a6547c1fce137376fe2a35ee6498,-0.45238095238095233,0.05405405405405405,0.093080867850098614,0.064998655444253206,-0.00054436581382688587,0.0076878220279060216,0.018309606947222917,0.00054436581382688587
Forecasting,direct_phase45_unweighted,1159,27,1837,79560a6c10f553ed806dd2068b89ac6351d1a6547c1fce137376fe2a35ee6498,-0.54472843450479236,0.84084084084084088,0.56478333569855188,0.70908487359455064,0.0097985846488840567,0.12132278992723478,0.10524542462345585,0.033206314643440427
Forecasting,direct_phase45_sqrt_balance,1159,27,1837,79560a6c10f553ed806dd2068b89ac6351d1a6547c1fce137376fe2a35ee6498,-0.64647713226205195,0.84384384384384381,0.47128985792598893,0.64921361165715352,-0.074033750680457255,0.093734523645193912,0.068493231531128212,0.13173652694610782
Forecasting,direct_phase45_full_balance,1159,27,1837,79560a6c10f553ed806dd2068b89ac6351d1a6547c1fce137376fe2a35ee6498,-0.64191616766467063,0.88288288288288286,0.48240050255329497,0.67119528357469205,-0.066412629286880742,0.10196604287038313,0.072661651512693187,0.13173652694610782
Forecasting,legacy_direct_exact_phase4_050,1160,27,1281,4baf35d1224113273d1d17ab5d9b2c710f9dae94f1ba043ee9100f5ffdc6ed80,-0.63636363636363635,0.026785714285714284,0.047341535362256285,0.032437127288430845,-0.0031225604996096834,0.003633999290696327,0.0089081327659848442,0.0031225604996096834
Forecasting,direct_phase45_unweighted,1160,27,1281,4baf35d1224113273d1d17ab5d9b2c710f9dae94f1ba043ee9100f5ffdc6ed80,-0.74796747967479682,0.54464285714285721,0.32866960003955115,0.43555002150151151,-0.039812646370023463,0.078664144697954907,0.05886239133832144,0.096018735362997709
