model,variable,dimension,group,n,missing_n,nonmissing_n,missing_rate,eligible_for_balance,test_population_n,test_group_count,overall_missing_rate,chi2,degrees_of_freedom,p_value,cramers_v,max_abs_missing_rate_diff,material_imbalance,test_status,p_value_bh
Forecasting,CC.PER.RNK_l12,country,UGA,134,132,2,0.985074626866,True,5521,20,0.968302843688,321.080502256,19,,0.241156011967,0.168302843688,True,tested_sparse_expected_counts,
Forecasting,CC.PER.RNK_l12,country,YEM,385,385,0,1,True,5521,20,0.968302843688,321.080502256,19,,0.241156011967,0.168302843688,True,tested_sparse_expected_counts,
Forecasting,CC.PER.RNK_l12,country,ZAF,26,26,0,1,True,5521,20,0.968302843688,321.080502256,19,,0.241156011967,0.168302843688,True,tested_sparse_expected_counts,
Forecasting,CC.PER.RNK_l12,country,ZMB,24,24,0,1,True,5521,20,0.968302843688,321.080502256,19,,0.241156011967,0.168302843688,True,tested_sparse_expected_counts,
Forecasting,CC.PER.RNK_l12,country,ZWE,2,2,0,1,False,5521,20,0.968302843688,321.080502256,19,,0.241156011967,0.168302843688,True,tested_sparse_expected_counts,
Forecasting,CC.PER.RNK_l12,month,1,814,814,0,1,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,10,557,540,17,0.96947935368,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,11,335,329,6,0.982089552239,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,12,257,247,10,0.961089494163,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,2,368,357,11,0.970108695652,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,3,341,326,15,0.956011730205,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,4,178,157,21,0.88202247191,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,5,334,330,4,0.988023952096,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,6,247,222,25,0.898785425101,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,7,1091,1053,38,0.965169569203,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,8,606,604,2,0.996699669967,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,month,9,447,421,26,0.941834451902,True,5575,12,0.968609865471,145.011063776,11,1.55409701389e-25,0.161279115646,0.0865873935607,False,tested,1.58716290781e-25
Forecasting,CC.PER.RNK_l12,year,2017,645,645,0,1,True,5575,6,0.968609865471,362.350978195,5,3.83343800135e-76,0.254942525201,0.0805756774367,False,tested,5.69539360201e-76
Forecasting,CC.PER.RNK_l12,year,2018,776,776,0,1,True,5575,6,0.968609865471,362.350978195,5,3.83343800135e-76,0.254942525201,0.0805756774367,False,tested,5.69539360201e-76
Forecasting,CC.PER.RNK_l12,year,2019,896,896,0,1,True,5575,6,0.968609865471,362.350978195,5,3.83343800135e-76,0.254942525201,0.0805756774367,False,tested,5.69539360201e-76
Forecasting,CC.PER.RNK_l12,year,2020,1129,1127,2,0.998228520815,True,5575,6,0.968609865471,362.350978195,5,3.83343800135e-76,0.254942525201,0.0805756774367,False,tested,5.69539360201e-76
Forecasting,CC.PER.RNK_l12,year,2021,959,917,42,0.956204379562,True,5575,6,0.968609865471,362.350978195,5,3.83343800135e-76,0.254942525201,0.0805756774367,False,tested,5.69539360201e-76
Forecasting,CC.PER.RNK_l12,year,2022,1170,1039,131,0.888034188034,True,5575,6,0.968609865471,362.350978195,5,3.83343800135e-76,0.254942525201,0.0805756774367,False,tested,5.69539360201e-76
Forecasting,CPI_l12,country,AFG,692,692,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,BDI,175,140,35,0.8,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,CAF,292,292,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,COD,648,590,58,0.91049382716,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,DJI,3,3,0,1,False,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,DOM,4,4,0,1,False,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,ETH,56,56,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,GTM,340,340,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,HND,166,161,5,0.969879518072,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,HTI,35,35,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,KEN,152,143,9,0.940789473684,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,LBN,9,9,0,1,False,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,LSO,3,3,0,1,False,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,MDG,69,69,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,MOZ,106,106,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,MWI,11,11,0,1,False,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,PAK,155,155,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,SDN,11,11,0,1,False,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,SLV,149,134,15,0.89932885906,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,SOM,1222,1222,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,SSD,665,655,10,0.984962406015,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,SWZ,30,30,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,TJK,10,10,0,1,False,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,TZA,1,1,0,1,False,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,UGA,134,132,2,0.985074626866,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,YEM,385,385,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,ZAF,26,26,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,ZMB,24,24,0,1,True,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,country,ZWE,2,2,0,1,False,5521,20,0.975729034595,477.700119729,19,,0.294149965304,0.175729034595,True,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,1,814,814,0,1,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,10,557,547,10,0.982046678636,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,11,335,332,3,0.991044776119,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,12,257,250,7,0.972762645914,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,2,368,359,9,0.975543478261,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,3,341,331,10,0.970674486804,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,4,178,157,21,0.88202247191,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,5,334,332,2,0.994011976048,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,6,247,222,25,0.898785425101,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,7,1091,1062,29,0.97341888176,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,8,606,604,2,0.996699669967,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,month,9,447,431,16,0.964205816555,True,5575,12,0.975964125561,173.059058235,11,,0.176187353518,0.0939416536504,False,tested_sparse_expected_counts,
Forecasting,CPI_l12,year,2017,645,645,0,1,True,5575,6,0.975964125561,256.246390894,5,2.51005451812e-53,0.214390947074,0.0580154076118,False,tested,3.26307087356e-53
Forecasting,CPI_l12,year,2018,776,776,0,1,True,5575,6,0.975964125561,256.246390894,5,2.51005451812e-53,0.214390947074,0.0580154076118,False,tested,3.26307087356e-53
Forecasting,CPI_l12,year,2019,896,896,0,1,True,5575,6,0.975964125561,256.246390894,5,2.51005451812e-53,0.214390947074,0.0580154076118,False,tested,3.26307087356e-53
Forecasting,CPI_l12,year,2020,1129,1127,2,0.998228520815,True,5575,6,0.975964125561,256.246390894,5,2.51005451812e-53,0.214390947074,0.0580154076118,False,tested,3.26307087356e-53
Forecasting,CPI_l12,year,2021,959,923,36,0.962460896767,True,5575,6,0.975964125561,256.246390894,5,2.51005451812e-53,0.214390947074,0.0580154076118,False,tested,3.26307087356e-53
Forecasting,CPI_l12,year,2022,1170,1074,96,0.917948717949,True,5575,6,0.975964125561,256.246390894,5,2.51005451812e-53,0.214390947074,0.0580154076118,False,tested,3.26307087356e-53
Forecasting,EVI_l12,country,AFG,692,450,242,0.650289017341,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,BDI,175,26,149,0.148571428571,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,CAF,292,43,249,0.147260273973,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,COD,648,100,548,0.154320987654,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,DJI,3,0,3,0,False,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,DOM,4,4,0,1,False,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,ETH,56,32,24,0.571428571429,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,GTM,340,340,0,1,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,HND,166,166,0,1,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,HTI,35,35,0,1,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,KEN,152,81,71,0.532894736842,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,LBN,9,8,1,0.888888888889,False,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,LSO,3,3,0,1,False,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,MDG,69,69,0,1,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,MOZ,106,106,0,1,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,MWI,11,11,0,1,False,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,PAK,155,90,65,0.58064516129,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,SDN,11,7,4,0.636363636364,False,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,SLV,149,149,0,1,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,SOM,1222,215,1007,0.175941080196,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,SSD,665,182,483,0.273684210526,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,SWZ,30,30,0,1,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,TJK,10,10,0,1,False,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,TZA,1,0,1,0,False,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,UGA,134,7,127,0.0522388059701,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,YEM,385,168,217,0.436363636364,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,ZAF,26,26,0,1,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,ZMB,24,15,9,0.625,True,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,country,ZWE,2,2,0,1,False,5521,20,0.422024995472,2215.21426742,19,0,0.633430536949,0.577975004528,True,tested,0
Forecasting,EVI_l12,month,1,814,135,679,0.165847665848,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,10,557,244,313,0.438061041293,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,11,335,328,7,0.979104477612,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,12,257,209,48,0.813229571984,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,2,368,131,237,0.35597826087,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,3,341,162,179,0.475073313783,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,4,178,80,98,0.449438202247,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,5,334,179,155,0.535928143713,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,6,247,94,153,0.380566801619,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,7,1091,329,762,0.301558203483,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,8,606,315,291,0.519801980198,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,month,9,447,169,278,0.37807606264,True,5575,12,0.42600896861,927.167380996,11,8.93528213679e-192,0.407808840516,0.553095509002,True,tested,5.36116928207e-191
Forecasting,EVI_l12,year,2017,645,645,0,1,True,5575,6,0.42600896861,1027.21156468,5,7.7164805013e-220,0.429247242809,0.57399103139,True,tested,1.25392808146e-219
Forecasting,EVI_l12,year,2018,776,257,519,0.33118556701,True,5575,6,0.42600896861,1027.21156468,5,7.7164805013e-220,0.429247242809,0.57399103139,True,tested,1.25392808146e-219
Forecasting,EVI_l12,year,2019,896,328,568,0.366071428571,True,5575,6,0.42600896861,1027.21156468,5,7.7164805013e-220,0.429247242809,0.57399103139,True,tested,1.25392808146e-219
Forecasting,EVI_l12,year,2020,1129,424,705,0.375553587245,True,5575,6,0.42600896861,1027.21156468,5,7.7164805013e-220,0.429247242809,0.57399103139,True,tested,1.25392808146e-219
Forecasting,EVI_l12,year,2021,959,395,564,0.41188738269,True,5575,6,0.42600896861,1027.21156468,5,7.7164805013e-220,0.429247242809,0.57399103139,True,tested,1.25392808146e-219
Forecasting,EVI_l12,year,2022,1170,326,844,0.278632478632,True,5575,6,0.42600896861,1027.21156468,5,7.7164805013e-220,0.429247242809,0.57399103139,True,tested,1.25392808146e-219
Forecasting,EVI_s12_l12,country,AFG,692,670,22,0.968208092486,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,BDI,175,74,101,0.422857142857,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,CAF,292,168,124,0.575342465753,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,COD,648,260,388,0.401234567901,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,DJI,3,0,3,0,False,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,DOM,4,4,0,1,False,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,ETH,56,39,17,0.696428571429,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,GTM,340,340,0,1,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,HND,166,166,0,1,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,HTI,35,35,0,1,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,KEN,152,97,55,0.638157894737,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,LBN,9,8,1,0.888888888889,False,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,LSO,3,3,0,1,False,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,MDG,69,69,0,1,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,MOZ,106,106,0,1,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,MWI,11,11,0,1,False,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,PAK,155,154,1,0.993548387097,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,SDN,11,7,4,0.636363636364,False,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,SLV,149,149,0,1,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,SOM,1222,509,713,0.416530278232,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
Forecasting,EVI_s12_l12,country,SSD,665,396,269,0.595488721805,True,5521,20,0.6545915595,1548.19244706,19,0,0.529545886293,0.445636335619,True,tested,0
