delta3,delta4,n_rows,ordinal_mae,balanced_accuracy,phase4_support,phase4_recall,phase3plus_precision,phase3plus_recall,distribution_discrepancy,actual_phase1_count,actual_phase2_count,actual_phase3_count,actual_phase4_count,actual_phase5_count,predicted_phase1_count,predicted_phase2_count,predicted_phase3_count,predicted_phase4_count,predicted_phase5_count,ordinal_mae_change,balanced_accuracy_change,phase4_recall_change,phase3plus_precision_change,phase3plus_recall_change,distribution_discrepancy_change,offset_l1,mae_improved,phase4_recall_improved,balanced_accuracy_not_lower,phase3plus_precision_within_tolerance,phase3plus_recall_within_tolerance,accepted,selection_rank,selected
-0.050000000000000003,0.070000000000000007,959,0.43482794577685091,0.3692733373397436,48,0.20833333333333334,0.82352941176470584,0.52500000000000002,0.44838373305526591,9,390,512,48,0,0,602,306,51,0,0.080291970802919721,0.02221554487179489,0.20833333333333334,0.060721062618595778,-0.19285714285714284,0.32950990615224196,0.12000000000000001,False,True,True,True,False,False,<NA>,False
-0.029999999999999999,0.080000000000000002,959,0.43587069864442129,0.38201622596153845,48,0.29166666666666669,0.79710144927536231,0.5892857142857143,0.37956204379562042,9,390,512,48,0,0,545,339,75,0,0.081334723670490106,0.034958433493589736,0.29166666666666669,0.034293100129252241,-0.12857142857142856,0.26068821689259647,0.11,False,True,True,True,False,False,<NA>,False
-0.089999999999999997,0.029999999999999999,959,0.43691345151199168,0.32878104967948713,48,0.020833333333333332,0.87777777777777777,0.42321428571428571,0.62356621480709062,9,390,512,48,0,0,689,262,8,0,0.08237747653806049,-0.018276742788461586,0.020833333333333332,0.1149694286316677,-0.29464285714285715,0.50469238790406667,0.12,False,True,False,True,False,False,<NA>,False
-0.070000000000000007,0.059999999999999998,959,0.43795620437956206,0.36602063301282051,48,0.1875,0.8517350157728707,0.48214285714285715,0.52554744525547448,9,390,512,48,0,0,642,273,44,0,0.083420229405630875,0.018962840544871795,0.1875,0.088926666626760631,-0.23571428571428571,0.40667361835245053,0.13,False,True,True,True,False,False,<NA>,False
-0.10000000000000001,0,959,0.43899895724713245,0.32418369391025642,48,0,0.88582677165354329,0.4017857142857143,0.65693430656934304,9,390,512,48,0,0,705,254,0,0,0.084462982273201259,-0.022874098557692291,0,0.12301842250743322,-0.31607142857142856,0.53806047966631909,0.10000000000000001,False,False,False,True,False,False,<NA>,False
-0.10000000000000001,0.01,959,0.43899895724713245,0.32418369391025642,48,0,0.88582677165354329,0.4017857142857143,0.65693430656934304,9,390,512,48,0,0,705,254,0,0,0.084462982273201259,-0.022874098557692291,0,0.12301842250743322,-0.31607142857142856,0.53806047966631909,0.11,False,False,False,True,False,False,<NA>,False
-0.080000000000000002,0.040000000000000001,959,0.44004171011470283,0.33133263221153847,48,0.041666666666666664,0.85185185185185186,0.45178571428571429,0.56725755995828986,9,390,512,48,0,0,662,279,18,0,0.085505735140771644,-0.015725160256410242,0.041666666666666664,0.089043502705741795,-0.26607142857142857,0.44838373305526591,0.12,False,True,False,True,False,False,<NA>,False
-0.070000000000000007,0.070000000000000007,959,0.4421272158498436,0.36927584134615382,48,0.20833333333333334,0.8517350157728707,0.48214285714285715,0.52971845672575602,9,390,512,48,0,0,642,267,50,0,0.087591240875912413,0.02221804887820511,0.20833333333333334,0.088926666626760631,-0.23571428571428571,0.41084462982273207,0.14000000000000001,False,True,True,True,False,False,<NA>,False
-0.10000000000000001,0.02,959,0.4421272158498436,0.32271885016025642,48,0,0.88582677165354329,0.4017857142857143,0.65693430656934315,9,390,512,48,0,0,705,251,3,0,0.087591240875912413,-0.024338942307692291,0,0.12301842250743322,-0.31607142857142856,0.5380604796663192,0.12000000000000001,False,False,False,True,False,False,<NA>,False
-0.089999999999999997,0.040000000000000001,959,0.44525547445255476,0.3310596955128205,48,0.041666666666666664,0.87777777777777777,0.42321428571428571,0.62356621480709062,9,390,512,48,0,0,689,252,18,0,0.090719499478623566,-0.015998096955128216,0.041666666666666664,0.1149694286316677,-0.29464285714285715,0.50469238790406667,0.13,False,True,False,True,False,False,<NA>,False
-0.10000000000000001,0.029999999999999999,959,0.44525547445255476,0.32597405849358974,48,0.020833333333333332,0.88582677165354329,0.4017857142857143,0.65693430656934293,9,390,512,48,0,0,705,246,8,0,0.090719499478623566,-0.021083733974358976,0.020833333333333332,0.12301842250743322,-0.31607142857142856,0.53806047966631898,0.13,False,True,False,True,False,False,<NA>,False
-0.080000000000000002,0.050000000000000003,959,0.44629822732012514,0.34777143429487178,48,0.125,0.85185185185185186,0.45178571428571429,0.56725755995828986,9,390,512,48,0,0,662,265,32,0,0.091762252346193951,0.00071364182692307265,0.125,0.089043502705741795,-0.26607142857142857,0.44838373305526591,0.13,False,True,True,True,False,False,<NA>,False
-0.040000000000000001,0.080000000000000002,959,0.44734098018769552,0.37963741987179489,48,0.29166666666666669,0.80678851174934729,0.55178571428571432,0.44421272158498443,9,390,512,48,0,0,576,308,75,0,0.092805005213764336,0.032579627403846179,0.29166666666666669,0.043980162603237227,-0.16607142857142854,0.32533889468196042,0.12,False,True,True,True,False,False,<NA>,False
-0.01,0.089999999999999997,959,0.44942648592283629,0.37837039262820515,48,0.3125,0.76907216494845365,0.66607142857142854,0.29405630865484877,9,390,512,48,0,0,474,380,105,0,0.094890510948905105,0.031312600160256443,0.3125,0.0062638158023435864,-0.051785714285714324,0.1751824817518248,0.099999999999999992,False,True,True,True,False,False,<NA>,False
-0.050000000000000003,0.080000000000000002,959,0.45151199165797706,0.38034104567307697,48,0.29166666666666669,0.82352941176470584,0.52500000000000002,0.49843587069864448,9,390,512,48,0,0,602,282,75,0,0.096976016684045874,0.03328325320512826,0.29166666666666669,0.060721062618595778,-0.19285714285714284,0.37956204379562053,0.13,False,True,True,True,False,False,<NA>,False
-0.089999999999999997,0.050000000000000003,959,0.45151199165797706,0.34749849759615381,48,0.125,0.87777777777777777,0.42321428571428571,0.62356621480709062,9,390,512,48,0,0,689,238,32,0,0.096976016684045874,0.00044070512820509888,0.125,0.1149694286316677,-0.29464285714285715,0.50469238790406667,0.14000000000000001,False,True,True,True,False,False,<NA>,False
-0.11,0,959,0.45151199165797706,0.31924078525641025,48,0,0.90000000000000002,0.36964285714285716,0.7069864442127215,9,390,512,48,0,0,729,230,0,0,0.096976016684045874,-0.027817007211538458,0,0.13719165085388996,-0.3482142857142857,0.58811261730969755,0.11,False,False,False,True,False,False,<NA>,False
-0.11,0.01,959,0.45151199165797706,0.31924078525641025,48,0,0.90000000000000002,0.36964285714285716,0.7069864442127215,9,390,512,48,0,0,729,230,0,0,0.096976016684045874,-0.027817007211538458,0,0.13719165085388996,-0.3482142857142857,0.58811261730969755,0.12,False,False,False,True,False,False,<NA>,False
-0.059999999999999998,0.080000000000000002,959,0.45255474452554745,0.38141025641025644,48,0.29166666666666669,0.83625730994152048,0.51071428571428568,0.5297184567257559,9,390,512,48,0,0,617,267,75,0,0.098018769551616258,0.034352463942307732,0.29166666666666669,0.073448960795410412,-0.20714285714285718,0.41084462982273195,0.14000000000000001,False,True,True,True,False,False,<NA>,False
-0.080000000000000002,0.059999999999999998,959,0.45255474452554745,0.35900190304487178,48,0.1875,0.85185185185185186,0.45178571428571429,0.56725755995828986,9,390,512,48,0,0,662,253,44,0,0.098018769551616258,0.011944110576923073,0.1875,0.089043502705741795,-0.26607142857142857,0.44838373305526591,0.14000000000000001,False,True,True,True,False,False,<NA>,False
-0.10000000000000001,0.040000000000000001,959,0.45359749739311783,0.32825270432692311,48,0.041666666666666664,0.88582677165354329,0.4017857142857143,0.65693430656934293,9,390,512,48,0,0,705,236,18,0,0.099061522419186643,-0.018805088141025605,0.041666666666666664,0.12301842250743322,-0.31607142857142856,0.53806047966631898,0.14000000000000001,False,True,False,True,False,False,<NA>,False
-0.02,0.089999999999999997,959,0.45464025026068822,0.37773187099358974,48,0.3125,0.7857142857142857,0.62857142857142856,0.37122002085505734,9,390,512,48,0,0,511,343,105,0,0.10010427528675703,0.030674078525641024,0.3125,0.022905936568175633,-0.089285714285714302,0.25234619395203339,0.11,False,True,True,True,False,False,<NA>,False
-0.11,0.02,959,0.45464025026068822,0.31777594150641025,48,0,0.90000000000000002,0.36964285714285716,0.70698644421272161,9,390,512,48,0,0,729,227,3,0,0.10010427528675703,-0.029281850961538458,0,0.13719165085388996,-0.3482142857142857,0.58811261730969766,0.13,False,False,False,True,False,False,<NA>,False
-0.080000000000000002,0.070000000000000007,959,0.45672575599582899,0.3622571113782051,48,0.20833333333333334,0.85185185185185186,0.45178571428571429,0.5714285714285714,9,390,512,48,0,0,662,247,50,0,0.1021897810218978,0.015199318910256387,0.20833333333333334,0.089043502705741795,-0.26607142857142857,0.45255474452554745,0.15000000000000002,False,True,True,True,False,False,<NA>,False
-0.089999999999999997,0.059999999999999998,959,0.45776850886339937,0.35872896634615381,48,0.1875,0.87777777777777777,0.42321428571428571,0.62356621480709074,9,390,512,48,0,0,689,226,44,0,0.10323253388946818,0.011671173878205099,0.1875,0.1149694286316677,-0.29464285714285715,0.50469238790406679,0.14999999999999999,False,True,True,True,False,False,<NA>,False
-0.11,0.029999999999999999,959,0.45776850886339937,0.32103114983974357,48,0.020833333333333332,0.90000000000000002,0.36964285714285716,0.70698644421272161,9,390,512,48,0,0,729,222,8,0,0.10323253388946818,-0.026026642628205143,0.020833333333333332,0.13719165085388996,-0.3482142857142857,0.58811261730969766,0.14000000000000001,False,True,False,True,False,False,<NA>,False
-0.070000000000000007,0.080000000000000002,959,0.45881126173096975,0.38034354967948719,48,0.29166666666666669,0.8517350157728707,0.48214285714285715,0.57977059436913447,9,390,512,48,0,0,642,243,74,0,0.10427528675703857,0.03328575721153848,0.29166666666666669,0.088926666626760631,-0.23571428571428571,0.46089676746611052,0.15000000000000002,False,True,True,True,False,False,<NA>,False
-0.10000000000000001,0.050000000000000003,959,0.45985401459854014,0.34469150641025642,48,0.125,0.88582677165354329,0.4017857142857143,0.65693430656934304,9,390,512,48,0,0,705,222,32,0,0.10531803962460895,-0.0023662860576922906,0.125,0.12301842250743322,-0.31607142857142856,0.53806047966631909,0.15000000000000002,False,True,False,True,False,False,<NA>,False
-0.089999999999999997,0.070000000000000007,959,0.46193952033368091,0.36198417467948713,48,0.20833333333333334,0.87777777777777777,0.42321428571428571,0.62773722627737227,9,390,512,48,0,0,689,220,50,0,0.10740354535974972,0.014926382211538414,0.20833333333333334,0.1149694286316677,-0.29464285714285715,0.50886339937434832,0.16,False,True,True,True,False,False,<NA>,False
-0.12,0,959,0.46402502606882168,0.31594551282051281,48,0,0.90952380952380951,0.34107142857142858,0.7486965589155371,9,390,512,48,0,0,749,210,0,0,0.10948905109489049,-0.031112279647435903,0,0.14671546037769945,-0.37678571428571428,0.62982273201251315,0.12,False,False,False,True,False,False,<NA>,False
-0.12,0.01,959,0.46402502606882168,0.31594551282051281,48,0,0.90952380952380951,0.34107142857142858,0.7486965589155371,9,390,512,48,0,0,749,210,0,0,0.10948905109489049,-0.031112279647435903,0,0.14671546037769945,-0.37678571428571428,0.62982273201251315,0.13,False,False,False,True,False,False,<NA>,False
-0.029999999999999999,0.089999999999999997,959,0.46506777893639206,0.37404096554487176,48,0.3125,0.79710144927536231,0.5892857142857143,0.44212721584984355,9,390,512,48,0,0,545,309,105,0,0.11053180396246087,0.02698317307692305,0.3125,0.034293100129252241,-0.12857142857142856,0.32325338894681954,0.12,False,True,True,True,False,False,<NA>,False
-0.10000000000000001,0.059999999999999998,959,0.46611053180396245,0.35592197516025642,48,0.1875,0.88582677165354329,0.4017857142857143,0.65693430656934304,9,390,512,48,0,0,705,210,44,0,0.11157455683003126,0.0088641826923077094,0.1875,0.12301842250743322,-0.31607142857142856,0.53806047966631909,0.16,False,True,True,True,False,False,<NA>,False
-0.11,0.040000000000000001,959,0.46611053180396245,0.32330979567307694,48,0.041666666666666664,0.90000000000000002,0.36964285714285716,0.7069864442127215,9,390,512,48,0,0,729,212,18,0,0.11157455683003126,-0.023747996794871773,0.041666666666666664,0.13719165085388996,-0.3482142857142857,0.58811261730969755,0.14999999999999999,False,True,False,True,False,False,<NA>,False
-0.12,0.02,959,0.46715328467153283,0.31448066907051281,48,0,0.90952380952380951,0.34107142857142858,0.74869655891553721,9,390,512,48,0,0,749,207,3,0,0.11261730969760164,-0.032577123397435903,0,0.14671546037769945,-0.37678571428571428,0.62982273201251326,0.13999999999999999,False,False,False,True,False,False,<NA>,False
0,0.10000000000000001,959,0.47028154327424398,0.39735076121794871,48,0.4375,0.7632575757575758,0.71964285714285714,0.30656934306569339,9,390,512,48,0,0,431,374,154,0,0.1157455683003128,0.05029296875,0.4375,0.00044922661146573617,0.0017857142857142794,0.18769551616266941,0.10000000000000001,False,True,True,True,True,False,<NA>,False
-0.10000000000000001,0.070000000000000007,959,0.47028154327424398,0.35917718349358974,48,0.20833333333333334,0.88582677165354329,0.4017857142857143,0.66110531803962469,9,390,512,48,0,0,705,204,50,0,0.1157455683003128,0.012119391025641024,0.20833333333333334,0.12301842250743322,-0.31607142857142856,0.54223149113660074,0.17000000000000001,False,True,True,True,False,False,<NA>,False
-0.12,0.029999999999999999,959,0.47028154327424398,0.31773587740384612,48,0.020833333333333332,0.90952380952380951,0.34107142857142858,0.74869655891553699,9,390,512,48,0,0,749,202,8,0,0.1157455683003128,-0.029321915064102588,0.020833333333333332,0.14671546037769945,-0.37678571428571428,0.62982273201251304,0.14999999999999999,False,True,False,True,False,False,<NA>,False
-0.11,0.050000000000000003,959,0.47236704900938475,0.33974859775641025,48,0.125,0.90000000000000002,0.36964285714285716,0.70698644421272161,9,390,512,48,0,0,729,198,32,0,0.11783107403545356,-0.0073091947115384581,0.125,0.13719165085388996,-0.3482142857142857,0.58811261730969766,0.16,False,True,False,True,False,False,<NA>,False
-0.080000000000000002,0.080000000000000002,959,0.47340980187695514,0.37332481971153847,48,0.29166666666666669,0.85185185185185186,0.45178571428571429,0.62148070907194997,9,390,512,48,0,0,662,223,74,0,0.11887382690302395,0.026267027243589758,0.29166666666666669,0.089043502705741795,-0.26607142857142857,0.50260688216892602,0.16,False,True,True,True,False,False,<NA>,False
-0.040000000000000001,0.089999999999999997,959,0.47653806047966629,0.3716621594551282,48,0.3125,0.80678851174934729,0.55178571428571432,0.50677789363920756,9,390,512,48,0,0,576,278,105,0,0.1220020855057351,0.024604366987179493,0.3125,0.043980162603237227,-0.16607142857142854,0.38790406673618361,0.13,False,True,True,True,False,False,<NA>,False
-0.089999999999999997,0.080000000000000002,959,0.47862356621480712,0.3730518830128205,48,0.29166666666666669,0.87777777777777777,0.42321428571428571,0.67778936392075084,9,390,512,48,0,0,689,196,74,0,0.12408759124087593,0.025994090544871784,0.29166666666666669,0.1149694286316677,-0.29464285714285715,0.55891553701772689,0.16999999999999998,False,True,True,True,False,False,<NA>,False
-0.11,0.059999999999999998,959,0.47862356621480712,0.35097906650641025,48,0.1875,0.90000000000000002,0.36964285714285716,0.70698644421272161,9,390,512,48,0,0,729,186,44,0,0.12408759124087593,0.0039212740384615419,0.1875,0.13719165085388996,-0.3482142857142857,0.58811261730969766,0.16999999999999998,False,True,True,True,False,False,<NA>,False
-0.12,0.040000000000000001,959,0.47862356621480712,0.32001452323717949,48,0.041666666666666664,0.90952380952380951,0.34107142857142858,0.74869655891553699,9,390,512,48,0,0,749,192,18,0,0.12408759124087593,-0.027043269230769218,0.041666666666666664,0.14671546037769945,-0.37678571428571428,0.62982273201251304,0.16,False,True,False,True,False,False,<NA>,False
-0.13,0,959,0.47862356621480712,0.30941506410256414,48,0,0.91145833333333337,0.3125,0.78623566214807095,9,390,512,48,0,0,767,192,0,0,0.12408759124087593,-0.03764272836538457,0,0.14864998418722331,-0.40535714285714286,0.667361835245047,0.13,False,False,False,True,False,False,<NA>,False
-0.13,0.01,959,0.47862356621480712,0.30941506410256414,48,0,0.91145833333333337,0.3125,0.78623566214807095,9,390,512,48,0,0,767,192,0,0,0.12408759124087593,-0.03764272836538457,0,0.14864998418722331,-0.40535714285714286,0.667361835245047,0.14000000000000001,False,False,False,True,False,False,<NA>,False
-0.050000000000000003,0.089999999999999997,959,0.48070907194994789,0.37236578525641029,48,0.3125,0.82352941176470584,0.52500000000000002,0.56100104275286755,9,390,512,48,0,0,602,252,105,0,0.1261730969760167,0.025307992788461575,0.3125,0.060721062618595778,-0.19285714285714284,0.4421272158498436,0.14000000000000001,False,True,True,True,False,False,<NA>,False
-0.059999999999999998,0.089999999999999997,959,0.48175182481751827,0.37343499599358976,48,0.3125,0.83625730994152048,0.51071428571428568,0.59228362877997909,9,390,512,48,0,0,617,237,105,0,0.12721584984358708,0.026377203525641046,0.3125,0.073448960795410412,-0.20714285714285718,0.47340980187695514,0.14999999999999999,False,True,True,True,False,False,<NA>,False
-0.13,0.02,959,0.48175182481751827,0.30795022035256414,48,0,0.91145833333333337,0.3125,0.78623566214807106,9,390,512,48,0,0,767,189,3,0,0.12721584984358708,-0.03910757211538457,0,0.14864998418722331,-0.40535714285714286,0.66736183524504711,0.14999999999999999,False,False,False,True,False,False,<NA>,False
-0.11,0.070000000000000007,959,0.48279457768508866,0.35423427483974357,48,0.20833333333333334,0.90000000000000002,0.36964285714285716,0.71115745568300315,9,390,512,48,0,0,729,180,50,0,0.12825860271115747,0.0071764823717948567,0.20833333333333334,0.13719165085388996,-0.3482142857142857,0.5922836287799792,0.17999999999999999,False,True,True,True,False,False,<NA>,False
-0.12,0.050000000000000003,959,0.48488008342022942,0.33645332532051281,48,0.125,0.90952380952380951,0.34107142857142858,0.74869655891553699,9,390,512,48,0,0,749,178,32,0,0.13034410844629823,-0.010604467147435903,0.125,0.14671546037769945,-0.37678571428571428,0.62982273201251304,0.16999999999999998,False,True,False,True,False,False,<NA>,False
-0.13,0.029999999999999999,959,0.48488008342022942,0.31120542868589746,48,0.020833333333333332,0.91145833333333337,0.3125,0.78623566214807084,9,390,512,48,0,0,767,184,8,0,0.13034410844629823,-0.035852363782051255,0.020833333333333332,0.14864998418722331,-0.40535714285714286,0.66736183524504689,0.16,False,True,False,True,False,False,<NA>,False
-0.01,0.10000000000000001,959,0.48592283628779981,0.39106570512820515,48,0.4375,0.76954732510288071,0.66785714285714282,0.39207507820646503,9,390,512,48,0,0,473,333,153,0,0.13138686131386862,0.044007912660256443,0.4375,0.0067389759567706431,-0.050000000000000044,0.27320125130344108,0.11,False,True,True,True,False,False,<NA>,False
-0.10000000000000001,0.080000000000000002,959,0.48592283628779981,0.37073317307692311,48,0.29166666666666669,0.88582677165354329,0.4017857142857143,0.70907194994786227,9,390,512,48,0,0,705,181,73,0,0.13138686131386862,0.023675380608974395,0.29166666666666669,0.12301842250743322,-0.31607142857142856,0.59019812304483832,0.17999999999999999,False,True,True,True,False,False,<NA>,False
-0.02,0.10000000000000001,959,0.49009384775808135,0.39091546474358974,48,0.4375,0.7857142857142857,0.62857142857142856,0.46715328467153283,9,390,512,48,0,0,511,297,151,0,0.13555787278415016,0.043857672275641024,0.4375,0.022905936568175633,-0.089285714285714302,0.34827945776850888,0.12000000000000001,False,True,True,True,False,False,<NA>,False
-0.070000000000000007,0.089999999999999997,959,0.49009384775808135,0.37172726362179487,48,0.3125,0.84905660377358494,0.48214285714285715,0.64233576642335766,9,390,512,48,0,0,641,213,105,0,0.13555787278415016,0.024669471153846156,0.3125,0.086248254627474874,-0.23571428571428571,0.52346193952033371,0.16,False,True,True,True,False,False,<NA>,False
-0.14000000000000001,0,959,0.49009384775808135,0.30566155849358978,48,0,0.91061452513966479,0.29107142857142859,0.81334723670490094,9,390,512,48,0,0,780,179,0,0,0.13555787278415016,-0.041396233974358931,0,0.14780617599355472,-0.42678571428571427,0.694473409801877,0.14000000000000001,False,False,False,True,False,False,<NA>,False
-0.14000000000000001,0.01,959,0.49009384775808135,0.30566155849358978,48,0,0.91061452513966479,0.29107142857142859,0.81334723670490094,9,390,512,48,0,0,780,179,0,0,0.13555787278415016,-0.041396233974358931,0,0.14780617599355472,-0.42678571428571427,0.694473409801877,0.15000000000000002,False,False,False,True,False,False,<NA>,False
-0.12,0.059999999999999998,959,0.49113660062565173,0.34768379407051281,48,0.1875,0.90952380952380951,0.34107142857142858,0.74869655891553699,9,390,512,48,0,0,749,166,44,0,0.13660062565172054,0.00062600160256409687,0.1875,0.14671546037769945,-0.37678571428571428,0.62982273201251304,0.17999999999999999,False,True,True,True,False,False,<NA>,False
-0.13,0.040000000000000001,959,0.4932221063607925,0.31348407451923083,48,0.041666666666666664,0.91145833333333337,0.3125,0.78623566214807084,9,390,512,48,0,0,767,174,18,0,0.13868613138686131,-0.033573717948717885,0.041666666666666664,0.14864998418722331,-0.40535714285714286,0.66736183524504689,0.17000000000000001,False,True,False,True,False,False,<NA>,False
-0.14000000000000001,0.02,959,0.4932221063607925,0.30419671474358978,48,0,0.91061452513966479,0.29107142857142859,0.81334723670490106,9,390,512,48,0,0,780,176,3,0,0.13868613138686131,-0.042861077724358931,0,0.14780617599355472,-0.42678571428571427,0.69447340980187711,0.16,False,False,False,True,False,False,<NA>,False
-0.12,0.070000000000000007,959,0.49530761209593327,0.35093900240384612,48,0.20833333333333334,0.90952380952380951,0.34107142857142858,0.75286757038581853,9,390,512,48,0,0,749,160,50,0,0.14077163712200208,0.0038812099358974117,0.20833333333333334,0.14671546037769945,-0.37678571428571428,0.63399374348279458,0.19,False,True,True,True,False,False,<NA>,False
-0.14000000000000001,0.029999999999999999,959,0.49635036496350365,0.30745192307692309,48,0.020833333333333332,0.91061452513966479,0.29107142857142859,0.81334723670490083,9,390,512,48,0,0,780,171,8,0,0.14181438998957246,-0.039605869391025617,0.020833333333333332,0.14780617599355472,-0.42678571428571427,0.69447340980187688,0.17000000000000001,False,True,False,True,False,False,<NA>,False
-0.11,0.080000000000000002,959,0.49843587069864442,0.36579026442307694,48,0.29166666666666669,0.90000000000000002,0.36964285714285716,0.75912408759124073,9,390,512,48,0,0,729,157,73,0,0.14389989572471323,0.018732471955128227,0.29166666666666669,0.13719165085388996,-0.3482142857142857,0.64025026068821678,0.19,False,True,True,True,False,False,<NA>,False
-0.13,0.050000000000000003,959,0.49947862356621481,0.32992287660256414,48,0.125,0.91145833333333337,0.3125,0.78623566214807084,9,390,512,48,0,0,767,160,32,0,0.14494264859228362,-0.01713491586538457,0.125,0.14864998418722331,-0.40535714285714286,0.66736183524504689,0.17999999999999999,False,True,False,True,False,False,<NA>,False
-0.029999999999999999,0.10000000000000001,959,0.50052137643378525,0.38722455929487176,48,0.4375,0.79710144927536231,0.5892857142857143,0.53806047966631909,9,390,512,48,0,0,545,263,151,0,0.14598540145985406,0.04016676682692305,0.4375,0.034293100129252241,-0.12857142857142856,0.41918665276329514,0.13,False,True,True,True,False,False,<NA>,False
-0.080000000000000002,0.089999999999999997,959,0.50260688216892602,0.36534955929487178,48,0.3125,0.85185185185185186,0.45178571428571429,0.68404588112617326,9,390,512,48,0,0,662,193,104,0,0.14807090719499483,0.018291766826923073,0.3125,0.089043502705741795,-0.26607142857142857,0.56517205422314931,0.16999999999999998,False,True,True,True,False,False,<NA>,False
-0.14999999999999999,0,959,0.50260688216892602,0.30141977163461542,48,0,0.90909090909090906,0.26785714285714285,0.84254431699687171,9,390,512,48,0,0,794,165,0,0,0.14807090719499483,-0.045638020833333293,0,0.146282559944799,-0.45000000000000001,0.72367049009384776,0.14999999999999999,False,False,False,True,False,False,<NA>,False
-0.14999999999999999,0.01,959,0.50260688216892602,0.30141977163461542,48,0,0.90909090909090906,0.26785714285714285,0.84254431699687171,9,390,512,48,0,0,794,165,0,0,0.14807090719499483,-0.045638020833333293,0,0.146282559944799,-0.45000000000000001,0.72367049009384776,0.16,False,False,False,True,False,False,<NA>,False
-0.14000000000000001,0.040000000000000001,959,0.50469238790406679,0.30973056891025647,48,0.041666666666666664,0.91061452513966479,0.29107142857142859,0.81334723670490083,9,390,512,48,0,0,780,161,18,0,0.1501564129301356,-0.037327223557692246,0.041666666666666664,0.14780617599355472,-0.42678571428571427,0.69447340980187688,0.18000000000000002,False,True,False,True,False,False,<NA>,False
-0.13,0.059999999999999998,959,0.50573514077163717,0.34115334535256414,48,0.1875,0.91145833333333337,0.3125,0.78623566214807084,9,390,512,48,0,0,767,148,44,0,0.15119916579770598,-0.0059044471153845701,0.1875,0.14864998418722331,-0.40535714285714286,0.66736183524504689,0.19,False,True,False,True,False,False,<NA>,False
-0.14999999999999999,0.02,959,0.50573514077163717,0.29995492788461542,48,0,0.90909090909090906,0.26785714285714285,0.84254431699687182,9,390,512,48,0,0,794,162,3,0,0.15119916579770598,-0.047102864583333293,0,0.146282559944799,-0.45000000000000001,0.72367049009384787,0.16999999999999998,False,False,False,True,False,False,<NA>,False
-0.089999999999999997,0.089999999999999997,959,0.50677789363920756,0.36556490384615381,48,0.3125,0.87822878228782286,0.42499999999999999,0.73826903023983326,9,390,512,48,0,0,688,167,104,0,0.15224191866527637,0.018507111378205099,0.3125,0.1154204331417128,-0.29285714285714287,0.61939520333680931,0.17999999999999999,False,True,True,True,False,False,<NA>,False
-0.14999999999999999,0.029999999999999999,959,0.50886339937434832,0.30321013621794873,48,0.020833333333333332,0.90909090909090906,0.26785714285714285,0.8425443169968716,9,390,512,48,0,0,794,157,8,0,0.15432742440041713,-0.043847656249999978,0.020833333333333332,0.146282559944799,-0.45000000000000001,0.72367049009384765,0.17999999999999999,False,True,False,True,False,False,<NA>,False
-0.12,0.080000000000000002,959,0.50990615224191871,0.36298327323717949,48,0.29166666666666669,0.90952380952380951,0.34107142857142858,0.79874869655891556,9,390,512,48,0,0,749,138,72,0,0.15537017726798752,0.015925480769230782,0.29166666666666669,0.14671546037769945,-0.37678571428571428,0.67987486965589161,0.20000000000000001,False,True,True,True,False,False,<NA>,False
-0.13,0.070000000000000007,959,0.50990615224191871,0.34440855368589746,48,0.20833333333333334,0.91145833333333337,0.3125,0.79040667361835237,9,390,512,48,0,0,767,142,50,0,0.15537017726798752,-0.0026492387820512553,0.20833333333333334,0.14864998418722331,-0.40535714285714286,0.67153284671532842,0.20000000000000001,False,True,False,True,False,False,<NA>,False
-0.040000000000000001,0.10000000000000001,959,0.51094890510948909,0.3853340344551282,48,0.4375,0.80678851174934729,0.55178571428571432,0.60062565172054228,9,390,512,48,0,0,576,233,150,0,0.1564129301355579,0.038276241987179493,0.4375,0.043980162603237227,-0.16607142857142854,0.48175182481751833,0.14000000000000001,False,True,True,True,False,False,<NA>,False
-0.14000000000000001,0.050000000000000003,959,0.51094890510948909,0.32616937099358978,48,0.125,0.91061452513966479,0.29107142857142859,0.81334723670490083,9,390,512,48,0,0,780,147,32,0,0.1564129301355579,-0.020888421474358931,0.125,0.14780617599355472,-0.42678571428571427,0.69447340980187688,0.19,False,True,False,True,False,False,<NA>,False
-0.10000000000000001,0.089999999999999997,959,0.51303441084462986,0.36373447516025642,48,0.3125,0.88671875,0.40535714285714286,0.76746611053180391,9,390,512,48,0,0,703,153,103,0,0.15849843587069867,0.016676682692307709,0.3125,0.12391040085388993,-0.3125,0.64859228362877996,0.19,False,True,True,True,False,False,<NA>,False
-0.050000000000000003,0.10000000000000001,959,0.51511991657977063,0.38603766025641029,48,0.4375,0.82352941176470584,0.52500000000000002,0.65484880083420227,9,390,512,48,0,0,602,207,150,0,0.16058394160583944,0.038979867788461575,0.4375,0.060721062618595778,-0.19285714285714284,0.53597497393117832,0.15000000000000002,False,True,True,True,False,False,<NA>,False
-0.059999999999999998,0.10000000000000001,959,0.51616266944734102,0.38710687099358976,48,0.4375,0.83625730994152048,0.51071428571428568,0.68613138686131381,9,390,512,48,0,0,617,192,150,0,0.16162669447340983,0.040049078525641046,0.4375,0.073448960795410412,-0.20714285714285718,0.56725755995828986,0.16,False,True,True,True,False,False,<NA>,False
