model,area_id,country_code_3,n_test_dates,accuracy,precision,recall,R2(p3),actual_phase3plus_count,predicted_phase3plus_count,true_positive,false_positive,false_negative,true_negative,precision_undefined_reason,recall_undefined_reason,r2_undefined_reason,nonpositive_cumulative_prediction_count
Forecasting,899,SSD,3,0.6666666667,0.6666666667,1,-0.2762163502,2,3,2,1,0,0,,,,0
Forecasting,901,SSD,1,0,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,902,SSD,1,0,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,913,SSD,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,914,SSD,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,915,MWI,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,916,UGA,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,917,UGA,2,0.5,0.5,1,-0.4562501281,1,2,1,1,0,0,,,,0
Forecasting,918,UGA,2,0.5,0.5,1,-0.530000059,1,2,1,1,0,0,,,,0
Forecasting,919,UGA,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,921,MWI,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,929,UGA,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,930,SSD,2,0.5,1,1,-64.85999834,2,2,2,0,0,0,,,,0
Forecasting,931,SSD,2,0.5,1,1,-65.10000106,2,2,2,0,0,0,,,,0
Forecasting,937,UGA,5,1,1,1,-5.499999765,5,5,5,0,0,0,,,,0
Forecasting,938,UGA,5,1,1,1,-7.342105342,5,5,5,0,0,0,,,,0
Forecasting,941,UGA,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,942,UGA,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,948,UGA,2,1,1,1,,2,2,2,0,0,0,,,constant_actual_phase3plus_share,0
Forecasting,951,UGA,4,0.5,0.5,1,0.2757201238,2,4,2,2,0,0,,,,0
Forecasting,952,UGA,4,0.5,0.5,1,0.2757201238,2,4,2,2,0,0,,,,0
Forecasting,957,KEN,1,1,,,,0,0,0,0,0,1,no_predicted_phase3plus,no_actual_phase3plus,insufficient_observations,0
Forecasting,965,UGA,2,0,0,,-15.01999991,0,2,0,2,0,0,,no_actual_phase3plus,,0
Forecasting,966,UGA,2,0,0,,-15.35999962,0,2,0,2,0,0,,no_actual_phase3plus,,0
Forecasting,968,UGA,4,1,1,1,-7.924444723,4,4,4,0,0,0,,,,0
Forecasting,969,UGA,4,1,1,1,-8.511111019,4,4,4,0,0,0,,,,0
Forecasting,971,SSD,2,1,1,1,-4.155555916,2,2,2,0,0,0,,,,0
Forecasting,972,SSD,2,1,1,1,-4.200000445,2,2,2,0,0,0,,,,0
Forecasting,983,MOZ,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,984,MOZ,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,985,MOZ,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,994,KEN,2,0,0,,-12.06000101,0,2,0,2,0,0,,no_actual_phase3plus,,0
Forecasting,995,KEN,2,0,0,,-9.599999654,0,2,0,2,0,0,,no_actual_phase3plus,,0
Forecasting,997,LBN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1001,LBN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1003,KEN,3,1,1,1,-11.3000005,3,3,3,0,0,0,,,,0
Forecasting,1005,KEN,3,1,1,1,-11.3000005,3,3,3,0,0,0,,,,0
Forecasting,1008,LBN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1011,KEN,4,0.75,0.75,1,-0.7342856608,3,4,3,1,0,0,,,,0
Forecasting,1016,LBN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1017,LBN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1020,LBN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1023,LBN,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1032,KEN,3,0.6666666667,0.6666666667,1,-0.7953845774,2,3,2,1,0,0,,,,0
Forecasting,1033,KEN,3,0.6666666667,0.6666666667,1,-0.1353845075,2,3,2,1,0,0,,,,0
Forecasting,1038,LBN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1039,LBN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1046,KEN,2,0,0,0,-1.435555467,1,1,0,1,1,0,,,,0
Forecasting,1047,KEN,2,0.5,0.5,1,-1.142222269,1,2,1,1,0,0,,,,0
Forecasting,1048,KEN,2,0.5,0.5,1,0.1000001431,1,2,1,1,0,0,,,,0
Forecasting,1049,KEN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1050,KEN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1057,TZA,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1059,KEN,2,1,1,1,-5.099999881,2,2,2,0,0,0,,,,0
Forecasting,1060,KEN,2,1,1,1,-5.099999881,2,2,2,0,0,0,,,,0
Forecasting,1061,KEN,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1068,KEN,2,1,1,1,-24.0400024,2,2,2,0,0,0,,,,0
Forecasting,1071,KEN,2,1,1,1,-22.20000401,2,2,2,0,0,0,,,,0
Forecasting,1097,KEN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1099,KEN,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1102,KEN,2,1,1,1,-1.929999776,2,2,2,0,0,0,,,,0
Forecasting,1103,KEN,2,1,1,1,-1.465000222,2,2,2,0,0,0,,,,0
Forecasting,1107,MOZ,1,1,,,,0,0,0,0,0,1,no_predicted_phase3plus,no_actual_phase3plus,insufficient_observations,0
Forecasting,1112,MOZ,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1113,MOZ,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1114,MOZ,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1124,MOZ,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1128,MOZ,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1131,MOZ,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1145,MOZ,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1146,MOZ,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1148,MOZ,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1150,MOZ,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1151,MOZ,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1152,MOZ,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1154,MOZ,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1157,KEN,3,0.6666666667,0.6666666667,1,-0.8784614035,2,3,2,1,0,0,,,,0
Forecasting,1158,KEN,3,0.6666666667,0.6666666667,1,-0.890769087,2,3,2,1,0,0,,,,0
Forecasting,1160,KEN,5,0.8,0.8,1,-0.2784091059,4,5,4,1,0,0,,,,0
Forecasting,1161,KEN,5,0.8,0.8,1,-0.3136754804,4,5,4,1,0,0,,,,0
Forecasting,1173,KEN,4,0.5,0.5,1,-0.9428900952,2,4,2,2,0,0,,,,0
Forecasting,1182,SOM,3,0.6666666667,0.6666666667,1,0.04166668801,2,3,2,1,0,0,,,,0
Forecasting,1183,SOM,2,0.5,0.5,1,-2.442490654e-15,1,2,1,1,0,0,,,,0
Forecasting,1184,SOM,2,0.5,0.5,1,-0.4297521297,1,2,1,1,0,0,,,,0
Forecasting,1188,SOM,4,0.75,0.75,1,-0.6994105608,3,4,3,1,0,0,,,,0
Forecasting,1189,SOM,3,0.3333333333,0.3333333333,1,-0.233108148,1,3,1,2,0,0,,,,0
Forecasting,1190,SOM,4,0.75,0.6666666667,1,0.3148558999,2,3,2,1,0,1,,,,0
Forecasting,1192,ETH,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1195,SOM,4,0.5,0.5,1,0.1108647516,2,4,2,2,0,0,,,,0
Forecasting,1196,SOM,5,0.6,0.6,1,-0.2207643728,3,5,3,2,0,0,,,,0
Forecasting,1197,SOM,5,0.6,0.6,1,-0.2207643728,3,5,3,2,0,0,,,,0
Forecasting,1200,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1203,SOM,2,1,1,1,,2,2,2,0,0,0,,,constant_actual_phase3plus_share,0
Forecasting,1204,SOM,2,1,1,1,,2,2,2,0,0,0,,,constant_actual_phase3plus_share,0
Forecasting,1207,SOM,3,1,1,1,-0.3053735106,2,2,2,0,0,1,,,,0
Forecasting,1210,ETH,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1211,SOM,3,0.6666666667,0.6666666667,1,0.04287515808,2,3,2,1,0,0,,,,0
Forecasting,1212,SOM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1214,SOM,3,1,1,1,-11.94444519,3,3,3,0,0,0,,,,0
Forecasting,1215,DJI,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1216,SOM,2,0.5,0.5,1,-5.500000179,1,2,1,1,0,0,,,,0
Forecasting,1217,SOM,2,0.5,0.5,1,-5.500000179,1,2,1,1,0,0,,,,0
Forecasting,1220,SOM,4,0.5,0.5,0.5,-0.1574279654,2,2,1,1,1,1,,,,0
Forecasting,1222,SOM,3,0.6666666667,0.6666666667,1,-0.5356576672,2,3,2,1,0,0,,,,0
Forecasting,1223,SOM,3,0.3333333333,0.3333333333,1,-1.695312302,1,3,1,2,0,0,,,,0
Forecasting,1226,SOM,3,0,0,0,-5.551020405,2,1,0,1,2,0,,,,0
Forecasting,1227,SOM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1228,SOM,2,0,0.5,1,-0.4411765226,1,2,1,1,0,0,,,,0
Forecasting,1231,SOM,3,0.6666666667,1,1,-1.022982063,2,2,2,0,0,1,,,,0
Forecasting,1234,ETH,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1238,SOM,3,0.3333333333,0.3333333333,1,-6.611571312,1,3,1,2,0,0,,,,0
Forecasting,1241,SOM,2,0.5,0.5,1,-2.38888977,1,2,1,1,0,0,,,,0
Forecasting,1243,SOM,1,0,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1249,SOM,3,0.6666666667,0.6666666667,1,-0.3182398087,2,3,2,1,0,0,,,,0
Forecasting,1252,SOM,3,0.6666666667,0.6666666667,1,-0.3182398087,2,3,2,1,0,0,,,,0
Forecasting,1254,SOM,4,1,1,1,-0.9465387605,4,4,4,0,0,0,,,,0
Forecasting,1255,SOM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1256,ETH,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1257,SOM,2,1,1,1,-5.686390651,2,2,2,0,0,0,,,,0
Forecasting,1276,SOM,4,1,1,1,-0.6614119221,4,4,4,0,0,0,,,,0
Forecasting,1284,SOM,4,0.5,1,1,-1.07684876,4,4,4,0,0,0,,,,0
Forecasting,1293,SOM,4,0,0.75,1,-1.755146005,3,4,3,1,0,0,,,,0
Forecasting,1298,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1308,SOM,4,0,0.6666666667,0.6666666667,-1.703302783,3,3,2,1,1,0,,,,0
Forecasting,1309,SOM,4,0,0.6666666667,0.6666666667,-1.703302783,3,3,2,1,1,0,,,,0
Forecasting,1324,SOM,4,0,0.75,1,-1.688607006,3,4,3,1,0,0,,,,0
Forecasting,1326,ETH,2,1,1,1,-1.287334871,2,2,2,0,0,0,,,,0
Forecasting,1327,ETH,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1329,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1351,SOM,4,0.25,0.25,1,-4.167227414,1,4,1,3,0,0,,,,0
Forecasting,1354,SOM,4,0.25,0.25,1,-3.502805823,1,4,1,3,0,0,,,,0
Forecasting,1357,SOM,4,0.75,1,1,-0.7862051912,4,4,4,0,0,0,,,,0
Forecasting,1358,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1361,SOM,4,0.75,1,1,-0.8108555281,4,4,4,0,0,0,,,,0
Forecasting,1366,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1367,SOM,4,0.75,1,1,-0.7492297499,4,4,4,0,0,0,,,,0
Forecasting,1368,SOM,4,0.75,1,1,-0.6733822491,4,4,4,0,0,0,,,,0
Forecasting,1374,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1375,YEM,2,0.5,0.5,1,-141.4000031,1,2,1,1,0,0,,,,0
Forecasting,1376,SOM,1,0,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1378,SOM,2,0.5,0.5,1,0.2797784013,1,2,1,1,0,0,,,,0
Forecasting,1379,SOM,2,0.5,0.5,1,0.328254811,1,2,1,1,0,0,,,,0
Forecasting,1380,SOM,3,0,0.6666666667,1,-0.9748201621,2,3,2,1,0,0,,,,0
Forecasting,1381,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1382,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1383,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1384,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1390,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1397,SOM,2,1,1,1,-0.3877558124,2,2,2,0,0,0,,,,0
Forecasting,1400,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1420,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1422,SOM,2,1,1,1,-7.040817008,2,2,2,0,0,0,,,,0
Forecasting,1429,SOM,4,0.25,0.25,1,-4.230078881,1,4,1,3,0,0,,,,0
Forecasting,1430,SOM,4,0.25,0.25,1,-4.230078881,1,4,1,3,0,0,,,,0
Forecasting,1443,SOM,4,0.25,0.25,1,-2.618406185,1,4,1,3,0,0,,,,0
Forecasting,1446,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1448,MDG,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1449,MDG,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1454,YEM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1461,SOM,2,0.5,0.5,1,-1.769231209,1,2,1,1,0,0,,,,0
Forecasting,1462,SOM,2,0.5,0.5,1,-1.769231209,1,2,1,1,0,0,,,,0
Forecasting,1466,SOM,4,0.5,0.5,1,-0.2952547484,2,4,2,2,0,0,,,,0
Forecasting,1475,SOM,4,0.5,0.5,1,-0.5711775664,2,4,2,2,0,0,,,,0
Forecasting,1480,SOM,3,0.3333333333,0.3333333333,1,-2.661290449,1,3,1,2,0,0,,,,0
Forecasting,1481,SOM,4,0.25,0.25,1,-3.592592404,1,4,1,3,0,0,,,,0
Forecasting,1495,SOM,2,0,0,,-56.24999911,0,2,0,2,0,0,,no_actual_phase3plus,,0
Forecasting,1503,SOM,2,0,0,,-13.94444427,0,2,0,2,0,0,,no_actual_phase3plus,,0
Forecasting,1506,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1510,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1515,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1518,SOM,4,0.5,0.5,1,-0.3007831097,2,4,2,2,0,0,,,,0
Forecasting,1519,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1520,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1522,SOM,4,0.25,0.25,1,-4.959595833,1,4,1,3,0,0,,,,0
Forecasting,1528,SOM,4,0.75,0.75,1,0.09815956552,3,4,3,1,0,0,,,,0
Forecasting,1534,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1536,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1540,SOM,4,0.75,0.75,1,-1.727015559,3,4,3,1,0,0,,,,0
Forecasting,1541,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1542,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1551,SOM,4,0.5,0.5,1,-1.341136942,2,4,2,2,0,0,,,,0
Forecasting,1553,SOM,4,0.5,0.5,1,-0.2686805776,2,4,2,2,0,0,,,,0
Forecasting,1558,SOM,4,0.5,0.75,1,0.1964224339,3,4,3,1,0,0,,,,0
Forecasting,1559,SOM,4,0.5,0.75,1,0.2762298354,3,4,3,1,0,0,,,,0
Forecasting,1561,SOM,4,0.5,0.5,1,0.002533404585,2,4,2,2,0,0,,,,0
Forecasting,1562,SOM,3,1,1,1,0.5546874497,3,3,3,0,0,0,,,,0
Forecasting,1563,SOM,2,1,1,1,,2,2,2,0,0,0,,,constant_actual_phase3plus_share,0
Forecasting,1566,SOM,4,0.75,0.75,1,-0.2902832365,3,4,3,1,0,0,,,,0
Forecasting,1567,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1568,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1569,SOM,2,1,1,1,0.4999999603,2,2,2,0,0,0,,,,0
Forecasting,1570,SOM,2,1,1,1,0.4444445372,2,2,2,0,0,0,,,,0
Forecasting,1571,SOM,4,0.75,0.75,1,0.1725239838,3,4,3,1,0,0,,,,0
Forecasting,1573,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1574,SOM,2,0.5,0.5,1,-0.0113027883,1,2,1,1,0,0,,,,0
Forecasting,1575,SOM,2,0.5,0.5,1,-0.0113027883,1,2,1,1,0,0,,,,0
Forecasting,1576,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1578,SOM,4,0.75,0.75,1,-0.5572792881,3,4,3,1,0,0,,,,0
Forecasting,1580,MDG,2,0.5,1,0.5,-115.6399951,2,1,1,0,1,0,,,,0
Forecasting,1581,MDG,2,0.5,1,0.5,-120.360004,2,1,1,0,1,0,,,,0
Forecasting,1582,MDG,2,1,1,1,-111.7199993,2,2,2,0,0,0,,,,0
Forecasting,1584,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1586,YEM,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1588,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1589,SOM,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1590,MDG,1,1,,,,0,0,0,0,0,1,no_predicted_phase3plus,no_actual_phase3plus,insufficient_observations,0
Forecasting,1591,MDG,1,1,,,,0,0,0,0,0,1,no_predicted_phase3plus,no_actual_phase3plus,insufficient_observations,0
Forecasting,1592,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1594,YEM,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1595,SOM,4,0.75,0.75,1,-0.1285892856,3,4,3,1,0,0,,,,0
Forecasting,1596,SOM,4,0.75,0.75,1,-0.1335829526,3,4,3,1,0,0,,,,0
Forecasting,1600,SOM,4,1,1,1,-0.7171492901,4,4,4,0,0,0,,,,0
Forecasting,1603,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1604,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1605,SOM,2,1,1,1,,2,2,2,0,0,0,,,constant_actual_phase3plus_share,0
Forecasting,1608,SOM,4,1,1,1,-0.1648106729,4,4,4,0,0,0,,,,0
Forecasting,1609,SOM,2,1,1,1,,2,2,2,0,0,0,,,constant_actual_phase3plus_share,0
Forecasting,1622,SOM,2,1,1,1,-0.6626298153,2,2,2,0,0,0,,,,0
Forecasting,1623,SOM,2,1,1,1,-0.6626298153,2,2,2,0,0,0,,,,0
Forecasting,1624,SOM,4,1,1,1,-0.4510702037,4,4,4,0,0,0,,,,0
Forecasting,1629,SOM,4,0.75,1,1,-0.5445542981,4,4,4,0,0,0,,,,0
Forecasting,1633,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1635,SOM,1,0,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1638,SOM,2,1,1,1,0.1022223579,2,2,2,0,0,0,,,,0
Forecasting,1640,SOM,3,1,1,1,-0.1446886023,3,3,3,0,0,0,,,,0
Forecasting,1646,SOM,2,1,1,1,0.2711110814,2,2,2,0,0,0,,,,0
Forecasting,1648,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1650,SOM,3,1,1,1,-34.4183655,3,3,3,0,0,0,,,,0
Forecasting,1652,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1659,MDG,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1660,MDG,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1663,SOM,4,1,1,1,0.5102040243,4,4,4,0,0,0,,,,0
Forecasting,1664,SOM,4,1,1,1,0.5961332782,4,4,4,0,0,0,,,,0
Forecasting,1665,MDG,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1666,MDG,1,0,0,,,0,1,0,1,0,0,,no_actual_phase3plus,insufficient_observations,0
Forecasting,1667,SOM,4,1,1,1,-0.1084853622,4,4,4,0,0,0,,,,0
Forecasting,1668,MDG,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1669,MDG,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1670,MDG,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1671,SOM,4,1,1,1,-0.1600429164,4,4,4,0,0,0,,,,0
Forecasting,1672,YEM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1673,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1674,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1675,SOM,4,1,1,1,-0.3611770715,4,4,4,0,0,0,,,,0
Forecasting,1681,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1683,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1686,MDG,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1687,MDG,1,0,,0,,1,0,0,0,1,0,no_predicted_phase3plus,,insufficient_observations,0
Forecasting,1691,SOM,4,1,1,1,-0.8035121369,4,4,4,0,0,0,,,,0
Forecasting,1692,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1695,SOM,4,1,1,1,-0.4324043951,4,4,4,0,0,0,,,,0
Forecasting,1696,SOM,4,1,1,1,-0.4324043951,4,4,4,0,0,0,,,,0
Forecasting,1698,SOM,2,1,1,1,-8.124999752,2,2,2,0,0,0,,,,0
Forecasting,1702,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1712,SOM,3,1,1,1,0.0332226775,3,3,3,0,0,0,,,,0
Forecasting,1715,SOM,3,1,1,1,0.1976744519,3,3,3,0,0,0,,,,0
Forecasting,1718,SOM,3,1,1,1,0.2402316794,3,3,3,0,0,0,,,,0
Forecasting,1719,SOM,3,1,1,1,0.2402316794,3,3,3,0,0,0,,,,0
Forecasting,1721,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1727,SOM,4,0.75,0.75,1,-0.4444447289,3,4,3,1,0,0,,,,0
Forecasting,1728,SOM,4,0.75,0.75,1,0.1637426475,3,4,3,1,0,0,,,,0
Forecasting,1729,SOM,2,0.5,0.5,1,0.7052154314,1,2,1,1,0,0,,,,0
Forecasting,1730,SOM,2,0.5,0.5,1,0.7052154314,1,2,1,1,0,0,,,,0
Forecasting,1736,SOM,4,0.75,0.75,1,0.3823528044,3,4,3,1,0,0,,,,0
Forecasting,1737,SOM,4,0.75,0.75,1,0.3823528044,3,4,3,1,0,0,,,,0
Forecasting,1738,SOM,2,0.5,0.5,1,0.2109375708,1,2,1,1,0,0,,,,0
Forecasting,1739,SOM,2,0.5,0.5,1,0.1875000875,1,2,1,1,0,0,,,,0
Forecasting,1740,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1743,SOM,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1756,AFG,2,1,1,1,,2,2,2,0,0,0,,,constant_actual_phase3plus_share,0
Forecasting,1757,AFG,2,1,1,1,0.0999997139,2,2,2,0,0,0,,,,0
Forecasting,1758,AFG,2,1,1,1,,2,2,2,0,0,0,,,constant_actual_phase3plus_share,0
Forecasting,1759,AFG,1,0,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1760,PAK,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
Forecasting,1762,AFG,2,0.5,1,1,-58.19999447,2,2,2,0,0,0,,,,0
Forecasting,1763,AFG,2,1,1,1,-1.000000159,2,2,2,0,0,0,,,,0
Forecasting,1766,AFG,2,1,1,1,-5.399998474,2,2,2,0,0,0,,,,0
Forecasting,1767,AFG,2,1,1,1,,2,2,2,0,0,0,,,constant_actual_phase3plus_share,0
Forecasting,1768,AFG,2,0.5,1,1,-6.939999256,2,2,2,0,0,0,,,,0
Forecasting,1769,AFG,2,0,1,1,-53.39999218,2,2,2,0,0,0,,,,0
Forecasting,1770,PAK,1,1,1,1,,1,1,1,0,0,0,,,insufficient_observations,0
